Company,companyname,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment
HINDCOPPER,Hindustan Copper Limited,Price movement,"Significant movement in price has been observed in Hindustan Copper Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The response from the company is awaited.",30-Dec-2025 16:52:32,-,0.8,0.3008928571428572,0.09090891480445862,0.01694490811654492,Neutral
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,Action(s) taken or orders passed,Jagsonpal Pharmaceuticals Limited has informed the Exchange about Action(s) taken or orders passed,30-Dec-2025 16:52:44,https://nsearchives.nseindia.com/corporate/JAGSNPHARM_30122025165220_SignedRegulation30.pdf,0.34,-0.04940218511647083,-0.19418451189994812,0.27341537124599236,Negative
MMTC,MMTC Limited,Price movement,"Significant movement in price has been observed in MMTC Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The response from the company is awaited.",30-Dec-2025 16:52:22,-,0.8,0.3008928571428572,0.08286768943071365,0.019028116901005976,Neutral
RANEHOLDIN,Rane Holdings Limited,Trading Window,"Rane Holdings Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",30-Dec-2025 16:52:14,https://nsearchives.nseindia.com/corporate/RANEHOLDIN_30122025164811_RHL_TWC_2025-26_Q3_SD.pdf,0.0,0.02321428571428572,0.1479976326227188,0.2583221149657454,Negative
AUTOIND,Autoline Industries Limited,Trading Window,"Autoline Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",30-Dec-2025 16:51:54,https://nsearchives.nseindia.com/corporate/AUTOIND_30122025165138_Trading_WindowClosure_December2025.pdf,0.1531,-0.05345238095238095,-0.18215928971767426,0.3179508282715366,Negative
KALYANI,Kalyani Commercials Limited,Trading Window,"Kalyani Commercials Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",30-Dec-2025 16:51:02,https://nsearchives.nseindia.com/corporate/KALYANI_30122025165031_CTW_Kalyani_Dec_2025.pdf,0.6486,-0.0357427660059239,-0.08655798435211182,0.1666328636851173,Neutral
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Cholamandalam Investment and Finance Company Limited has informed the Exchange about Transcript,30-Dec-2025 16:50:25,https://nsearchives.nseindia.com/corporate/lakshmits_30122025164258_Intimation_Transcript_23Dec2025.pdf,0.99,0.11202396637179246,0.25623130798339844,0.033987314474538566,Neutral
MANINDS,Man Industries (India) Limited,Updates,Man Industries (India) Limited has informed the Exchange regarding 'Change in Name of Foreign Subsidiary'.,30-Dec-2025 16:50:21,https://nsearchives.nseindia.com/corporate/MANINDS_30122025165009_MIIL_Change_in_name_of_MOMD_30122025.pdf,0.25,0.02970779220779221,0.36310893297195435,0.14076332692202034,Neutral
DCI,DC Infotech and Communication Limited,Credit Rating- New,DC Infotech & Communication Limited Achieves BBB Credit Rating from CRISIL with Stable Outlook,30-Dec-2025 16:49:30,https://nsearchives.nseindia.com/corporate/DCI_30122025164512_Letter_for_Crisil_Rating_upload_on_NSE_and_BSE.pdf,0.9962,0.031655844155844166,0.6596733927726746,0.42029948266436024,Positive
BLISSGVS,Bliss GVS Pharma Limited,Shareholders meeting,Bliss GVS Pharma Limited has informed the Exchange regarding Notice of Postal Ballot,30-Dec-2025 16:49:17,https://nsearchives.nseindia.com/corporate/BLISSGVS_30122025164845_Final_Postal_Ballot_Notice.pdf,0.9674,0.007278911564625858,0.03945053741335869,0.04682623679709874,Neutral
BTML,Bodhi Tree Multimedia Limited,Shareholders meeting,"Bodhi Tree Multimedia Limited has submitted the Exchange a copy Srutinizers report of  Extraordinary General Meeting held on December 30, 2025. Further, the company has informed the Exchange regarding voting results.",30-Dec-2025 16:49:05,https://nsearchives.nseindia.com/corporate/BTML_30122025164856_CoverLetterwithVottingResult.pdf,0.3699,0.01758028792912514,-0.014167647808790207,0.2075498708897337,Negative
FILATEX,Filatex India Limited,Trading Window,"Filatex India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",30-Dec-2025 16:48:58,https://nsearchives.nseindia.com/corporate/FILATEX_30122025164722_trading_window_closure_30122025.pdf,0.872,0.0033189033189033167,-0.006452180445194244,0.08294781605464985,Neutral
PCBL,PCBL Chemical Limited,Updates,"PCBL Chemical Limited has informed the Exchange regarding 'PCBL(TN) Limited, a Wholly Owned Subsidiary of the Company is now certified with ISCC PLUS'.",30-Dec-2025 16:46:34,https://nsearchives.nseindia.com/corporate/PCBL_30122025164622_StockexchangesISCCCertificationPCBLTNLTD30122025.pdf,0.836,-0.022344322344322338,0.6362927556037903,0.16392866906709289,Neutral
SAGARDEEP,Sagardeep Alloys Limited,Trading Window,"Sagardeep Alloys Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",30-Dec-2025 16:45:43,https://nsearchives.nseindia.com/corporate/SAGARDEEP_30122025164525_ClosureofTradingWindowDecember312025.pdf,0.6597,0.0211038961038961,-0.0673346295952797,0.1476826568111584,Neutral
EMUDHRA,eMudhra Limited,Trading Window,"eMudhra Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",30-Dec-2025 16:45:32,https://nsearchives.nseindia.com/corporate/EMUDHRA2008_30122025164502_cover_letter_Intimation_of_Trading_window.pdf,0.3818,-0.05255102040816327,0.029953796416521072,0.207564298436441,Negative
ORIENTTECH,Orient Technologies Limited,Record Date,Orient Technologies Limited has informed the Exchange that Record date for the purpose of Bonus  is 05-Jan-2026.,30-Dec-2025 16:45:01,https://nsearchives.nseindia.com/corporate/Orient97_30122025164421_Intimation_of_Record_Date_signed.pdf,0.9898,0.03234384662956093,0.051476478576660156,0.0332093215325473,Neutral
BALUFORGE,Balu Forge Industries Limited,Allotment of Securities,"Balu Forge Industries Limited has informed the Exchange regarding allotment of 10,00,000 Equity Shares fully paid up upon exercising the option available with the Share Warrant Holder (person belonging to the Non-Promoter group) to convert 10,00,000 (Ten Lakhs) Convertible Warrants pursuant to Preferential Issue at its meeting held on December 30, 2025",30-Dec-2025 16:44:31,https://nsearchives.nseindia.com/corporate/BALUFORGE_30122025164205_Intimation.pdf,0.9914,-0.01609347442680776,-0.04868193343281746,0.06753824841110745,Neutral
ZEELEARN,Zee Learn Limited,Change in Management,Zee Learn Limited has informed the Exchange about change in Management,30-Dec-2025 16:44:16,https://nsearchives.nseindia.com/corporate/corpaffairs_30122025164407_upload.pdf,0.872,0.03941102756892232,0.02758648246526718,0.06719608627491275,Neutral
TNPETRO,Tamilnadu PetroProducts Limited,Shareholders meeting,Tamilnadu PetroProducts Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot,30-Dec-2025 16:44:38,https://nsearchives.nseindia.com/corporate/TPLSECTL_30122025164319_SE_PB_Results.PDF,0.9607,-0.027484472049689436,0.046137649565935135,0.05378440641878371,Neutral
GMDCLTD,Gujarat Mineral Development Corporation Limited,Trading Window,"Gujarat Mineral Development Corporation Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",30-Dec-2025 16:44:01,https://nsearchives.nseindia.com/corporate/GMDCLTD_30122025164346_sstock_exchange_letter_trading_window_closure.pdf,0.6249,0.029047619047619055,0.01945625990629196,0.13309306060317017,Neutral
ZEELEARN,Zee Learn Limited,Outcome of Board Meeting,"Zee Learn Limited has informed the Exchange regarding Outcome of Board Meeting held on December 30, 2025.",30-Dec-2025 16:42:19,https://nsearchives.nseindia.com/corporate/corpaffairs_30122025164206_upload.pdf,0.872,0.03941102756892232,0.02462424710392952,0.06794370826565305,Neutral
THEMISMED,Themis Medicare Limited,Copy of Newspaper Publication,Themis Medicare Limited has informed the Exchange about Copy of Newspaper Publication,30-Dec-2025 16:43:27,https://nsearchives.nseindia.com/corporate/THEMISMED_30122025164318_NewspaperpublicationTML.pdf,-0.4767,-0.02815934065934066,-0.04437771812081337,0.4358986512158434,Negative
CAMS,Computer Age Management Services Limited,Copy of Newspaper Publication,Computer Age Management Services Limited has informed the Exchange about Copy of Newspaper Publication dated 30th December 2025,30-Dec-2025 16:41:46,https://nsearchives.nseindia.com/corporate/Jaiganesh_30122025164135_Newspaper_publication_final.pdf,0.975,0.08191808191808193,0.18633830547332764,0.006722126658503469,Neutral
PRECWIRE,Precision Wires India Limited,Spurt in Volume,"Significant increase in volume has been observed in Precision Wires India Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Precision Wires India Limited has submitted their response.",30-Dec-2025 16:41:26,https://nsearchives.nseindia.com/corporate/PRECWIRE_29122025182536_Clarificationregardingvolume.pdf,0.9367,0.098676702085793,0.00956898182630539,0.043669930424559134,Neutral
POWERINDIA,Hitachi Energy India Limited,Action(s) taken or orders passed,Hitachi Energy India Limited has informed the Exchange about Action(s) taken or orders passed,30-Dec-2025 16:40:40,https://nsearchives.nseindia.com/corporate/HitachiEnergy_30122025163941_StockExchangeintimationTN.pdf,-0.5423,-0.049350649350649346,-0.032281287014484406,0.45350393600638034,Negative
ASTRON,Astron Paper & Board Mill Limited,Trading Window,"Astron Paper & Board Mill Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",30-Dec-2025 16:40:29,https://nsearchives.nseindia.com/corporate/ASTRON_30122025164001_BSE_Intimation_Closure_of_Trading_Window.pdf,0.8979,-0.016220238095238097,0.04935753718018532,0.06641401710474773,Neutral
RPPINFRA,R.P.P. Infra Projects Limited,Trading Window,"R.P.P. Infra Projects Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",30-Dec-2025 16:40:15,https://nsearchives.nseindia.com/corporate/RPPINFRA_30122025163913_Trading_Window_Closure-12302025154732_Signed__1_.pdf,-0.25,-0.0065126050420168,0.03519976884126663,0.35500189930513626,Negative
INDIGO,InterGlobe Aviation Limited,Action(s) taken or orders passed,InterGlobe Aviation Limited has informed the Exchange about Action(s) taken or orders passed,30-Dec-2025 16:39:30,https://nsearchives.nseindia.com/corporate/Indigo1_30122025163822_SE__Tax_Disclosure__29122025.pdf,0.0279,-0.00912698412698412,-0.2569628357887268,0.3588770118490098,Negative
GULFOILLUB,Gulf Oil Lubricants India Limited,Copy of Newspaper Publication,"We enclose herewith the newspaper cuttings of Business Standard (English) and Sakal (Marathi) dated December 30, 2025 wherein notice is published to the shareholders of the Company informing them about the Special Window for re-lodgement of transfer of physical shares.",30-Dec-2025 16:39:08,https://nsearchives.nseindia.com/corporate/GULFOILLUB_30122025163458_Newspaperrelodgementoftransfer.pdf,0.9628,0.03799603174603174,-0.009506277740001678,0.054074716639566006,Neutral
COFFEEDAY,Coffee Day Enterprises Limited,General Updates,Coffee Day Enterprises Limited has informed the Exchange about General Updates,30-Dec-2025 16:38:54,https://nsearchives.nseindia.com/corporate/COFFEEDAY_30122025163844_TWCQ3.pdf,0.2263,0.0577922077922078,-0.008500821888446808,0.23398212584260994,Negative
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,Trading Window,"Nagarjuna Fertilizers and Chemicals Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",30-Dec-2025 16:37:45,https://nsearchives.nseindia.com/corporate/NAGAFERT_30122025163736_Disclosure.PDF,0.7964,0.02244897959183673,0.15015754103660583,0.058860358207323105,Neutral
POWERINDIA,Hitachi Energy India Limited,Action(s) taken or orders passed,Hitachi Energy India Limited has informed the Exchange about Action(s) taken or orders passed,30-Dec-2025 16:37:07,https://nsearchives.nseindia.com/corporate/HitachiEnergy_30122025163206_StockExchangeintimationKA.pdf,-0.8225,-0.032512315270935954,-0.04688090831041336,0.5238367288376163,Negative
ASIANENE,Asian Energy Services Limited,Trading Window,"Asian Energy Services Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",30-Dec-2025 16:36:55,https://nsearchives.nseindia.com/corporate/ASIANENE_30122025163242_AESLSEAnnouncementTWCDecember2025Signed.pdf,0.7003,-0.017619047619047614,0.02609991282224655,0.12190918645702653,Neutral
GMDCLTD,Gujarat Mineral Development Corporation Limited,Cessation,"Gujarat Mineral Development Corporation Limited has informed the Exchange regarding Cessation of  Ms. Arti Kanwar, IAS as Non- Executive Director of the company w.e.f. December 29, 2025.",30-Dec-2025 16:35:20,https://nsearchives.nseindia.com/corporate/GMDCLTD_30122025163502_Sintimationresignation.pdf,-0.8442,-0.009065934065934061,-0.07031727582216263,0.5304160949506275,Negative
FACT,Fertilizers and Chemicals Travancore Limited,Copy of Newspaper Publication,Fertilizers and Chemicals Travancore Limited has informed the Exchange about Copy of Newspaper Publication,30-Dec-2025 16:36:23,https://nsearchives.nseindia.com/corporate/FACT_30122025163344_LettertoNSEspecialwindowadv.pdf,0.9892,0.07803776683087028,0.17021140456199646,0.0054633191738027165,Neutral
NUVAMA,Nuvama Wealth Management Limited,Updates,Nuvama Wealth Management Limited has informed the Exchange regarding 'Intimation of credit confirmation of equity shares from Depositories withregard to Sub-division / Split of equity shares of the Company'.,30-Dec-2025 16:35:09,https://nsearchives.nseindia.com/corporate/NWML_30122025163301_SE-_Credit_Comfirmation_-Final.pdf,0.9932,0.015701659451659456,0.11290628463029861,0.020332632035864218,Neutral
FINOPB,Fino Payments Bank Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Fino Payments Bank Limited has informed the Exchange about Schedule of meet,30-Dec-2025 16:33:50,https://nsearchives.nseindia.com/corporate/FINOPB_30122025163219_IM_Perpetuity.pdf,0.5859,0.07191876750700281,0.023296214640140533,0.13331286554135363,Neutral
MAMATA,Mamata Machinery Limited,Trading Window,"Mamata Machinery Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",30-Dec-2025 16:32:47,https://nsearchives.nseindia.com/corporate/MAMATA_30122025163237_MML_TWC_Intimation_31122025__1_.pdf,0.8271,-0.04047619047619048,-0.1142120212316513,0.1298580442187332,Neutral
SMARTLINK,Smartlink Holdings Limited,Trading Window,"Smartlink Holdings Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",30-Dec-2025 16:29:34,https://nsearchives.nseindia.com/corporate/SMARTLINK_30122025162913_Trading_Window_Closure_intimation_31122025.pdf,0.7184,-0.05255102040816327,0.031316936016082764,0.12306260588655665,Neutral
NETWORK18,Network18 Media & Investments Limited,Trading Window,"Network18 Media & Investments Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",30-Dec-2025 16:32:44,https://nsearchives.nseindia.com/corporate/Shambhu_30122025163012_NW18_Closure_of_Trading_Window_Dec_2025.pdf,0.25,0.003214285714285717,-0.06059747189283371,0.25199935827297826,Negative
LUPIN,Lupin Limited,General Updates,"Lupin Limited has informed the Exchange about an update on acquisition of VISUfarma B.V., the Netherlands.",30-Dec-2025 16:28:47,https://nsearchives.nseindia.com/corporate/Lupin2_30122025161813_SEintimation_Updates_Visufarma.pdf,0.9022,-0.05256410256410255,0.025967691093683243,0.12153056853486177,Neutral
AAATECH,Aaa Technologies Limited,Public Announcement-Open Offer,"Mark Corporate Advisors Private Ltd has submitted to  the Exchange a copy of Public Announcement under Regulations 3(1) and 4 Read with Regulations 13(1), 14 and 15(1) of the securities and Exchange Board of India (SAST) Regulations, 2011 and Subsequent amendments thereto for the attention of the public shareholders of the company.",30-Dec-2025 16:27:26,https://nsearchives.nseindia.com/corporate/team_bbodade_30122025162449_30122025143429_AAATECH1.zip,0.296,0.0,0.022344179451465607,0.22040059773623943,Negative
POLICYBZR,PB Fintech Limited,Trading Window,"PB Fintech Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",30-Dec-2025 16:28:20,https://nsearchives.nseindia.com/corporate/POLICYBZR_30122025162804_ClosureofTradingWindowPOLICYBZRQ3FY26.pdf,0.7783,0.07576530612244899,-0.07875673472881317,0.10993467587682665,Neutral
FINOPB,Fino Payments Bank Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Fino Payments Bank Limited has informed the Exchange about Schedule of meet,30-Dec-2025 16:27:37,https://nsearchives.nseindia.com/corporate/FINOPB_30122025162700_IM_Oneup.pdf,0.5859,0.06792328042328043,0.023147597908973694,0.13414913502228323,Neutral
HFCL,HFCL Limited,Trading Window,"HFCL Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",30-Dec-2025 16:26:55,https://nsearchives.nseindia.com/corporate/AHMED_30122025162634_HFCL_STX_ClosureTradingWindow_30122025.pdf,0.8402,-0.05960884353741496,0.028033599257469177,0.09484709682509201,Neutral
ANMOL,Anmol India Limited,Trading Window,"Anmol India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",30-Dec-2025 16:23:50,https://nsearchives.nseindia.com/corporate/ANMOL_30122025162324_Closure_of_Trading_Window_30122025_S.pdf,-0.8126,-0.000811688311688312,-0.08654884248971939,0.5249381578371509,Negative
ZODIACLOTH,Zodiac Clothing Company Limited,Trading Window,"Zodiac Clothing Company Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",30-Dec-2025 16:23:08,https://nsearchives.nseindia.com/corporate/ZODIACLOTH_30122025162246_TradingWindowclosure31122025Sd.pdf,-0.0516,0.0158008658008658,-0.03355513513088226,0.3181140372868998,Negative
BORORENEW,BOROSIL RENEWABLES LIMITED,Credit Rating,BOROSIL RENEWABLES LIMITED has informed the Exchange about Credit Rating,30-Dec-2025 16:22:58,https://nsearchives.nseindia.com/corporate/BORORENEW11_30122025162248_LETTER.pdf,0.9965,0.07705803681413437,0.11893203854560852,0.15803668955763206,Neutral
HLEGLAS,HLE Glascoat Limited,Trading Window,"HLE Glascoat Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",30-Dec-2025 16:22:22,https://nsearchives.nseindia.com/corporate/HLEGLASCOAT_30122025162212_BSENSEIntimationofTWC31122025_sd.pdf,0.7906,0.025793650793650792,0.018915019929409027,0.09245949290342745,Neutral
JSWINFRA,JSW Infrastructure Limited,Disclosure of material issue,JSW Infrastructure Limited has informed regarding receipt of Order by Ennore Coal Terminal Private Limited (Subsidiary Company of JSW Infrastructure Limited) from GST Authorities,30-Dec-2025 16:21:00,https://nsearchives.nseindia.com/corporate/GAZAL786_30122025162035_SE_Intimation.pdf,-0.7722,-0.011970899470899465,0.017969876527786255,0.4909106372015186,Negative
EMSLIMITED,EMS Limited,Trading Window,"Ems Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",30-Dec-2025 16:20:26,https://nsearchives.nseindia.com/corporate/EMSLIMITED_30122025162014_TWC.pdf,0.5719,-0.040873015873015874,0.05248989909887314,0.15206784795669334,Neutral
PREMIER,Premier Limited,Trading Window,"Premier Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",30-Dec-2025 16:19:12,https://nsearchives.nseindia.com/corporate/PREMIER_30122025161847_PL_-_Closure_of_Trading_Window_Dec_2025_20251230.pdf,0.6908,-0.009226190476190471,0.05595817789435387,0.11514830860616193,Neutral
CHEMBONDCH,Chembond Chemicals Limited,Disclosure under SEBI Takeover Regulations,"Chembond Chemicals Limited has submitted to the Exchange a copy of Disclosures under Regulation 10(6)-Report to stock Exchange in respect of any acquisition made in reliance upon exemption provided for in regulation 10 of SEBI (SAST) Regulations, 2011",30-Dec-2025 16:18:54,https://nsearchives.nseindia.com/corporate/team_bbodade_30122025152914_CHEMBONDCH.pdf,0.9891,-0.0028571428571428506,-0.08296069502830505,0.12596434538534712,Neutral
MAZDA,Mazda Limited,Trading Window,"Mazda Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",30-Dec-2025 16:18:13,https://nsearchives.nseindia.com/corporate/MAZDA_30122025161747_Closing_of_Trading_Window_Dec_25.pdf,0.7506,-0.04285714285714286,0.10318617522716522,0.09512114755340981,Neutral
SANOFI,Sanofi India Limited,General Updates,"Sanofi India Limited has informed the Exchange about Disclosure under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",30-Dec-2025 16:17:34,https://nsearchives.nseindia.com/corporate/COSECSANOFI_30122025161718_BSENSEUPLOAD.pdf,-0.5267,-0.0630952380952381,-0.01524624228477478,0.4480339395653633,Negative
KSL,Kalyani Steels Limited,General Updates,Regulation 30 of SEBI LODR - Update   Acquisition of Equity Shares,30-Dec-2025 16:17:41,https://nsearchives.nseindia.com/corporate/KSL_30122025161716_Investment_in_Clean_Renewables-Subscription_Money-30-12-2025.pdf,0.9871,0.06415343915343917,0.048375073820352554,0.17170038611823446,Neutral
HINDZINC,Hindustan Zinc Limited,Action(s) taken or orders passed,Hindustan Zinc Limited has informed the Exchange about Action(s) taken or orders passed,30-Dec-2025 16:17:40,https://nsearchives.nseindia.com/corporate/HINDZINCNSE_30122025161723_FinalSEIntimation.pdf,-0.5423,0.010526315789473694,0.0616496279835701,0.4180358542927002,Negative
AURIONPRO,Aurionpro Solutions Limited,Shareholders meeting,Aurionpro Solutions Limited has informed the Exchange regarding Notice of Postal Ballot,30-Dec-2025 16:17:33,https://nsearchives.nseindia.com/corporate/AURIONPRO_30122025161716_ASL_Postal_Ballot__Notice_30_12_2025_Sd.pdf,0.8689,-0.005468749999999995,-0.04968909174203873,0.09628674928247927,Neutral
NAVNETEDUL,Navneet Education Limited,Trading Window,"Navneet Education Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",30-Dec-2025 16:15:24,https://nsearchives.nseindia.com/corporate/NAVNETEDUL_30122025161511_TW_31125__1_.pdf,0.0,-0.04047619047619048,-0.07936304807662964,0.3279318337497257,Negative
PILANIINVS,Pilani Investment and Industries Corporation Limited,Updates,"Pilani Investment and Industries Corporation Limited has informed the Exchange regarding 'Disclosure under Regulation 7 (2) of SEBI (Prohibition of Insider Trading) Regulations, 2015'.",30-Dec-2025 16:13:27,https://nsearchives.nseindia.com/corporate/PILANIINVS_30122025161318_Pilani_Essel_FormC_30122025.pdf,0.9821,-0.026934523809523808,0.04444236680865288,0.15128242912966583,Neutral
TTKHLTCARE,TTK Healthcare Limited,Disclosure under SEBI Takeover Regulations," Ms. Sarayu Thiruvallur Thattai  has submitted to the Exchange a copy of Disclosures under Regulation 10(6)-Report to stock Exchange in respect of any acquisition made in reliance upon exemption provided for in regulation 10 of SEBI (SAST) Regulations, 2011",30-Dec-2025 16:13:21,https://nsearchives.nseindia.com/corporate/team_bbodade_30122025155902_TTKHLTCARE106_1.pdf,0.4767,0.0,-0.04457102715969086,0.008226041752100038,Neutral
GRMOVER,GRM Overseas Limited,Trading Window,"GRM Overseas Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",30-Dec-2025 16:13:18,https://nsearchives.nseindia.com/corporate/GRMOVER_30122025161306_Covering.pdf,0.7003,0.057467532467532466,0.04710676893591881,0.10164333929932348,Neutral
CIFL,Capital India Finance Limited,Appointment,"Capital India Finance Limited has informed the Exchange regarding Appointment of  Mr. Mohit Sirpurkar  as Other of the company w.e.f. December 30, 2025.",30-Dec-2025 16:11:54,https://nsearchives.nseindia.com/corporate/CIFL_30122025161029_Exchange_Intimation.pdf,0.7696,0.029968944099378888,-0.002657853066921234,0.10225599382284636,Neutral
