"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT"
"CUPID","Cupid Limited","Copy of Newspaper Publication","Cupid Limited has informed the Exchange about Copy of Newspaper Publication of IEPF Notice to Shareholders.","11-Sep-2025 12:21:26","2025-09-11 12:21:26","11-Sep-2025 12:21:27","00:00:01","https://nsearchives.nseindia.com/corporate/CUPID_11092025122119_Newspaper_Clippings_IEPF_Notice_to_Shareholders.pdf"
"AKZOINDIA","Akzo Nobel India Limited","Reply to Clarification- Financial results","The Exchange had sought clarification from Akzo Nobel India Limited for the quarter ended 30-Jun-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company was required to clarify the following:   -1. Financial results submitted is not as per format prescribed by SEBI The response of the Company is enclosed.","11-Sep-2025 12:19:47","2025-09-11 12:19:47","11-Sep-2025 12:19:49","00:00:02","https://nsearchives.nseindia.com/corporate/AKZOINDIA_09092025170122_AkzoIndiaClarificationToNSE_9thSept2025.pdf"
"VERANDA","Veranda Learning Solutions Limited","Options to purchase securities","Veranda Learning Solutions Limited has informed the Exchange about Grant of ESOP","11-Sep-2025 12:19:35","2025-09-11 12:19:35","11-Sep-2025 12:19:36","00:00:01","https://nsearchives.nseindia.com/corporate/Verandaipo_11092025121914_Reg30Grant1109205.pdf"
"MBECL","Mcnally Bharat Engineering Company Limited","Reply to Clarification- Financial results","The Exchange had sought clarification from Mcnally Bharat Engineering Company Limited for the quarter ended 30-Jun-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company was required to clarify the following:   -1. Financial results not signed by authorized signatory/ies The response of the Company is enclosed.","11-Sep-2025 12:18:16","2025-09-11 12:18:16","11-Sep-2025 12:18:17","00:00:01","https://nsearchives.nseindia.com/corporate/MBECL_SEC_10092025151149_ReplytoNSE100925.pdf"
"KSL","Kalyani Steels Limited","Copy of Newspaper Publication","Kalyani Steels Limited has informed the Exchange about Copy of Newspaper Publication regarding Intimation for 100 Days Campaign -  Saksham Niveshak","11-Sep-2025 12:17:00","2025-09-11 12:17:00","11-Sep-2025 12:17:01","00:00:01","https://nsearchives.nseindia.com/corporate/KSL_11092025121638_NP_Publication_IEFP_100_DAYS_Campaign_.pdf"
"IOLCP","IOL Chemicals and Pharmaceuticals Limited","Reply to Clarification- Financial results","The Exchange had sought clarification from IOL Chemicals and Pharmaceuticals Limited for the quarter ended 30-Jun-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company was required to clarify the following:   -1. Financial results submitted is not as per format prescribed under Schedule III of the Companies Act, 2013 or as per Indian Accounting Standard The response of the Company is enclosed.","11-Sep-2025 12:14:08","2025-09-11 12:14:08","11-Sep-2025 12:14:08","00:00:00","https://nsearchives.nseindia.com/corporate/IOLCP_10092025182125_Reply_to_nse_10092025.pdf"
"ZAGGLE","Zaggle Prepaid Ocean Services Limited","Bagging/Receiving of orders/contracts","Zaggle Prepaid Ocean Services Limited has informed the Exchange about Bagging/Receiving of orders/contracts","11-Sep-2025 12:12:54","2025-09-11 12:12:54","11-Sep-2025 12:12:55","00:00:01","https://nsearchives.nseindia.com/corporate/ZAGGLE_11092025121230_Blink_Signed.pdf"
"KKCL","Kewal Kiran Clothing Limited","Reply to Clarification- Financial results","The Exchange had sought clarification from Kewal Kiran Clothing Limited for the quarter ended 30-Jun-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company was required to clarify the following:   -1. Financial results submitted in XBRL with discrepancies The response of the Company is enclosed.","11-Sep-2025 12:12:26","2025-09-11 12:12:26","11-Sep-2025 12:12:27","00:00:01","https://nsearchives.nseindia.com/corporate/KKCL_10092025144818_replyonconsolxbrl.pdf"
"LUPIN","Lupin Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Lupin Limited has informed the Exchange about Schedule of Analyst/Institutional Investors Meet.","11-Sep-2025 12:12:02","2025-09-11 12:12:02","11-Sep-2025 12:12:03","00:00:01","https://nsearchives.nseindia.com/corporate/Lupin2_11092025120537_SEIntimationScheduleofAnalystInvestorsMeet11092025.pdf"
"YUKEN","Yuken India Limited","Shareholders meeting","Yuken India Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 10, 2025. Further, the company has informed the Exchange regarding voting results.","11-Sep-2025 12:09:15","2025-09-11 12:09:15","11-Sep-2025 12:09:15","00:00:00","https://nsearchives.nseindia.com/corporate/YUKEN_11092025120907_Sccrutinizer_and_voting.pdf"
"SAFARI","Safari Industries (India) Limited","General Updates","Safari Industries (India) Limited has informed the Exchange about Outcome of NRC Meeting held on 11th September 2025","11-Sep-2025 12:07:30","2025-09-11 12:07:30","11-Sep-2025 12:07:31","00:00:01","https://nsearchives.nseindia.com/corporate/SAFARI_11092025120659_NRC_Outcome.pdf"
"BLUESTONE","BlueStone Jewellery and Lifestyle Limited","Analysts/Institutional Investor Meet/Con. Call Updates","BlueStone Jewellery and Lifestyle Limited has informed the Exchange about Transcript","11-Sep-2025 12:03:30","2025-09-11 12:03:30","11-Sep-2025 12:03:31","00:00:01","https://nsearchives.nseindia.com/corporate/BLUESTONE_11092025120236_StockExchangeupload.pdf"
"KRISHANA","Krishana Phoschem Limited","Credit Rating","Krishana Phoschem Limited has informed the Exchange about Credit Rating","11-Sep-2025 11:59:43","2025-09-11 11:59:43","11-Sep-2025 11:59:44","00:00:01","https://nsearchives.nseindia.com/corporate/KRISHANA_11092025115753_Intimacreditrating1109toUP.pdf"
"BECTORFOOD","Mrs. Bectors Food Specialities Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Mrs. Bectors Food Specialities Limited has informed the Exchange about Schedule of meet","11-Sep-2025 11:59:28","2025-09-11 11:59:28","11-Sep-2025 11:59:29","00:00:01","https://nsearchives.nseindia.com/corporate/BECTORFOOD_11092025115922_Investor_Meet.pdf"
"ROSSTECH","Rossell Techsys Limited","Updates","Rossell Techsys Limited has informed the Exchange regarding 'Dispatch on inland letters'.","11-Sep-2025 11:59:07","2025-09-11 11:59:07","11-Sep-2025 11:59:08","00:00:01","https://nsearchives.nseindia.com/corporate/9886945009_11092025115735_upload.pdf"
"AMBIKCO","Ambika Cotton Mills Limited","Reply to Clarification- Financial results","The Exchange had sought clarification from Ambika Cotton Mills Limited for the quarter ended 30-Jun-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company was required to clarify the following:   -1. Segment details not submitted The response of the Company is enclosed.","11-Sep-2025 11:57:35","2025-09-11 11:57:35","11-Sep-2025 11:57:36","00:00:01","https://nsearchives.nseindia.com/corporate/AMBIKCO_09092025122019_SE_40.pdf"
"VENUSREM","Venus Remedies Limited","Updates","Venus Remedies Limited has informed the Exchange regarding 'Social Media Communication regarding Saksham Niveshak campaign initiated by IEPF authorities.'.","11-Sep-2025 11:57:35","2025-09-11 11:57:35","11-Sep-2025 11:57:36","00:00:01","https://nsearchives.nseindia.com/corporate/VENUSREM_11092025115721_Saksham_Niveshak_exchange_Sep25.pdf"
"APOLLO","Apollo Micro Systems Limited","Updates","Apollo Micro Systems Limited has informed the Exchange regarding 'Business Update'.","11-Sep-2025 11:57:15","2025-09-11 11:57:15","11-Sep-2025 11:57:16","00:00:01","https://nsearchives.nseindia.com/corporate/APOLLO_11092025115701_AMSBusinessUpdate11092025signed.pdf"
"ORCHPHARMA","Orchid Pharma Limited","Corrigendum","Orchid Pharma Limited has informed the Exchange regarding Corrigendum to Notice of Annual General Meeting","11-Sep-2025 11:56:42","2025-09-11 11:56:42","11-Sep-2025 11:56:43","00:00:01","https://nsearchives.nseindia.com/corporate/ORCHPHARMA_10092025182506_Stx_Ltr_Notice_corrigendum.pdf"
"ROSSTECH","Rossell Techsys Limited","Copy of Newspaper Publication","Rossell Techsys Limited has informed the Exchange about Copy of Newspaper Publication","11-Sep-2025 11:56:26","2025-09-11 11:56:26","11-Sep-2025 11:56:27","00:00:01","https://nsearchives.nseindia.com/corporate/9886945009_11092025115606_upload.pdf"
"ASIANPAINT","Asian Paints Limited","Analysts/Institutional Investor Meet/Con. Call Updates","This is to inform you that the Company through its representatives will be participating in meetings/conferences as per enclosed communication.","11-Sep-2025 11:49:14","2025-09-11 11:49:14","11-Sep-2025 11:49:15","00:00:01","https://nsearchives.nseindia.com/corporate/ASIANPAINT_11092025114608_SEINTIMATIONANALYSTMEETSEP2025.pdf"
"HINDCOMPOS","Hindustan Composites Limited","Reply to Clarification- Financial results","The Exchange had sought clarification from Hindustan Composites Limited for the quarter ended 30-Jun-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company was required to clarify the following:   -1. Financial results submitted is not as per format prescribed by SEBI The response of the Company is enclosed.","11-Sep-2025 11:46:54","2025-09-11 11:46:54","11-Sep-2025 11:46:56","00:00:02","https://nsearchives.nseindia.com/corporate/HINDCOMPOS_09092025150624_HCLClarificationNSEqueryonFinRes09092025.pdf"
"ECLERX","eClerx Services Limited","Analysts/Institutional Investor Meet/Con. Call Updates","eClerx Services Limited has informed the Exchange about Schedule of meet","11-Sep-2025 11:42:36","2025-09-11 11:42:36","11-Sep-2025 11:42:38","00:00:02","https://nsearchives.nseindia.com/corporate/ECLERX_11092025114211_BSENSEInvAxisCapitalConsumerTechConference180925.pdf"
"PILANIINVS","Pilani Investment and Industries Corporation Limited","Copy of Newspaper Publication","Pilani Investment and Industries Corporation Limited has informed the Exchange about Copy of Newspaper Publication","11-Sep-2025 11:36:01","2025-09-11 11:36:01","11-Sep-2025 11:36:02","00:00:01","https://nsearchives.nseindia.com/corporate/PILANIINVS_11092025113550_Pilani_NewspaperPublication_11092025.pdf"
"GEOJITFSL","Geojit Financial Services Limited","Updates","Geojit Financial Services Limited has informed the Exchange regarding 'Launch of  Saksham Niveshak    100 Days Shareholder Awareness Campaign'.","11-Sep-2025 11:35:27","2025-09-11 11:35:27","11-Sep-2025 11:35:28","00:00:01","https://nsearchives.nseindia.com/corporate/MEGHAGEOJIT_11092025113214_StkEx_SakshamNiveshak_Notice_SD.pdf"
"DTIL","Dhunseri Tea & Industries Limited","Outcome of Board Meeting","Dhunseri Tea & Industries Limited has informed the Exchange regarding Outcome of Board Meeting held on September 11, 2025.","11-Sep-2025 11:35:17","2025-09-11 11:35:17","11-Sep-2025 11:35:18","00:00:01","https://nsearchives.nseindia.com/corporate/DTIL_11092025113328_OutcomeofBoardMeeting.pdf"
"VERTOZ","Vertoz Limited","Press Release","Vertoz Limited has informed the Exchange regarding a press release dated September 11, 2025, titled ""Vertoz wins communications mandate for XLRI Jamshedpur"".","11-Sep-2025 11:35:02","2025-09-11 11:35:02","11-Sep-2025 11:35:04","00:00:02","https://nsearchives.nseindia.com/corporate/VERTOZ_11092025113451_11092025_PR_Vertoz_XLRI_sd.pdf"
"MTNL","Mahanagar Telephone Nigam Limited","General Updates","COMPLIANCE WITH REGULATION 30 OF SEBI (LODR) REGULATIONS, 2015 & SEBI CIRCULARNO SEBI/HO/CFD/CMD1/CIR/P/2019/140 DATED 21.11.2019   INTIMATION OF DEFAULT IN THEPAYMENT OF PRINCIPAL (INSTALMENT) & INTEREST OF BANKS BY MTNL","11-Sep-2025 11:30:29","2025-09-11 11:30:29","11-Sep-2025 11:30:30","00:00:01","https://nsearchives.nseindia.com/corporate/MTNL_11092025112945_SE_11092025.pdf"
"DIXON","Dixon Technologies (India) Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Dixon Technologies (India) Limited has informed the Exchange about Investor Meet Outcome","11-Sep-2025 11:27:30","2025-09-11 11:27:30","11-Sep-2025 11:27:32","00:00:02","https://nsearchives.nseindia.com/corporate/DIXON_11092025112717_Outcome.pdf"
"CELEBRITY","Celebrity Fashions Limited","Reply to Clarification- Financial results","The Exchange had sought clarification from Celebrity Fashions Limited for the quarter ended 30-Jun-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company was required to clarify the following:   -1. Financial results submitted in XBRL with discrepancies The response of the Company is enclosed.","11-Sep-2025 11:25:30","2025-09-11 11:25:30","11-Sep-2025 11:25:31","00:00:01","https://nsearchives.nseindia.com/corporate/CELEBRITY_09092025165736_NSEClarificationLetter08092025.pdf"
"KRIDHANINF","Kridhan Infra Limited","Reply to Clarification- Financial results","The Exchange had sought clarification from Kridhan Infra Limited for the quarter ended 30-Jun-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company was required to clarify the following:   -1. Financial results submitted in XBRL with discrepancies The response of the Company is enclosed.","11-Sep-2025 11:22:18","2025-09-11 11:22:18","11-Sep-2025 11:22:19","00:00:01","https://nsearchives.nseindia.com/corporate/KRIDHANINF_09092025152935_NSE_Reply_Xbrl_Standoalone_not_submitted.pdf"
"BAJAJ-AUTO","Bajaj Auto Limited","Credit Rating","Bajaj Auto Limited has informed the Exchange about Credit Rating","11-Sep-2025 11:19:10","2025-09-11 11:19:10","11-Sep-2025 11:19:11","00:00:01","https://nsearchives.nseindia.com/corporate/lkwalimbe_bajajauto_co_in_11092025111859_SE_-_BACL_Credit_Rating_11_Sept_25.pdf"
"DCW","DCW Limited","Reply to Clarification- Financial results","The Exchange had sought clarification from DCW Limited for the quarter ended 30-Jun-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company was required to clarify the following:   -1. Consolidated Financial Results not submitted The response of the Company is enclosed.","11-Sep-2025 11:14:39","2025-09-11 11:14:39","11-Sep-2025 11:14:40","00:00:01","https://nsearchives.nseindia.com/corporate/DCW_09092025171145_Reply_to_Query_raised_by_NSE_on_consolidated_financial_results.pdf"
"STARHEALTH","Star Health and Allied Insurance Company Limited","Press Release","Star Health and Allied Insurance Company Limited has informed the Exchange regarding a press release dated September 11, 2025, titled ""Star Health Unveils Know Your Policy: A Simplified Guide to Health Insurance Coverage"".","11-Sep-2025 11:06:50","2025-09-11 11:06:50","11-Sep-2025 11:06:51","00:00:01","https://nsearchives.nseindia.com/corporate/STARHEALTH_11092025110507_PR11092025R.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release -   TCS Unveils Chiplet-Based System Engineering Services to Accelerate Semiconductor Innovation'.","11-Sep-2025 11:00:03","2025-09-11 11:00:03","11-Sep-2025 11:00:04","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_11092025105102_PR_11Sep25_signed.pdf"
"SASTASUNDR","Sastasundar Ventures Limited","Spurt in Volume","Significant increase in volume has been observed in Sastasundar Ventures Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Sastasundar Ventures Limited has submitted their response.","11-Sep-2025 10:52:44","2025-09-11 10:52:44","11-Sep-2025 10:52:45","00:00:01","https://nsearchives.nseindia.com/corporate/SASTASUNDR_11092025104632_SVLreplytoNSE110925dsc.pdf"
"AKZOINDIA","Akzo Nobel India Limited","Updates","Akzo Nobel India Limited has informed the Exchange regarding 'Re-lodgement Of Transfer Requests Of Physical Share- Monthly Update'.","11-Sep-2025 10:42:56","2025-09-11 10:42:56","11-Sep-2025 10:42:57","00:00:01","https://nsearchives.nseindia.com/corporate/AKZOINDIA_11092025104236_AkzoIndiaMonthlyUpdateSpecialWindow11Sep25_Aug.pdf"
"AKZOINDIA","Akzo Nobel India Limited","Updates","Akzo Nobel India Limited has informed the Exchange regarding 'Re-lodgement Of Transfer Requests Of Physical Share- Monthly Update for July'","11-Sep-2025 10:41:06","2025-09-11 10:41:06","11-Sep-2025 10:41:07","00:00:01","https://nsearchives.nseindia.com/corporate/AKZOINDIA_11092025104010_AkzoIndiaMonthlyUpdateSpecialWindow11Sep25-July.pdf"
"MIDHANI","Mishra Dhatu Nigam Limited","Change in Auditors","Mishra Dhatu Nigam Limited has informed the Exchange regarding Change in Auditors of the company.","11-Sep-2025 10:38:30","2025-09-11 10:38:30","11-Sep-2025 10:38:31","00:00:01","https://nsearchives.nseindia.com/corporate/MIDHANI_11092025103640_MDN_Change_11092025_signed.pdf"
"NAGAFERT","Nagarjuna Fertilizers and Chemicals Limited","Disclosure of material issue","Nagarjuna Fertilizers and Chemicals Limited has informed regarding that Krishak Bharati Cooperative Limited (KRIBHCO), promoters of the Company, have sold 49,998 shares amounting to 0.0084% of the paidup capital of the company on September 09, 2025","11-Sep-2025 10:35:32","2025-09-11 10:35:32","11-Sep-2025 10:35:33","00:00:01","https://nsearchives.nseindia.com/corporate/NAGAFERT_11092025103525_Disclosure.pdf"
"NAGAFERT","Nagarjuna Fertilizers and Chemicals Limited","Disclosure of material issue","Nagarjuna Fertilizers and Chemicals Limited has informed regarding that Krishak Bharati Cooperative Limited (KRIBHCO), promoters of the Company, have sold 49,998 shares amounting to 0.0084% of the paidup capital of the company on September 08, 2025","11-Sep-2025 10:33:11","2025-09-11 10:33:11","11-Sep-2025 10:33:12","00:00:01","https://nsearchives.nseindia.com/corporate/NAGAFERT_11092025103301_Disclosure.pdf"
"ELECON","Elecon Engineering Company Limited","Spurt in Volume","Significant increase in volume has been observed in Elecon Engineering Company Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Elecon Engineering Company Limited has submitted their response.","11-Sep-2025 10:29:21","2025-09-11 10:29:21","11-Sep-2025 10:29:22","00:00:01","https://nsearchives.nseindia.com/corporate/ELECON2_11092025102804_NSEPriceMovementClarification.pdf"
"AKZOINDIA","Akzo Nobel India Limited","Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company","Akzo Nobel India Limited has informed the Exchange about Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company","11-Sep-2025 10:07:21","2025-09-11 10:07:21","11-Sep-2025 10:07:22","00:00:01","https://nsearchives.nseindia.com/corporate/AKZOINDIA_11092025100712_AkzoIndia_Reg30_Intimation_BRGST_SCN_11Sep2025.pdf"
"VTL","Vardhman Textiles Limited","Spurt in Volume","Significant increase in volume has been observed in Vardhman Textiles Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Vardhman Textiles Limited has submitted their response.","11-Sep-2025 09:59:01","2025-09-11 09:59:01","11-Sep-2025 09:59:02","00:00:01","https://nsearchives.nseindia.com/corporate/VTL_11092025095749_VTXL_NSE_Reply.pdf"
"SCHAEFFLER","Schaeffler India Limited","Updates","Schaeffler India Limited has informed the Exchange regarding 'Report on Special Window for re-lodgement of transfer requests of physical shares - August 2025'.","11-Sep-2025 09:44:50","2025-09-11 09:44:50","11-Sep-2025 09:44:51","00:00:01","https://nsearchives.nseindia.com/corporate/SCHAEFFLERUSER1_11092025094436_Schaeffler_Specialwindow_Report_intimationAug2025.pdf"
"YASHO","Yasho Industries Limited","Shareholders meeting","Yasho Industries Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 09, 2025. Further, the company has informed the Exchange regarding voting results.","11-Sep-2025 09:36:53","2025-09-11 09:36:53","11-Sep-2025 09:36:53","00:00:00","https://nsearchives.nseindia.com/corporate/8291904474_11092025093436_intimation.pdf"
"JTEKTINDIA","Jtekt India Limited","Price movement","Significant movement in price has been observed in Jtekt India Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Jtekt India Limited has submitted their response.","11-Sep-2025 09:04:48","2025-09-11 09:04:48","11-Sep-2025 09:04:49","00:00:01","https://nsearchives.nseindia.com/corporate/JTEKTINDIA_11092025090347_NSE_Clarification.pdf"
"KPIL","Kalpataru Projects International Limited","Bagging/Receiving of orders/contracts","Kalpataru Projects International Limited has informed the Exchange about Bagging/Receiving of orders/contracts","11-Sep-2025 08:56:03","2025-09-11 08:56:03","11-Sep-2025 08:56:04","00:00:01","https://nsearchives.nseindia.com/corporate/KALPATPOWR_11092025085550_SEIntimationPR11092025.pdf"
"OFSS","Oracle Financial Services Software Limited","General Updates","Oracle Financial Services Software Limited has informed the Exchange about General Updates","11-Sep-2025 08:46:49","2025-09-11 08:46:49","11-Sep-2025 08:46:50","00:00:01","https://nsearchives.nseindia.com/corporate/OFSS_11092025084543_MPMClarificationSeptember112025.pdf"
"OFSS","Oracle Financial Services Software Limited","Spurt in Volume","Significant increase in volume has been observed in Oracle Financial Services Software Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Oracle Financial Services Software Limited has submitted their response.","11-Sep-2025 08:42:36","2025-09-11 08:42:36","11-Sep-2025 08:42:38","00:00:02","https://nsearchives.nseindia.com/corporate/OFSS_11092025084042_SpurtinVolumeClarificationSeptember112025.pdf"
"ACMESOLAR","Acme Solar Holdings Limited","Press Release","Acme Solar Holdings Limited has informed the Exchange regarding a press release dated September 11, 2025, titled ""ACME Solar secures INR 3,892crore project funding for 400 MW FDRE Project from State Bank of India ."".","11-Sep-2025 08:29:55","2025-09-11 08:29:55","11-Sep-2025 08:29:56","00:00:01","https://nsearchives.nseindia.com/corporate/ACME122002_11092025082649_Intimation11092025.pdf"
"ADANIPOWER","Adani Power Limited","General Updates","Adani Power Limited has informed the Exchange about Receipt of Letter of Award for supply of additional power from a new 800 MW Thermal Power Project, under  Greenshoe Option , whereby total awarded capacity increased to 1600 MW","11-Sep-2025 07:52:45","2025-09-11 07:52:45","11-Sep-2025 07:52:46","00:00:01","https://nsearchives.nseindia.com/corporate/ADANIPOWER_11092025075201_APLAdditionalLoAfromMP11092025.pdf"
"BIOCON","Biocon Limited","Press Release","Biocon Limited has informed the Exchange regarding a press release dated September 10, 2025, titled ""Biocon Inaugurates First U.S. Manufacturing Facility in Cranbury, New Jersey"".","11-Sep-2025 00:31:38","2025-09-11 00:31:38","11-Sep-2025 00:31:38","00:00:00","https://nsearchives.nseindia.com/corporate/Biocon2_11092025003115_Cover_Letter_pressrelease.pdf"
