"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT","FILE SIZE"
"KAJARIACER","Kajaria Ceramics Limited","Shareholders meeting","In continuation of our letter dated May 27, 2025 titled  Notice of Postal Ballot, we wish to inform you that based on the Postal Ballot through e-voting from the Members of the Company and as per the Scrutinizer s Report dated June 27, 2025 (enclosed as Annexure-A), the Special Resolution set out in the Notice of Postal Ballot dated May 6, 2025, has been declared as passed with the requisite majority. We enclose herewith the followings:1. Disclosure pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( Listing Regulations ) as Annexure-B.2. Voting results in the format prescribed under Regulation 44 of the Listing Regulations as Annexure-C.","27-Jun-2025 15:07:48","2025-06-27 15:07:48","27-Jun-2025 15:07:49","00:00:01","https://nsearchives.nseindia.com/corporate/KAJARIACER_27062025150236_Results.pdf","701 KB"
"FAZE3Q","Faze Three Limited","Trading Window","Faze Three Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 15:07:45","2025-06-27 15:07:45","27-Jun-2025 15:07:46","00:00:01","https://nsearchives.nseindia.com/corporate/FAZETHREE_27062025150656_Intimation.pdf","2.47 MB"
"SINDHUTRAD","Sindhu Trade Links Limited","Trading Window-XBRL","SINDHU TRADE LINKS LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 15:07:22","2025-06-27 15:07:22","27-Jun-2025 15:07:23","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472980_27062025030721_WEB.xml","2 KB"
"VERTOZ","Vertoz Limited","Trading Window-XBRL","VERTOZ LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 15:07:04","2025-06-27 15:07:04","27-Jun-2025 15:07:05","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472979_27062025030703_WEB.xml","2 KB"
"ONGC","Oil & Natural Gas Corporation Limited","Press Release","Oil & Natural Gas Corporation Limited has informed the Exchange regarding a press release dated Jun 27, 2025, titled ""Deafening Silence Marks Triumph at ONGC Well RDS#147"".","27-Jun-2025 15:06:39","2025-06-27 15:06:39","27-Jun-2025 15:06:40","00:00:01","https://nsearchives.nseindia.com/corporate/ONGC_27062025150518_PressRelease27062025.pdf","3.59 MB"
"MANINDS","Man Industries (India) Limited","Shareholders meeting","Man Industries (India) Limited has submitted the Exchange a copy Srutinizers report of  Extraordinary General Meeting held on Jun 25, 2025","27-Jun-2025 15:06:25","2025-06-27 15:06:25","27-Jun-2025 15:06:25","00:00:00","https://nsearchives.nseindia.com/corporate/MANINDS_27062025150513_MIIL_EGM_Voting_Results_and_Scrutinizer_Report_25062025.pdf","2.40 MB"
"VERTOZ","Vertoz Limited","Trading Window","Vertoz Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 15:06:18","2025-06-27 15:06:18","27-Jun-2025 15:06:19","00:00:01","https://nsearchives.nseindia.com/corporate/VERTOZ_27062025150611_NSEIntimation_sd.pdf","451 KB"
"NETWEB","Netweb Technologies India Limited","Trading Window-XBRL","Netweb Technologies India Limited has informed the Exchange about Closure of Trading Window","27-Jun-2025 15:05:21","2025-06-27 15:05:21","27-Jun-2025 15:05:22","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472977_27062025030520_WEB.xml","3 KB"
"NCC","NCC Limited","Trading Window","NCC Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 15:04:36","2025-06-27 15:04:36","27-Jun-2025 15:04:38","00:00:02","https://nsearchives.nseindia.com/corporate/NCC_27062025150419_Intimation.pdf","597 KB"
"KPIL","Kalpataru Projects International Limited","Trading Window-XBRL","KALPATARU PROJECTS INTERNATIONAL LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 15:04:23","2025-06-27 15:04:23","27-Jun-2025 15:04:24","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472976_27062025030422_WEB.xml","2 KB"
"TITAN","Titan Company Limited","Shareholders meeting","Titan Company Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on July 22, 2025","27-Jun-2025 15:04:07","2025-06-27 15:04:07","27-Jun-2025 15:04:08","00:00:01","https://nsearchives.nseindia.com/corporate/TITAN_27062025150338_SEnoticeofagm.pdf","477 KB"
"IITL","Industrial Investment Trust Limited","General Updates","Industrial Investment Trust Limited has informed the Exchange about General Updates","27-Jun-2025 15:03:58","2025-06-27 15:03:58","27-Jun-2025 15:03:59","00:00:01","https://nsearchives.nseindia.com/corporate/IITL1_27062025150315_Reg_30.pdf","1.11 MB"
"NETWEB","Netweb Technologies India Limited","Trading Window","Netweb Technologies India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 15:03:49","2025-06-27 15:03:49","27-Jun-2025 15:03:51","00:00:02","https://nsearchives.nseindia.com/corporate/NETWEB1234_27062025150326_Trading_window_closure.pdf","279 KB"
"ASMS","Bartronics India Limited","Trading Window-XBRL","Bartronics India limited has informed the Exchange about Closure of Trading Window","27-Jun-2025 15:03:07","2025-06-27 15:03:07","27-Jun-2025 15:03:08","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472973_27062025030307_WEB.xml","3 KB"
"MAZDOCK","Mazagon Dock Shipbuilders Limited","General Updates","Mazagon Dock Shipbuilders Limited has informed the Exchange that the Board of Directors of the company at their meeting held on 27.06.2025 has approved the proposal for acquisition of a controlling and substantial stake of Colombo Dockyard PLC by way of an investment not exceeding USD 52.96 million through a combination of primary subscription and secondary acquisitions.","27-Jun-2025 15:02:40","2025-06-27 15:02:40","27-Jun-2025 15:02:41","00:00:01","https://nsearchives.nseindia.com/corporate/MAZDOCK_27062025150155_Special_Agenda.pdf","274 KB"
"ASMS","Bartronics India Limited","Trading Window","Bartronics India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 15:02:20","2025-06-27 15:02:20","27-Jun-2025 15:02:20","00:00:00","https://nsearchives.nseindia.com/corporate/BARTRONICS1_27062025150210_Closure_of_trading_window.pdf","494 KB"
"CALSOFT","California Software Company Limited","Trading Window-XBRL","CALIFORNIA SOFTWARE COMPANY LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 15:00:46","2025-06-27 15:00:46","27-Jun-2025 15:00:47","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472972_27062025030045_WEB.xml","2 KB"
"TARC","TARC Limited","Disclosure under SEBI Takeover Regulations","Amar Sarin has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.","27-Jun-2025 15:00:29","2025-06-27 15:00:29","27-Jun-2025 15:00:29","00:00:00","https://nsearchives.nseindia.com/corporate/team_sandeshc_05052025133216_12.pdf","72 KB"
"SRM","SRM Contractors Limited","Disclosure under SEBI Takeover Regulations","Dr Sanjay Mehta has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.","27-Jun-2025 15:00:24","2025-06-27 15:00:24","27-Jun-2025 15:00:25","00:00:01","https://nsearchives.nseindia.com/corporate/team_sandeshc_05052025133117_10.pdf","193 KB"
"GUJALKALI","Gujarat Alkalies and Chemicals Limited","Disclosure under SEBI Takeover Regulations","Pankaj Panchal, Joint Secretary, Energy and Petrochemicals Department, Government of Gujarat has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.","27-Jun-2025 15:00:19","2025-06-27 15:00:19","27-Jun-2025 15:00:20","00:00:01","https://nsearchives.nseindia.com/corporate/team_sandeshc_05052025132919_9.pdf","290 KB"
"ERIS","Eris Lifesciences Limited","Disclosure under SEBI Takeover Regulations","Eris Lifesciences Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.","27-Jun-2025 15:00:14","2025-06-27 15:00:14","27-Jun-2025 15:00:15","00:00:01","https://nsearchives.nseindia.com/corporate/team_sandeshc_05052025132530_7.pdf","140 KB"
"ORIENTELEC","Orient Electric Limited","Copy of Newspaper Publication","Orient Electric Limited has informed the Exchange about Copy of Newspaper Publication","27-Jun-2025 15:00:08","2025-06-27 15:00:08","27-Jun-2025 15:00:09","00:00:01","https://nsearchives.nseindia.com/corporate/ORIENTELEC_27062025145951_Pre-Newspaper_Intimation.pdf","8.91 MB"
"LIBERTSHOE","Liberty Shoes Limited","Disclosure under SEBI Takeover Regulations","Liberty Shoes Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.","27-Jun-2025 15:00:06","2025-06-27 15:00:06","27-Jun-2025 15:00:07","00:00:01","https://nsearchives.nseindia.com/corporate/team_sandeshc_05052025132249_5.pdf","175 KB"
"NITCO","Nitco Limited","Agreements","Nitco Limited has informed the Exchange about Update on Joint Development Agreement","27-Jun-2025 15:00:02","2025-06-27 15:00:02","27-Jun-2025 15:00:03","00:00:01","https://nsearchives.nseindia.com/corporate/NITCO_27062025145927_Final_stock_Exchange_intimation_Total.pdf","397 KB"
"GUJGASLTD","Gujarat Gas Limited","Disclosure under SEBI Takeover Regulations","Gujarat Gas Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.","27-Jun-2025 14:59:48","2025-06-27 14:59:48","27-Jun-2025 14:59:49","00:00:01","https://nsearchives.nseindia.com/corporate/team_sandeshc_05052025131945_2.pdf","353 KB"
"ISGEC","Isgec Heavy Engineering Limited","Trading Window-XBRL","Isgec Heavy Engineering Limited has informed the Exchange about Closure of Trading Window","27-Jun-2025 14:59:42","2025-06-27 14:59:42","27-Jun-2025 14:59:43","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472971_27062025025941_WEB.xml","2 KB"
"MPSLTD","MPS Limited","Disclosure under SEBI Takeover Regulations","Anju Arora has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.","27-Jun-2025 14:59:41","2025-06-27 14:59:41","27-Jun-2025 14:59:42","00:00:01","https://nsearchives.nseindia.com/corporate/team_sandeshc_05052025131854_1.pdf","196 KB"
"GRWRHITECH","Garware Hi-Tech Films Limited","Trading Window-XBRL","Garware Hi-Tech Films Limited has informed the Exchange about Closure of Trading Window","27-Jun-2025 14:59:38","2025-06-27 14:59:38","27-Jun-2025 14:59:39","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472970_27062025025937_WEB.xml","2 KB"
"EQUITASBNK","Equitas Small Finance Bank Limited","Outcome of Board Meeting","Equitas Small Finance Bank Limited has informed the Exchange regarding  Board meeting held on Jun 27, 2025.","27-Jun-2025 14:59:38","2025-06-27 14:59:38","27-Jun-2025 14:59:39","00:00:01","https://nsearchives.nseindia.com/corporate/EQUITASBNK_27062025145925_OutcomeofBoardMeeting27062025.pdf","5.16 MB"
"LGHL","Laxmi Goldorna House Limited","Disclosure under SEBI Takeover Regulations","Laxmi Goldorna House Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.","27-Jun-2025 14:59:34","2025-06-27 14:59:34","27-Jun-2025 14:59:35","00:00:01","https://nsearchives.nseindia.com/corporate/team_sandeshc_05052025130615_disc13.pdf","2.28 MB"
