"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT"
"ADANIPOWER","Adani Power Limited","Shareholders meeting","Adani Power Limited has informed the Exchange regarding Proceedings of Postal Ballot. Further, the Company has submitted the Exchange a copy of Scrutinizers report.","30-Dec-2025 14:35:42","2025-12-30 14:35:42","30-Dec-2025 14:35:44","00:00:02","https://nsearchives.nseindia.com/corporate/ADANIPOWER_30122025143533_APLvotingresults30122025.pdf"
"JSLL","Jeena Sikho Lifecare Limited","General Updates","Jeena Sikho Lifecare Limited has informed the Exchange about Publication of case studies and case reports.","30-Dec-2025 14:35:09","2025-12-30 14:35:09","30-Dec-2025 14:35:10","00:00:01","https://nsearchives.nseindia.com/corporate/JEENASIKHO_30122025143455_INTIMATION_DATED_30_12_2025_PUBLICATION_OF_CASE_STUDIES-Signed.pdf"
"NELCO","NELCO Limited","Copy of Newspaper Publication","NELCO Limited has informed the Exchange about Copy of Newspaper Publication","30-Dec-2025 14:33:30","2025-12-30 14:33:30","30-Dec-2025 14:33:32","00:00:02","https://nsearchives.nseindia.com/corporate/NELCO_30122025143302_StockExchangeIntimation.pdf"
"LEXUS","Lexus Granito (India) Limited","Trading Window","Lexus Granito (India) Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 14:26:30","2025-12-30 14:26:30","30-Dec-2025 14:26:31","00:00:01","https://nsearchives.nseindia.com/corporate/LEXUS_30122025142618_Trading_Window.pdf"
"AKI","AKI India Limited","Trading Window","Aki India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 14:24:34","2025-12-30 14:24:34","30-Dec-2025 14:24:35","00:00:01","https://nsearchives.nseindia.com/corporate/AKI_30122025142425_Trading_Window_Closure.pdf"
"PAYTM","One 97 Communications Limited","Copy of Newspaper Publication","One 97 Communications Limited has informed the Exchange about Disclosure under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 Newspaper Advertisement- Postal Ballot Notice.","30-Dec-2025 14:22:10","2025-12-30 14:22:10","30-Dec-2025 14:22:11","00:00:01","https://nsearchives.nseindia.com/corporate/PAYTM_30122025142135_SE_PB_Newspaperadvt_30122025.pdf"
"JBMA","JBM Auto Limited","News Verification","The Exchange has sought clarification from JBM Auto Limited with respect to recent news item captioned JBM Group signs exclusivity pact to buy Fortum?s EV charging business in India.  The response from the Company is attached.","30-Dec-2025 14:20:48","2025-12-30 14:20:48","30-Dec-2025 14:20:49","00:00:01","https://nsearchives.nseindia.com/corporate/JBMA_30122025141917_Clarification_letter_to_BSE_and_NSE_finalsd.pdf"
"FAIRCHEMOR","Fairchem Organics Limited","Copy of Newspaper Publication","Fairchem Organics Limited has informed the Exchange about Copy of Newspaper Publication","30-Dec-2025 14:18:42","2025-12-30 14:18:42","30-Dec-2025 14:18:42","00:00:00","https://nsearchives.nseindia.com/corporate/FAIRCHEMOR_30122025141826_FOL_PA_Newspaper_copy.pdf"
"BTML","Bodhi Tree Multimedia Limited","Shareholders meeting","Bodhi Tree Multimedia Limited has informed the Exchange regarding Proceedings of Extraordinary General Meeting held on December 30, 2025","30-Dec-2025 14:11:48","2025-12-30 14:11:48","30-Dec-2025 14:11:49","00:00:01","https://nsearchives.nseindia.com/corporate/BTML_30122025141056_Outcome_of_EOGM.pdf"
"PAKKA","PAKKA LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","PAKKA LIMITED has informed the Exchange about Schedule of meet","30-Dec-2025 14:07:53","2025-12-30 14:07:53","30-Dec-2025 14:07:54","00:00:01","https://nsearchives.nseindia.com/corporate/yashpakka_30122025140717_ilovepdf_merged__1__compressed.pdf"
"SPAL","S. P. Apparels Limited","Trading Window","S. P. Apparels Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 14:01:27","2025-12-30 14:01:27","30-Dec-2025 14:01:28","00:00:01","https://nsearchives.nseindia.com/corporate/SPAL_30122025140119_Insidertrading.pdf"
"BEL","Bharat Electronics Limited","Trading Window","Bharat Electronics Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 13:54:00","2025-12-30 13:54:00","30-Dec-2025 13:54:02","00:00:02","https://nsearchives.nseindia.com/corporate/BEL_30122025135331_Letter_signed.pdf"
"SPAL","S. P. Apparels Limited","Shareholders meeting","S. P. Apparels Limited has informed the Exchange regarding Proceedings of Postal Ballot. Further, the company has submitted the Exchange a copy of Srutinizers report.","30-Dec-2025 13:44:24","2025-12-30 13:44:24","30-Dec-2025 13:44:25","00:00:01","https://nsearchives.nseindia.com/corporate/SPAL_30122025134318_votingresults.pdf"
"MSTCLTD","Mstc Limited","Updates","Mstc Limited has informed the Exchange regarding 'Board comments on fine levied by the Stock Exchanges'.","30-Dec-2025 13:38:03","2025-12-30 13:38:03","30-Dec-2025 13:38:04","00:00:01","https://nsearchives.nseindia.com/corporate/MSTCLTD_30122025133751_SE701.pdf"
"INDIANHUME","Indian Hume Pipe Company Limited","Press Release","Indian Hume Pipe Company Limited has informed the Exchange regarding a press release dated December 30, 2025, titled ""Regulation 30 of SEBI (LODR) Regulations, 2015   Press Release"".","30-Dec-2025 13:37:28","2025-12-30 13:37:28","30-Dec-2025 13:37:29","00:00:01","https://nsearchives.nseindia.com/corporate/SHARES_30122025133704_HYDERABADLANDPRESSRELEASE30122025.pdf"
"INDIANHUME","Indian Hume Pipe Company Limited","General Updates","Disclosure as required under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015   Sale of Land situated at Azamabad Industrial Area, Azamabad, Hyderabad, Telangana.","30-Dec-2025 13:35:33","2025-12-30 13:35:33","30-Dec-2025 13:35:34","00:00:01","https://nsearchives.nseindia.com/corporate/SHARES_30122025133459_INTIMATIONLETTERHYDERABADLANDSecondLetter30122025.pdf"
"POWERMECH","Power Mech Projects Limited","Trading Window","Power Mech Projects Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 13:35:30","2025-12-30 13:35:30","30-Dec-2025 13:35:32","00:00:02","https://nsearchives.nseindia.com/corporate/POWERMECH_30122025133523_TWC.pdf"
"ARVEE","Arvee Laboratories (India) Limited","Trading Window","Arvee Laboratories (India) Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 13:33:00","2025-12-30 13:33:00","30-Dec-2025 13:33:01","00:00:01","https://nsearchives.nseindia.com/corporate/ARVEE_30122025133205_TW.pdf"
"BESTAGRO","Best Agrolife Limited","Shareholders meeting","Best Agrolife Limited has submitted the Exchange a copy Srutinizers report of  Extraordinary General Meeting held on December 29, 2025. Further, the company has informed the Exchange regarding voting results.","30-Dec-2025 13:28:37","2025-12-30 13:28:37","30-Dec-2025 13:28:38","00:00:01","https://nsearchives.nseindia.com/corporate/BESTAGRO_30122025132813_SEvotingresultsegm301225.pdf"
"AHLUCONT","Ahluwalia Contracts (India) Limited","General Updates","Ahluwalia Contracts (India) Limited has informed the Exchange about General Updates","30-Dec-2025 13:28:20","2025-12-30 13:28:20","30-Dec-2025 13:28:21","00:00:01","https://nsearchives.nseindia.com/corporate/532811_30122025132811_TradingWindowClosureQ331122025.pdf"
"PKTEA","The Peria Karamalai Tea & Produce Company Limited","Shareholders meeting","The Peria Karamalai Tea & Produce Company Limited has informed the Exchange regarding Notice of Postal Ballot","30-Dec-2025 13:27:16","2025-12-30 13:27:16","30-Dec-2025 13:27:17","00:00:01","https://nsearchives.nseindia.com/corporate/PKTEA_30122025131520_Intimationperia30122025.pdf"
"SHILPAMED","Shilpa Medicare Limited","General Updates","Shilpa Medicare Limited has informed the Exchange about Ex-parte ad-interim injunction order regarding pharmaceutical drug product","30-Dec-2025 13:24:48","2025-12-30 13:24:48","30-Dec-2025 13:24:50","00:00:02","https://nsearchives.nseindia.com/corporate/SHILPAMED_30122025132423_SE30Dec2025.pdf"
"SUNDROP","Sundrop Brands Limited","Change in Management","Sundrop Brands Limited has informed the Exchange about change in Management","30-Dec-2025 13:24:32","2025-12-30 13:24:32","30-Dec-2025 13:24:33","00:00:01","https://nsearchives.nseindia.com/corporate/Kavita_Sundrop_30122025132419_IntimationofChangesinSeniorManagementHeadofBusinessTransformationsigned.pdf"
"INDORAMA","Indo Rama Synthetics (India) Limited","Action(s) initiated or orders passed","Indo Rama Synthetics (India) Limited has informed the Exchange about Action(s) initiated or orders passed","30-Dec-2025 13:22:29","2025-12-30 13:22:29","30-Dec-2025 13:22:30","00:00:01","https://nsearchives.nseindia.com/corporate/INDORAMA_30122025132148_Regulation_30_GST_30Dec2025.pdf"
"FEDDERELEC","Fedders Electric and Engineering Limited","Trading Window","Fedders Electric and Engineering Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 13:20:30","2025-12-30 13:20:30","30-Dec-2025 13:20:31","00:00:01","https://nsearchives.nseindia.com/corporate/FEDDERELEC_30122025132015_FEELTWC01012026SW.pdf"
"IIFL","IIFL Finance Limited","Allotment of Securities","IIFL Finance Limited has informed the Exchange regarding allotment of 70100 securities pursuant to Non Convertible Securities at its finance committee meeting held on December 30, 2025","30-Dec-2025 13:20:18","2025-12-30 13:20:18","30-Dec-2025 13:20:19","00:00:01","https://nsearchives.nseindia.com/corporate/IIFL_30122025131823_AllotmentNCD.pdf"
"ITDC","India Tourism Development Corporation Limited","Trading Window","India Tourism Development Corporation Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 13:19:47","2025-12-30 13:19:47","30-Dec-2025 13:19:48","00:00:01","https://nsearchives.nseindia.com/corporate/ITDC1_30122025131911_TW31122025.pdf"
"IDEA","Vodafone Idea Limited","Action(s) taken or orders passed","Vodafone Idea Limited has informed the Exchange about Disclosure under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 regarding order passed under Central Goods and Services Tax Act, 2017","30-Dec-2025 13:19:16","2025-12-30 13:19:16","30-Dec-2025 13:19:17","00:00:01","https://nsearchives.nseindia.com/corporate/IDEA_30122025131536_SEIntimationGSTPenalty30122025signed.pdf"
"PUNJABCHEM","Punjab Chemicals & Crop Protection Limited","Trading Window","Punjab Chemicals & Crop Protection Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 13:19:05","2025-12-30 13:19:05","30-Dec-2025 13:19:06","00:00:01","https://nsearchives.nseindia.com/corporate/PUNJAB_30122025131800_Tradingwindowclosure.pdf"
"QPOWER","Quality Power Electrical Equipments Limited","Trading Window","Quality Power Electrical Equipments Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 13:17:37","2025-12-30 13:17:37","30-Dec-2025 13:17:38","00:00:01","https://nsearchives.nseindia.com/corporate/QPOWER1234_30122025131730_IntimationTWC30122025Sign.pdf"
"GIPCL","Gujarat Industries Power Company Limited","Resignation","Gujarat Industries Power Company Limited has informed the Exchange regarding Resignation of Smt.  Avantika Singh Aulakh IAS as Other of the company, letter enclosed for detailed information.","30-Dec-2025 13:17:29","2025-12-30 13:17:29","30-Dec-2025 13:17:30","00:00:01","https://nsearchives.nseindia.com/corporate/Gipcl7868_30122025131711_SE_Resignation_AvantikasinghaulakhIAS_30122025_signed.pdf"
"RAJESHEXPO","Rajesh Exports Limited","Shareholders meeting","Rajesh Exports Limited has informed the Exchange about Shareholders meeting","30-Dec-2025 13:11:33","2025-12-30 13:11:33","30-Dec-2025 13:11:34","00:00:01","https://nsearchives.nseindia.com/corporate/RAJESHEXPO_30122025131116_RelAGMoutcome.pdf"
"ALKEM","Alkem Laboratories Limited","Action(s) initiated or orders passed","Alkem Laboratories Limited has informed the Exchange about Action(s) initiated or orders passed","30-Dec-2025 13:09:37","2025-12-30 13:09:37","30-Dec-2025 13:09:38","00:00:01","https://nsearchives.nseindia.com/corporate/ALKEM_30122025130814_Reg30RegulatoryOrder3012025_Signed.pdf"
"SIGIND","Signet Industries Limited","Trading Window","Signet Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 13:06:23","2025-12-30 13:06:23","30-Dec-2025 13:06:24","00:00:01","https://nsearchives.nseindia.com/corporate/SIGIND_30122025130612_Tradingwindowclosurenotice_0001.pdf"
"MOIL","MOIL Limited","Action(s) taken or orders passed","MOIL Limited has informed the Exchange about Action(s) taken or orders passed","30-Dec-2025 13:06:16","2025-12-30 13:06:16","30-Dec-2025 13:06:17","00:00:01","https://nsearchives.nseindia.com/corporate/MOIL_30122025130332_Penalty_29122025.pdf"
"EUROPRATIK","Euro Pratik Sales Limited","Shareholders meeting","Euro Pratik Sales Limited has informed the Exchange regarding Notice of Postal Ballot","30-Dec-2025 13:00:52","2025-12-30 13:00:52","30-Dec-2025 13:00:53","00:00:01","https://nsearchives.nseindia.com/corporate/EUROPRATIK2025_30122025125721_Intimation_to_SE.pdf"
"BALAMINES","Balaji Amines Limited","Trading Window","Balaji Amines Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 13:00:35","2025-12-30 13:00:35","30-Dec-2025 13:00:36","00:00:01","https://nsearchives.nseindia.com/corporate/BALAMINES_30122025130025_SE_Intimation_Signed.pdf"
"TATATECH","Tata Technologies Limited","General Updates","Tata Technologies Limited has informed the Exchange about General Updates","30-Dec-2025 12:57:53","2025-12-30 12:57:53","30-Dec-2025 12:57:54","00:00:01","https://nsearchives.nseindia.com/corporate/TTLNSE_30122025125741_GST_Penalty_Intimation_Order_30Dec25_.pdf"
"SHAKTIPUMP","Shakti Pumps (India) Limited","Bagging/Receiving of orders/contracts","Shakti Pumps (India) Limited has informed the Exchange about Company has received Work Order from Jharkhand Renewable Energy Development Agency for 1,000 Nos. of stand-alone off Grid Solar Photovoltaic Water Pumping Systems (SPWPS)  under Component-B of PM-KUSUM scheme. The total amount of the order value is for around Rs. 21.00 Crores (inclusive of GST).","30-Dec-2025 12:56:34","2025-12-30 12:56:34","30-Dec-2025 12:56:35","00:00:01","https://nsearchives.nseindia.com/corporate/SHAKTIPUMP_30122025125602_Intimation_of_Receipt_of_Award.pdf"
"EICHERMOT","Eicher Motors Limited","Action(s) initiated or orders passed","Eicher Motors Limited has informed the Exchange about Action(s) initiated or orders passed against the Company s material subsidiary.","30-Dec-2025 12:56:02","2025-12-30 12:56:02","30-Dec-2025 12:56:03","00:00:01","https://nsearchives.nseindia.com/corporate/EICHERMOT_30122025125529_IntimationVECVGSTDemandOrder29122025.pdf"
"CERA","Cera Sanitaryware Limited","Trading Window","Cera Sanitaryware Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 12:51:57","2025-12-30 12:51:57","30-Dec-2025 12:51:58","00:00:01","https://nsearchives.nseindia.com/corporate/CERA_30122025125136_CERATWC30122025s.pdf"
"HERCULES","HERCULES INVESTMENTS LIMITED","Trading Window","HERCULES INVESTMENTS LIMITED has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 12:51:14","2025-12-30 12:51:14","30-Dec-2025 12:51:14","00:00:00","https://nsearchives.nseindia.com/corporate/herculeshoists_30122025125058_Closure_of_trading_window.pdf"
"KMSUGAR","K.M.Sugar Mills Limited","Trading Window","K.M.Sugar Mills Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 12:50:58","2025-12-30 12:50:58","30-Dec-2025 12:50:59","00:00:01","https://nsearchives.nseindia.com/corporate/KMSUGAR_30122025125022_Intimation_Closure_of_Trading_Window.pdf"
"INDOAMIN","Indo Amines Limited","Trading Window","Indo Amines Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 12:50:29","2025-12-30 12:50:29","30-Dec-2025 12:50:30","00:00:01","https://nsearchives.nseindia.com/corporate/INDOAMINES_30122025125017_TradingWindowClosureLetterDec25.pdf"
"JKPAPER","JK Paper Limited","Action(s) initiated or orders passed","JK Paper Limited has informed the Exchange about Action(s) initiated or orders passed","30-Dec-2025 12:47:50","2025-12-30 12:47:50","30-Dec-2025 12:47:51","00:00:01","https://nsearchives.nseindia.com/corporate/JKPAPER_30122025124730_STX_GST_29122025.pdf"
"BLISSGVS","Bliss GVS Pharma Limited","Trading Window","Bliss GVS Pharma Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 12:45:36","2025-12-30 12:45:36","30-Dec-2025 12:45:38","00:00:02","https://nsearchives.nseindia.com/corporate/BLISSGVS_30122025124529_Intimation_of_Closure_of_Trading_Window.pdf"
"DPSCLTD","DPSC Limited","Resignation","DPSC Limited has informed the Exchange regarding Resignation of Mr Sanjeev Sinha as Other of the company w.e.f. January 31, 2026.","30-Dec-2025 12:45:00","2025-12-30 12:45:00","30-Dec-2025 12:45:01","00:00:01","https://nsearchives.nseindia.com/corporate/DPSCLTD_30122025124426_IntimationofResignationofSMPunderReg30ofSEBI_LODR_30122025.pdf"
"EICHERMOT","Eicher Motors Limited","General Updates","Eicher Motors Limited has informed the Exchange about General Updates","30-Dec-2025 12:44:30","2025-12-30 12:44:30","30-Dec-2025 12:44:31","00:00:01","https://nsearchives.nseindia.com/corporate/EICHERMOT_30122025124222_IntimationVECVGSTDemandOrder29122025.pdf"
"BGRENERGY","BGR Energy Systems Limited","General Updates","BGR Energy Systems Limited has informed the Exchange that the company has received Demand Order","30-Dec-2025 12:44:23","2025-12-30 12:44:23","30-Dec-2025 12:44:24","00:00:01","https://nsearchives.nseindia.com/corporate/BGRENERGYSYS_30122025124400_BGR_GUJARAT.pdf"
"CHOICEIN","Choice International Limited","News Verification","The Exchange has sought clarification from Choice International Limited with respect to recent news item captioned Choice International Gets SEBI s Approval to Set Up MF Business.  The response from the Company is attached.","30-Dec-2025 12:43:31","2025-12-30 12:43:31","30-Dec-2025 12:43:32","00:00:01","https://nsearchives.nseindia.com/corporate/CHOICE_30122025124318_upload.pdf"
"STYRENIX","Styrenix Performance Materials Limited","Trading Window","Styrenix Performance Materials Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 12:42:51","2025-12-30 12:42:51","30-Dec-2025 12:42:53","00:00:02","https://nsearchives.nseindia.com/corporate/INEOSSTYRO_30122025124152_SE_Notice_TWC.pdf"
"UPL","UPL Limited","Trading Window","UPL Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 12:42:32","2025-12-30 12:42:32","30-Dec-2025 12:42:33","00:00:01","https://nsearchives.nseindia.com/corporate/UPL_30122025123850_Trading_window_Intimation.pdf"
"BHARTIARTL","Bharti Airtel Limited","Action(s) taken or orders passed","Bharti Airtel Limited has informed the Exchange about Action(s) taken or orders passed","30-Dec-2025 12:41:57","2025-12-30 12:41:57","30-Dec-2025 12:41:58","00:00:01","https://nsearchives.nseindia.com/corporate/BHARTIARTL_30122025123953_Bharti_Airtel_-_Reg_30_disclosure.pdf"
"ABAN","Aban Offshore Limited","Trading Window","Aban Offshore Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 12:40:28","2025-12-30 12:40:28","30-Dec-2025 12:40:29","00:00:01","https://nsearchives.nseindia.com/corporate/ABAN_30122025124014_Letter__1_.pdf"
"NAVINFLUOR","Navin Fluorine International Limited","Copy of Newspaper Publication","Pursuant to Regulations 30 and 47 of SEBI (Listing Obligations and Disclosure Requirements) Regulations,2015, the Notice published in Loksatta and Financial Express today regarding Postal Ballot Notice, remotee-voting and other related information is enclosed herewith.","30-Dec-2025 12:35:31","2025-12-30 12:35:31","30-Dec-2025 12:35:33","00:00:02","https://nsearchives.nseindia.com/corporate/NAVINFLUOR_30122025123512_NFILintimationPostNoticeNewsAdIntimation2025.pdf"
"REFEX","Refex Industries Limited","Change in Management","Disclosure under Regulation 30 of SEBI (LODR) Regulations 2015 - Corrigendum to Disclosure dated December 29, 2025  Appointment of Senior Managerial Personnel","30-Dec-2025 12:33:52","2025-12-30 12:33:52","30-Dec-2025 12:33:53","00:00:01","https://nsearchives.nseindia.com/corporate/REFEX2002_30122025123339_RIL_Reg30_SMP_Corg_Dec2025_sd.pdf"
"STEELXIND","STEEL EXCHANGE INDIA LIMITED","General Updates","Intimation under Regulation 30 of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015_in relation to raising of funds in one or more tranches, by issuance of equity shares and/or other eligible securities","30-Dec-2025 12:33:38","2025-12-30 12:33:38","30-Dec-2025 12:33:39","00:00:01","https://nsearchives.nseindia.com/corporate/STEELXIND_30122025123323_SEIL_30122025_BM_Outcome_Final.pdf"
"ZEEMEDIA","Zee Media Corporation Limited","Copy of Newspaper Publication","Zee Media Corporation Limited has informed the Exchange about Copy of Newspaper Publication.","30-Dec-2025 12:33:32","2025-12-30 12:33:32","30-Dec-2025 12:33:33","00:00:01","https://nsearchives.nseindia.com/corporate/RSZMCL_30122025123317_SW.pdf"
"SHEMAROO","Shemaroo Entertainment Limited","Trading Window","Shemaroo Entertainment Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 12:30:22","2025-12-30 12:30:22","30-Dec-2025 12:30:23","00:00:01","https://nsearchives.nseindia.com/corporate/SHEMAROO_30122025123001_30122025windowclosure.pdf"
"TVSMOTOR","TVS Motor Company Limited","Press Release","TVS Motor Company Limited has informed the Exchange regarding a press release dated December 30, 2025, titled ""TVS MOTOR COMPANY PARTNERS WITH MANBA FINANCE LIMITED TO STRENGTHEN FINANCING SOLUTIONS FOR COMMERCIAL MOBILITY CUSTOMERS"".","30-Dec-2025 12:30:11","2025-12-30 12:30:11","30-Dec-2025 12:30:13","00:00:02","https://nsearchives.nseindia.com/corporate/TVSMOTOR_30122025122337_NSEBSEIntimation_sd.pdf"
"STEELXIND","STEEL EXCHANGE INDIA LIMITED","Outcome of Board Meeting","STEEL EXCHANGE INDIA LIMITED has informed the Exchange regarding  Board meeting held on December 30, 2025.","30-Dec-2025 12:29:50","2025-12-30 12:29:50","30-Dec-2025 12:29:51","00:00:01","https://nsearchives.nseindia.com/corporate/STEELXIND_30122025122930_SEIL_30122025_BM_Outcome_Final.pdf"
"JPOLYINVST","Jindal Poly Investment and Finance Company Limited","Trading Window","Jindal Poly Investment and Finance Company Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 12:27:58","2025-12-30 12:27:58","30-Dec-2025 12:27:59","00:00:01","https://nsearchives.nseindia.com/corporate/JPOLYINVST_30122025122708_window_closure_Revised_31122025.pdf"
"PILANIINVS","Pilani Investment and Industries Corporation Limited","Copy of Newspaper Publication","Pilani Investment and Industries Corporation Limited has informed the Exchange about Copy of Newspaper Publication","30-Dec-2025 12:27:37","2025-12-30 12:27:37","30-Dec-2025 12:27:38","00:00:01","https://nsearchives.nseindia.com/corporate/PILANIINVS_30122025122728_Pilani_Newspaperpublication_30122025.pdf"
"STEELXIND","STEEL EXCHANGE INDIA LIMITED","Outcome of Board Meeting","STEEL EXCHANGE INDIA LIMITED has informed the Exchange regarding Outcome of Board Meeting held on December 30, 2025.","30-Dec-2025 12:26:29","2025-12-30 12:26:29","30-Dec-2025 12:26:30","00:00:01","https://nsearchives.nseindia.com/corporate/STEELXIND_30122025122432_SEIL_30122025_BM_Outcome_Final.pdf"
"VETO","Veto Switchgears And Cables Limited","Trading Window","Veto Switchgears And Cables Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 12:26:08","2025-12-30 12:26:08","30-Dec-2025 12:26:09","00:00:01","https://nsearchives.nseindia.com/corporate/VETO_30122025122413_closureoftradingwindow.pdf"
"ESCORTS","Escorts Kubota Limited","Action(s) taken or orders passed","Escorts Kubota Limited has informed the Exchange about Action(s) taken or orders passed","30-Dec-2025 12:25:42","2025-12-30 12:25:42","30-Dec-2025 12:25:43","00:00:01","https://nsearchives.nseindia.com/corporate/ESCORTS2_30122025122439_2025_12_30_IDT_Intimation_Penalty_Signed.pdf"
"SHRIRAMFIN","Shriram Finance Limited","Trading Window","Shriram Finance Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 12:25:14","2025-12-30 12:25:14","30-Dec-2025 12:25:14","00:00:00","https://nsearchives.nseindia.com/corporate/Mathew_30122025122346_BSENSETradingWindowClosureDec25.pdf"
"ALKEM","Alkem Laboratories Limited","Action(s) initiated or orders passed","Alkem Laboratories Limited has informed the Exchange about Action(s) initiated or orders passed","30-Dec-2025 12:23:18","2025-12-30 12:23:18","30-Dec-2025 12:23:20","00:00:02","https://nsearchives.nseindia.com/corporate/ALKEM_30122025122207_Reg30RegulatoryOrder3012025_Signed.pdf"
"GUJTHEM","Gujarat Themis Biosyn Limited","Copy of Newspaper Publication","Gujarat Themis Biosyn Limited has informed the Exchange about Copy of Newspaper Publication","30-Dec-2025 12:22:40","2025-12-30 12:22:40","30-Dec-2025 12:22:41","00:00:01","https://nsearchives.nseindia.com/corporate/GUJARATTHEMIS_30122025122232_Newspaperpublicationrelodgement.pdf"
"GUJTHEM","Gujarat Themis Biosyn Limited","Updates","Gujarat Themis Biosyn Limited has informed the Exchange regarding ''Report on special window for re-lodgement of transfer request of physical shares'.","30-Dec-2025 12:20:38","2025-12-30 12:20:38","30-Dec-2025 12:20:39","00:00:01","https://nsearchives.nseindia.com/corporate/GUJARATTHEMIS_30122025122015_RTAmonthlyreportGTBL.pdf"
"MAHLOG","Mahindra Logistics Limited","Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company","Mahindra Logistics Limited has informed the Exchange about Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company. Detailed disclosure in this regard is attached.","30-Dec-2025 12:20:19","2025-12-30 12:20:19","30-Dec-2025 12:20:20","00:00:01","https://nsearchives.nseindia.com/corporate/MAHLOG24_30122025120831_SEintimationforpenaltyunderreg30_29122025Signed.pdf"
"CONCOR","Container Corporation of India Limited","Trading Window","Container Corporation Of India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 12:15:35","2025-12-30 12:15:35","30-Dec-2025 12:15:35","00:00:00","https://nsearchives.nseindia.com/corporate/CONCOR_30122025121402_CONCOR_SE_30122025.pdf"
"ESCORTS","Escorts Kubota Limited","Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company","Escorts Kubota Limited has informed the Exchange about Update on Litigation(s)/dispute(s) or the outcome impacting the Company","30-Dec-2025 12:14:38","2025-12-30 12:14:38","30-Dec-2025 12:14:39","00:00:01","https://nsearchives.nseindia.com/corporate/ESCORTS2_30122025121321_2025_12_30_IDT_Update_Signed.pdf"
