"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT","FILE SIZE"
"HINDUNILVR","Hindustan Unilever Limited","Shareholders meeting","Hindustan Unilever Limited has informed the Exchange regarding Notice of Court Convened General Meeting to be held on August 12, 2025","07-Jul-2025 21:45:02","2025-07-07 21:45:02","07-Jul-2025 21:45:03","00:00:01","https://nsearchives.nseindia.com/corporate/HINDUNILVR_07072025214400_SEIntimationCCMNotice07072025.pdf","24.15 MB"
"GOCLCORP","GOCL Corporation Limited","Shareholders meeting","GOCL Corporation Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on August 01, 2025","07-Jul-2025 21:15:13","2025-07-07 21:15:13","07-Jul-2025 21:15:13","00:00:00","https://nsearchives.nseindia.com/corporate/GULFCORP_07072025210630_64thAGMNotice07072025Signed.pdf","491 KB"
"AUBANK","AU Small Finance Bank Limited","Trading Window-XBRL","AU Small Finance Bank Limited has informed the Exchange about Closure of Trading Window","07-Jul-2025 21:11:23","2025-07-07 21:11:23","07-Jul-2025 21:11:25","00:00:02","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1478409_07072025091123_WEB.xml","3 KB"
"AUBANK","AU Small Finance Bank Limited","Board Meeting Intimation","AU Small Finance Bank Limited has informed the Exchange about Board Meeting to be held on 19-Jul-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2025 .","07-Jul-2025 21:07:41","2025-07-07 21:07:41","07-Jul-2025 21:07:42","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_59216_1478408_07072025090740_WEB.xml","2 KB"
"NLCINDIA","NLC India Limited","Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent","NLC INDIA LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent","07-Jul-2025 20:56:34","2025-07-07 20:56:34","07-Jul-2025 20:56:35","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CIM_59215_1478405_07072025085633_WEB.xml","3 KB"
"AUBANK","AU Small Finance Bank Limited","Copy of Newspaper Publication","AU Small Finance Bank Limited has informed the Exchange about Copy of Newspaper Publication","07-Jul-2025 20:54:04","2025-07-07 20:54:04","07-Jul-2025 20:54:05","00:00:01","https://nsearchives.nseindia.com/corporate/AUBANK_07072025205112_SE_Intimation_Newspaper_Adv_070725.pdf","490 KB"
"NLCINDIA","NLC India Limited","Outcome of Board Meeting","NLC India Limited has informed the Exchange regarding  Board meeting held on July 07, 2025.","07-Jul-2025 20:50:46","2025-07-07 20:50:46","07-Jul-2025 20:50:46","00:00:00","https://nsearchives.nseindia.com/corporate/NLCINDIA_07072025205019_OutcomeofBM07072025.pdf","3.77 MB"
"GARFIBRES","Garware Technical Fibres Limited","Update-Acquisition/Scheme/Sale/Disposal-XBRL","Garware Technical Fibres Limited has informed the Exchange regarding Update-Acquisition/Scheme/Sale/Disposal-XBRL","07-Jul-2025 20:50:41","2025-07-07 20:50:41","07-Jul-2025 20:50:42","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/REG30_Restructuring_1478401_07072025085040_WEB.xml","4 KB"
"GARFIBRES","Garware Technical Fibres Limited","Update-Acquisition/Scheme/Sale/Disposal-XBRL","Garware Technical Fibres Limited has informed the Exchange regarding Update-Acquisition/Scheme/Sale/Disposal-XBRL","07-Jul-2025 20:49:42","2025-07-07 20:49:42","07-Jul-2025 20:49:43","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/REG30_Restructuring_1478400_07072025084941_WEB.xml","4 KB"
"NLCINDIA","NLC India Limited","Outcome of Board Meeting","NLC India Limited has informed the Exchange regarding Outcome of Board Meeting held on July 07, 2025.","07-Jul-2025 20:47:05","2025-07-07 20:47:05","07-Jul-2025 20:47:07","00:00:02","https://nsearchives.nseindia.com/corporate/NLCINDIA_07072025204625_OutcomeofBM07072025.pdf","3.77 MB"
"TORNTPHARM","Torrent Pharmaceuticals Limited","General Updates","Torrent Pharmaceuticals Limited has informed the Exchange about Letter to shareholders - Integrated Annual Report FY 2024-25","07-Jul-2025 20:37:03","2025-07-07 20:37:03","07-Jul-2025 20:37:04","00:00:01","https://nsearchives.nseindia.com/corporate/TORNTPHARM_07072025203635_SE_Intimation_-_AR_weblink.pdf","273 KB"
"INDHOTEL","The Indian Hotels Company Limited","Shareholders meeting","The Indian Hotels Company Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on July 07, 2025","07-Jul-2025 20:35:58","2025-07-07 20:35:58","07-Jul-2025 20:35:58","00:00:00","https://nsearchives.nseindia.com/corporate/harshmalik_07072025203416_Proceedings.pdf","392 KB"
"VISESHINFO","Visesh Infotecnics Limited","Updates","Visesh Infotecnics Limited has informed the Exchange regarding 'Disclosure of defaults on payment of interest /repayment of principal amount on loans from banks and financial institution for the Quarter Ended 30th June, 2025, pursuant to SEBI Circular no: SEBI/HO/CED/CMD1/CIR/P/2019/140 dated November 21, 2019.'.","07-Jul-2025 20:34:21","2025-07-07 20:34:21","07-Jul-2025 20:34:22","00:00:01","https://nsearchives.nseindia.com/corporate/VISESHINFO_07072025203346_disclosureofdefaultNSE.pdf","1.32 MB"
"USHAMART","Usha Martin Limited","Record Date","Usha Martin Limited has informed the Exchange that Record date for the purpose of Dividend  is 31-Jul-2025.","07-Jul-2025 20:33:26","2025-07-07 20:33:26","07-Jul-2025 20:33:27","00:00:01","https://nsearchives.nseindia.com/corporate/USHAMART_07072025203244_Intimation07072025.pdf","345 KB"
"USHAMART","Usha Martin Limited","Updates","USHAMART: Usha Martin Limited has informed the Exchange that the 39th Annual General Meeting of the Company is scheduled to be held on Thursday, 7th August 2025 at 11:30 A.M. (IST).","07-Jul-2025 20:30:02","2025-07-07 20:30:02","07-Jul-2025 20:30:03","00:00:01","https://nsearchives.nseindia.com/corporate/USHAMART_07072025202928_Intimation07072025.pdf","345 KB"
"BATAINDIA","Bata India Limited","Copy of Newspaper Publication","Pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, Bata India Limited has informed about Newspaper Advertisements","07-Jul-2025 20:29:10","2025-07-07 20:29:10","07-Jul-2025 20:29:11","00:00:01","https://nsearchives.nseindia.com/corporate/BATAINDIA_07072025202053_SE_Letter_Newspaperad-signed.pdf","1.25 MB"
"VAIBHAVGBL","Vaibhav Global Limited","Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company","Vaibhav Global Limited has informed the Exchange about favorable order from Income Tax Appellate Tribunal, Jaipur","07-Jul-2025 20:28:30","2025-07-07 20:28:30","07-Jul-2025 20:28:30","00:00:00","https://nsearchives.nseindia.com/corporate/VAIBHAVGBL_07072025202504_Reg30_Intimation.pdf","669 KB"
"IRIS","Iris Business Services Limited","Acquisition-XBRL","IRIS BUSINESS SERVICES LIMITED has informed the Exchange regarding Acquisition","07-Jul-2025 20:19:23","2025-07-07 20:19:23","07-Jul-2025 20:19:24","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/REG30_Restructuring_1478389_07072025081922_WEB.xml","8 KB"
"WELCORP","Welspun Corp Limited","Certificate under SEBI (Depositories and Participants) Regulations, 2018","Welspun Corp Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018","07-Jul-2025 20:17:18","2025-07-07 20:17:18","07-Jul-2025 20:17:19","00:00:01","https://nsearchives.nseindia.com/corporate/WELCORP_07072025201708_SECertificate.pdf","500 KB"
"MARICO","Marico Limited","Credit Rating","Marico Limited has informed the Exchange about Credit Rating","07-Jul-2025 20:05:07","2025-07-07 20:05:07","07-Jul-2025 20:05:08","00:00:01","https://nsearchives.nseindia.com/corporate/marico_07072025195858_Intimation_of_Reaffirmation_of_Credit_rating_by_CRISIL.pdf","2.41 MB"
"ARIHANTCAP","Arihant Capital Markets Limited","General Updates","Arihant Capital Markets Limited has informed the Exchange about General Updates","07-Jul-2025 20:00:04","2025-07-07 20:00:04","07-Jul-2025 20:00:04","00:00:00","https://nsearchives.nseindia.com/corporate/ARIHANTCAP_07072025195950_OUTCOMEF.pdf","5.86 MB"
"KRSNAA","Krsnaa Diagnostics Limited","General Updates","Krsnaa Diagnostics Limited has informed the Exchange about General Updates","07-Jul-2025 19:56:34","2025-07-07 19:56:34","07-Jul-2025 19:56:35","00:00:01","https://nsearchives.nseindia.com/corporate/KRSNAA_07072025195625_543328_Signed.pdf","2.33 MB"
"THYROCARE","Thyrocare Technologies Limited","Copy of Newspaper Publication","Thyrocare Technologies Limited has informed the Exchange about Copy of Newspaper Publication","07-Jul-2025 19:56:00","2025-07-07 19:56:00","07-Jul-2025 19:56:01","00:00:01","https://nsearchives.nseindia.com/corporate/THYROCARE_07072025195545_SE_Newspaper.pdf","9.37 MB"
"ICRA","ICRA Limited","Updates","ICRA Limited has informed the Exchange regarding 'Disclosure under Regulation 29(2) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011'.","07-Jul-2025 19:55:58","2025-07-07 19:55:58","07-Jul-2025 19:55:59","00:00:01","https://nsearchives.nseindia.com/corporate/ICRA_07072025195444_BSER2907072025.pdf","623 KB"
"ARIHANTCAP","Arihant Capital Markets Limited","Outcome of Board Meeting","Arihant Capital Markets Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2025.","07-Jul-2025 19:54:39","2025-07-07 19:54:39","07-Jul-2025 19:54:40","00:00:01","https://nsearchives.nseindia.com/corporate/ARIHANTCAP_07072025195149_OUTCOMEF.pdf","5.86 MB"
