"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT","FILE SIZE"
"ACC","ACC Limited","Shareholders meeting","ACC Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on Jun 26, 2025","26-Jun-2025 22:56:31","2025-06-26 22:56:31","26-Jun-2025 22:56:31","00:00:00","https://nsearchives.nseindia.com/corporate/ACC_1_26062025225547_ACC_Proceedings_AGM_2025.pdf","274 KB"
"TINNARUBR","Tinna Rubber and Infrastructure Limited","Trading Window-XBRL","TINNA RUBBER AND INFRASTRUCTURE LIMITED has informed the Exchange about Closure of Trading Window","26-Jun-2025 22:53:52","2025-06-26 22:53:52","26-Jun-2025 22:53:53","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472598_26062025105351_WEB.xml","2 KB"
"BALRAMCHIN","Balrampur Chini Mills Limited","Trading Window-XBRL","BALRAMPUR CHINI MILLS LIMITED has informed the Exchange about Closure of Trading Window","26-Jun-2025 22:48:29","2025-06-26 22:48:29","26-Jun-2025 22:48:30","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472596_26062025104828_WEB.xml","2 KB"
"BALRAMCHIN","Balrampur Chini Mills Limited","Trading Window","Balrampur Chini Mills Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Jun-2025 22:45:51","2025-06-26 22:45:51","26-Jun-2025 22:45:52","00:00:01","https://nsearchives.nseindia.com/corporate/SUNILBCML_26062025224543_SE_Intimation_TradingWindowClosure_June25.pdf","406 KB"
"PALASHSECU","Palash Securities Limited","Trading Window-XBRL","PALASH SECURITIES LIMITED has informed the Exchange about Closure of Trading Window","26-Jun-2025 22:44:31","2025-06-26 22:44:31","26-Jun-2025 22:44:33","00:00:02","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472593_26062025104431_WEB.xml","2 KB"
"RIIL","Reliance Industrial Infrastructure Limited","Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent","RELIANCE INDUSTRIAL INFRASTRUCTURE LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent","26-Jun-2025 22:37:47","2025-06-26 22:37:47","26-Jun-2025 22:37:48","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CIM_58483_1472592_26062025103746_WEB.xml","3 KB"
"RIIL","Reliance Industrial Infrastructure Limited","Change in Auditors","Reliance Industrial Infrastructure Limited has informed the Exchange regarding Change in Auditors of the company.","26-Jun-2025 22:35:24","2025-06-26 22:35:24","26-Jun-2025 22:35:24","00:00:00","https://nsearchives.nseindia.com/corporate/mrunalvaidya_26062025223445_RIIL_Appointment_of_Secretarial_Auditor.pdf","363 KB"
"ATGL","Adani Total Gas Limited","Trading Window-XBRL","Adani Total Gas Limited has informed the Exchange about Closure of Trading Window","26-Jun-2025 22:29:30","2025-06-26 22:29:30","26-Jun-2025 22:29:31","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472586_26062025102929_WEB.xml","2 KB"
"VISAKAIND","Visaka Industries Limited","Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company","Visaka Industries Limited has informed the Exchange about Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company","26-Jun-2025 22:27:09","2025-06-26 22:27:09","26-Jun-2025 22:27:09","00:00:00","https://nsearchives.nseindia.com/corporate/VISAKAIND_26062025222446_HighCourtFinalOrder_Intimation_HCA_Matter_signed.pdf","812 KB"
"PALASHSECU","Palash Securities Limited","Trading Window","Palash Securities Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Jun-2025 22:24:59","2025-06-26 22:24:59","26-Jun-2025 22:24:59","00:00:00","https://nsearchives.nseindia.com/corporate/PALASHSECU_26062025222346_Closure_of_Trading_Window_PSL.pdf","528 KB"
