"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT","FILE SIZE"
"ADANIENT","Adani Enterprises Limited","Shareholders meeting","Adani Enterprises Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on Jun 24, 2025","24-Jun-2025 22:51:43","2025-06-24 22:51:43","24-Jun-2025 22:51:43","00:00:00","https://nsearchives.nseindia.com/corporate/nishant_joshi_adani_com_24062025225126_AGM_Proceedings2025.pdf","135 KB"
"MAXHEALTH","Max Healthcare Institute Limited","General Updates","Max Healthcare Institute Limited has informed the Exchange about Annual General Meeting, Record Date and Communication to members for deduction of tax at source on final dividend","24-Jun-2025 22:44:29","2025-06-24 22:44:29","24-Jun-2025 22:44:31","00:00:02","https://nsearchives.nseindia.com/corporate/MAXHEALTH_24062025224348_SE_Intimation_AGM_Record_Date_TDS.pdf","540 KB"
"IIFL","IIFL Finance Limited","General Updates","IIFL Finance Limited has informed the Exchange about Dispatch of Letters containing the Weblink and QR code to access the Notice along with the Annual Report of the Company for the FY 2024-25,  to those Shareholders whose e-mail address is not registered with the Company/ RTA/ Depositories.","24-Jun-2025 22:42:56","2025-06-24 22:42:56","24-Jun-2025 22:42:57","00:00:01","https://nsearchives.nseindia.com/corporate/IIFL_24062025224245_SEIntimation.pdf","506 KB"
"TINNARUBR","Tinna Rubber and Infrastructure Limited","General Updates","Tinna Rubber and Infrastructure Limited has informed the Exchange about General Updates for outcome of fund raising committee meeting held on today i.e. June 24, 2025 inter-alia to consider and approve QIP and other related matters","24-Jun-2025 22:42:12","2025-06-24 22:42:12","24-Jun-2025 22:42:13","00:00:01","https://nsearchives.nseindia.com/corporate/TINNARUBBER_24062025224158_SEInvestorMeet_TRIL-QIP_PPD-Issue_24Jun2025submission.pdf","508 KB"
"MAXHEALTH","Max Healthcare Institute Limited","Record Date","Max Healthcare Institute Limited has informed the Exchange that Record date for the purpose of Dividend is 04-Jul-2025.","24-Jun-2025 22:40:46","2025-06-24 22:40:46","24-Jun-2025 22:40:47","00:00:01","https://nsearchives.nseindia.com/corporate/MAXHEALTH_24062025224004_SE_Intimation_AGM_Record_Date_TDS.pdf","540 KB"
"ZENSARTECH","Zensar Technologies Limited","Alteration Of Capital and Fund Raising-XBRL","Zensar Technologies Limited has informed the Exchange regarding Allotment of Securities","24-Jun-2025 22:39:22","2025-06-24 22:39:22","24-Jun-2025 22:39:23","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1470647_24062025103921_WEB.xml","4 KB"
"ZENSARTECH","Zensar Technologies Limited","Options to purchase securities","Zensar Technologies Limited has informed the Exchange about intimation about allotment of equity shares by the Nomination and Remuneration Committee of the Company.","24-Jun-2025 22:37:10","2025-06-24 22:37:10","24-Jun-2025 22:37:10","00:00:00","https://nsearchives.nseindia.com/corporate/ZENSARTECH_24062025223645_SEIntimation_Signed.pdf","205 KB"
"INDOSTAR","IndoStar Capital Finance Limited","General Updates","IndoStar Capital Finance Limited has informed the Exchange about General Updates","24-Jun-2025 22:04:40","2025-06-24 22:04:40","24-Jun-2025 22:04:41","00:00:01","https://nsearchives.nseindia.com/corporate/INDOSTAR_24062025215954_Final.pdf","235 KB"
"LATENTVIEW","Latent View Analytics Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Latent View Analytics Limited has informed the Exchange about Schedule of meet","24-Jun-2025 22:02:41","2025-06-24 22:02:41","24-Jun-2025 22:02:42","00:00:01","https://nsearchives.nseindia.com/corporate/LATENTVIEW_24062025220216_SEintimationJune27Signed.pdf","559 KB"
"ADANIPORTS","Adani Ports and Special Economic Zone Limited","Amendment to AOA/MOA","Adani Ports and Special Economic Zone Limited has informed the Exchange regarding the Amendment to AOA/MOA of the company.","24-Jun-2025 21:58:08","2025-06-24 21:58:08","24-Jun-2025 21:58:09","00:00:01","https://nsearchives.nseindia.com/corporate/rkbhagia_24062025215759_AMENDMENTSTOAOA.pdf","156 KB"
