Date,Open,High,Low,Close
12/26/2025 15:35,87051,87144,86913,86930
12/26/2025 15:30,86925,87180,86847,87051
12/26/2025 15:25,86937.3,87027,86745,86921
12/26/2025 15:20,86825,87131,86663,86933
12/26/2025 15:15,86697,87037,86583,86837.9
12/26/2025 15:10,87096,87096,86692,86697
12/26/2025 15:05,87150,87269,86882,87097
12/26/2025 15:00,87396.7,87396.7,86875,87208.1
12/26/2025 14:55,87521.1,87580,87289,87339
12/26/2025 14:50,87954.6,88012,87534,87574
12/26/2025 14:45,88383.8,88436,87887,87898
12/26/2025 14:40,88494,88649,88226,88365.6
12/26/2025 14:35,88778.4,88896,88502,88530.3
12/26/2025 14:30,88916,89063,88754,88867
12/26/2025 14:25,88959.1,89028,88908,88916
12/26/2025 14:20,88925.2,89027,88920,88954
12/26/2025 14:15,88891,89013,88879,88973.2
12/26/2025 14:10,88891,88979,88865,88891
12/26/2025 14:05,89030,89038,88865,88865
12/26/2025 14:00,88961.7,89036,88847,88969
12/26/2025 13:55,88992,89044,88933,88961.7
12/26/2025 13:50,88964,89043,88903,88941
12/26/2025 13:45,88914,89052,88848,89015
12/26/2025 13:40,88952,89032,88852.5,88915
12/26/2025 13:35,88765.4,88976,88760,88888
12/26/2025 13:30,88765.1,88850,88700,88840
12/26/2025 13:25,88801,88816,88698,88776
12/26/2025 13:20,88760,88834,88689,88808
12/26/2025 13:15,88833,88846,88744,88830
12/26/2025 13:10,88756,88838,88690,88760
12/26/2025 13:05,88696.5,88766,88625,88690.9
12/26/2025 13:00,88668.3,88706,88558,88696.4
12/26/2025 12:55,88634.5,88707,88601,88674
12/26/2025 12:50,88715.5,88728,88613,88634.5
12/26/2025 12:45,88679.2,88763,88631,88647.5
12/26/2025 12:40,88710.9,88763,88635.6,88679.2
12/26/2025 12:35,88609.8,88722,88585,88656
12/26/2025 12:30,88687.4,88697,88599,88609.8
12/26/2025 12:25,88676,88708.7,88602,88675.7
12/26/2025 12:20,88600,88681,88567,88677
12/26/2025 12:15,88631.4,88703,88580,88632.5
12/26/2025 12:10,88568.7,88715,88546,88631.4
12/26/2025 12:05,88568.6,88668,88549,88598.8
12/26/2025 12:00,88498.4,88642,88472,88568.6
12/26/2025 11:55,88574.2,88594,88472,88528.7
12/26/2025 11:50,88493,88604.9,88489,88513.8
12/26/2025 11:45,88508.3,88593,88470,88544
12/26/2025 11:40,88603.2,88619,88496,88598
12/26/2025 11:35,88603,88636,88504.8,88602.7
12/26/2025 11:30,88557.8,88663,88533,88533
12/26/2025 11:25,88647.8,88647.8,88542,88557.8
12/26/2025 11:20,88694,88694,88556,88634.2
12/26/2025 11:15,88605,88693,88582,88685.4
12/26/2025 11:10,88647,88700,88596,88670.2
12/26/2025 11:05,88691.3,88763,88627,88649
12/26/2025 11:00,88699.1,88749,88640,88666.6
12/26/2025 10:55,88745,88812,88679,88758
12/26/2025 10:50,88773.4,88839,88713,88738.7
12/26/2025 10:45,88755,88868,88682,88819
12/26/2025 10:40,88646.2,88774,88611.1,88728
12/26/2025 10:35,88703,88716,88626,88646.2
12/26/2025 10:30,88768.3,88824,88636,88704
12/26/2025 10:25,88654.1,88853.1,88641,88800.2
12/26/2025 10:20,88764,88769,88621,88654.1
12/26/2025 10:15,88879,88879,88653,88689
12/26/2025 10:10,88722.1,88890,88722.1,88809.3
12/26/2025 10:05,88814,88849,88701,88717.8
12/26/2025 10:00,88752,88861,88743,88805.9
12/26/2025 09:55,88786,88868,88731,88826
12/26/2025 09:50,88891,88930,88786,88786
12/26/2025 09:45,88792,88889,88702,88809.7
12/26/2025 09:40,88693.8,88793,88690,88755.4
12/26/2025 09:35,88704,88795,88683,88778
12/26/2025 09:30,88678,88787,88656,88787
12/26/2025 09:25,88688,88770,88642,88678
12/26/2025 09:20,88679.8,88859,88618,88688
12/26/2025 09:15,88673.7,88706,88613,88678.9
12/26/2025 09:10,88687.5,88697,88603,88619.7
12/26/2025 09:05,88732,88757,88574,88626.3
12/26/2025 09:00,88674.7,88782,88655,88659
12/26/2025 08:55,88738,88745,88648,88674.7
12/26/2025 08:50,88689,88738,88625,88653.4
12/26/2025 08:45,88630,88713,88526,88625.7
12/26/2025 08:40,88613,88644,88489,88563.2
12/26/2025 08:35,88617.5,88684,88538,88613
12/26/2025 08:30,88713.1,88713.1,88515,88684
12/26/2025 08:25,88684,88775,88621,88656
