Date,Close,High,Low,Open,Volume
2024-12-23 09:15:00,23769.35,23806.5,23701.6,23738.2,0
2024-12-23 10:15:00,23834.35,23850.65,23727.75,23771.75,0
2024-12-23 11:15:00,23769.3,23869.55,23746.6,23834.05,0
2024-12-23 12:15:00,23681.2,23783.9,23674.15,23769.15,0
2024-12-23 13:15:00,23699.1,23712.95,23647.2,23680.35,0
2024-12-23 14:15:00,23761.75,23770.7,23693.85,23698.65,0
2024-12-23 15:15:00,23747.2,23770.0,23743.9,23761.65,0
2024-12-24 09:15:00,23804.85,23822.15,23709.65,23769.1,0
2024-12-24 10:15:00,23828.2,23867.65,23800.35,23804.95,0
2024-12-24 11:15:00,23793.3,23849.25,23788.9,23827.95,0
2024-12-24 12:15:00,23785.35,23819.15,23764.1,23793.8,0
2024-12-24 13:15:00,23762.75,23800.75,23729.2,23785.6,0
2024-12-24 14:15:00,23718.95,23763.35,23714.4,23762.5,0
2024-12-24 15:15:00,23730.35,23749.35,23685.15,23718.8,0
2024-12-26 09:15:00,23749.75,23854.5,23729.05,23775.8,0
2024-12-26 10:15:00,23759.95,23770.05,23701.05,23748.9,0
2024-12-26 11:15:00,23734.7,23775.85,23729.35,23760.6,0
2024-12-26 12:15:00,23750.65,23753.8,23730.65,23735.1,0
2024-12-26 13:15:00,23745.35,23774.45,23653.6,23750.4,0
2024-12-26 14:15:00,23754.95,23763.0,23737.05,23744.95,0
2024-12-26 15:15:00,23760.3,23769.75,23738.95,23753.9,0
2024-12-27 09:15:00,23924.95,23931.9,23800.6,23801.4,0
2024-12-27 10:15:00,23903.55,23938.85,23884.5,23925.35,0
2024-12-27 11:15:00,23845.25,23907.1,23843.3,23903.6,0
2024-12-27 12:15:00,23854.75,23874.2,23828.2,23845.9,0
2024-12-27 13:15:00,23841.75,23868.45,23834.55,23855.45,0
2024-12-27 14:15:00,23807.7,23848.95,23801.9,23842.15,0
2024-12-27 15:15:00,23832.45,23841.1,23803.8,23807.65,0
2024-12-30 09:15:00,23779.95,23818.8,23709.1,23796.9,0
2024-12-30 10:15:00,23787.4,23844.4,23761.9,23779.7,0
2024-12-30 11:15:00,23881.4,23915.35,23781.95,23787.0,0
2024-12-30 12:15:00,23772.2,23885.6,23748.25,23881.95,0
2024-12-30 13:15:00,23640.1,23790.0,23630.6,23772.3,0
2024-12-30 14:15:00,23617.5,23709.65,23599.3,23639.3,0
2024-12-30 15:15:00,23658.65,23680.3,23616.7,23617.3,0
2024-12-31 09:15:00,23470.0,23584.5,23460.45,23560.6,0
2024-12-31 10:15:00,23609.1,23609.55,23470.45,23470.5,0
2024-12-31 11:15:00,23588.6,23616.95,23565.75,23609.15,0
2024-12-31 12:15:00,23592.7,23624.75,23577.45,23588.3,0
2024-12-31 13:15:00,23680.4,23689.85,23581.8,23594.15,0
2024-12-31 14:15:00,23647.75,23683.8,23622.1,23679.3,0
2024-12-31 15:15:00,23668.8,23669.4,23637.6,23648.15,0
2025-01-01 09:15:00,23629.6,23683.6,23562.8,23637.65,0
2025-01-01 10:15:00,23754.05,23761.5,23616.3,23629.95,0
2025-01-01 11:15:00,23714.25,23778.85,23678.35,23754.25,0
2025-01-01 12:15:00,23727.05,23773.0,23711.15,23714.05,0
2025-01-01 13:15:00,23789.1,23822.8,23725.3,23726.95,0
2025-01-01 14:15:00,23739.95,23797.65,23721.45,23789.65,0
2025-01-01 15:15:00,23758.7,23769.8,23733.4,23739.75,0
2025-01-02 09:15:00,23834.1,23877.35,23751.55,23783.0,0
2025-01-02 10:15:00,23943.65,23963.5,23830.6,23833.0,0
2025-01-02 11:15:00,23940.45,23974.15,23916.25,23943.8,0
2025-01-02 12:15:00,24084.75,24091.2,23927.35,23940.9,0
2025-01-02 13:15:00,24144.7,24153.15,24081.75,24085.35,0
2025-01-02 14:15:00,24186.25,24226.7,24144.85,24145.05,0
2025-01-02 15:15:00,24167.95,24194.5,24164.9,24185.5,0
2025-01-03 09:15:00,24042.2,24196.45,24032.15,24196.4,0
2025-01-03 10:15:00,24057.7,24075.7,24000.25,24042.45,0
2025-01-03 11:15:00,24114.4,24149.9,24051.45,24057.6,0
2025-01-03 12:15:00,24098.25,24121.6,24052.25,24115.1,0
2025-01-03 13:15:00,24031.6,24112.55,24021.2,24097.65,0
2025-01-03 14:15:00,24008.05,24053.5,23976.0,24032.55,0
2025-01-03 15:15:00,23990.15,24021.8,23976.75,24008.15,0
2025-01-06 09:15:00,24025.7,24089.95,23911.45,24045.8,0
2025-01-06 10:15:00,23745.1,24054.3,23726.6,24024.0,0
2025-01-06 11:15:00,23719.8,23800.35,23601.5,23744.3,0
2025-01-06 12:15:00,23714.7,23779.15,23679.05,23719.35,0
2025-01-06 13:15:00,23623.85,23714.6,23602.6,23714.6,0
2025-01-06 14:15:00,23585.6,23660.2,23551.9,23624.4,0
2025-01-06 15:15:00,23629.6,23636.95,23580.15,23587.15,0
2025-01-07 09:15:00,23745.9,23795.2,23637.8,23679.9,0
2025-01-07 10:15:00,23731.65,23768.05,23708.1,23749.4,0
2025-01-07 11:15:00,23720.0,23770.5,23712.95,23731.85,0
2025-01-07 12:15:00,23726.65,23742.7,23708.5,23720.55,0
2025-01-07 13:15:00,23720.25,23761.95,23686.9,23727.65,0
