Date,Close,High,Low,Open,Volume
2025-12-24 02:40:00,87044.0,87280.0,86959.0,87216.6,0
2025-12-24 02:45:00,87026.0,87109.0,86881.0,87109.0,0
2025-12-24 02:50:00,87127.0,87196.0,87025.8,87025.8,0
2025-12-24 02:55:00,87140.0,87183.0,87080.0,87127.0,0
2025-12-24 03:00:00,86857.4,87137.0,86843.0,87091.7,0
2025-12-24 03:05:00,87006.5,87045.0,86822.0,86918.0,0
2025-12-24 03:10:00,87050.0,87073.0,86946.0,87006.5,0
2025-12-24 03:15:00,87147.0,87151.0,86948.2,86985.3,0
2025-12-24 03:20:00,87245.0,87280.0,87080.0,87124.9,0
2025-12-24 03:25:00,87218.5,87249.0,87150.0,87191.5,0
2025-12-24 03:30:00,87257.3,87287.0,87169.0,87200.9,0
2025-12-24 03:35:00,87324.0,87353.0,87200.0,87259.8,0
2025-12-24 03:40:00,87255.5,87355.0,87232.0,87253.0,0
2025-12-24 03:45:00,87308.4,87397.0,87248.0,87255.5,0
2025-12-24 03:50:00,87354.3,87406.0,87265.0,87395.0,0
2025-12-24 03:55:00,87273.9,87406.0,87272.0,87387.0,0
2025-12-24 04:00:00,87396.0,87404.0,87254.1,87273.9,0
2025-12-24 04:05:00,87435.1,87478.0,87267.0,87373.2,0
2025-12-24 04:10:00,87436.0,87463.0,87352.0,87386.0,0
2025-12-24 04:15:00,87288.1,87437.0,87270.0,87413.2,0
2025-12-24 04:20:00,87290.0,87425.0,87273.0,87288.1,0
2025-12-24 04:25:00,87302.3,87374.0,87247.2,87291.4,0
2025-12-24 04:30:00,87227.5,87329.0,87169.0,87328.0,0
2025-12-24 04:35:00,87235.5,87314.0,87143.0,87212.9,0
2025-12-24 04:40:00,87251.4,87356.0,87230.0,87241.0,0
2025-12-24 04:45:00,87258.6,87354.0,87211.0,87251.4,0
2025-12-24 04:50:00,87185.0,87280.0,87095.0,87258.7,0
2025-12-24 04:55:00,87079.2,87185.0,87023.0,87120.0,0
2025-12-24 05:00:00,87166.0,87236.0,87079.0,87079.2,0
2025-12-24 05:05:00,87116.0,87194.0,87021.0,87127.6,0
2025-12-24 05:10:00,87027.9,87130.0,87007.8,87038.0,0
2025-12-24 05:15:00,87071.4,87150.0,87027.9,87027.9,0
2025-12-24 05:20:00,87196.0,87196.0,87000.0,87062.0,0
2025-12-24 05:25:00,87176.0,87269.0,87089.0,87122.0,0
2025-12-24 05:30:00,87115.0,87178.0,87042.0,87176.0,0
2025-12-24 05:35:00,87043.0,87129.0,86969.0,87115.0,0
2025-12-24 05:40:00,86850.0,87065.0,86768.3,87023.3,0
2025-12-24 05:45:00,86873.0,86950.0,86729.0,86846.0,0
2025-12-24 05:50:00,86986.0,87005.0,86869.0,86873.0,0
2025-12-24 05:55:00,86893.0,87021.0,86880.0,86989.0,0
2025-12-24 06:00:00,86868.0,87003.0,86850.0,86898.7,0
2025-12-24 06:05:00,86833.8,86955.0,86823.0,86863.6,0
2025-12-24 06:10:00,86835.4,86976.0,86810.0,86833.8,0
2025-12-24 06:15:00,86807.0,86921.0,86753.4,86871.6,0
2025-12-24 06:20:00,86927.2,87026.0,86795.0,86873.2,0
2025-12-24 06:25:00,86910.0,87015.0,86896.0,86993.0,0
2025-12-24 06:30:00,86947.0,86976.0,86861.0,86915.2,0
2025-12-24 06:35:00,87056.0,87074.0,86864.0,86874.0,0
2025-12-24 06:40:00,86953.0,87059.0,86913.0,86978.0,0
2025-12-24 06:45:00,87056.0,87070.0,86944.9,87042.0,0
2025-12-24 06:50:00,87053.0,87093.0,86917.0,86987.3,0
2025-12-24 06:55:00,87019.6,87053.0,86915.0,86964.0,0
2025-12-24 07:00:00,86972.9,87086.0,86959.0,86959.6,0
2025-12-24 07:05:00,87072.0,87077.0,86938.0,86972.9,0
2025-12-24 07:10:00,87076.0,87087.0,86954.0,86980.0,0
2025-12-24 07:15:00,87043.0,87098.0,86936.0,87035.8,0
2025-12-24 07:20:00,86998.1,87053.0,86913.0,87044.0,0
2025-12-24 07:25:00,86934.5,87037.0,86909.0,86938.8,0
2025-12-24 07:30:00,87064.0,87070.0,86932.0,86978.3,0
2025-12-24 07:35:00,87082.3,87181.0,86938.8,87042.3,0
2025-12-24 07:40:00,87155.3,87194.0,87063.0,87145.3,0
2025-12-24 07:45:00,87192.0,87206.0,87054.0,87094.8,0
2025-12-24 07:50:00,87086.4,87194.0,87019.0,87092.2,0
2025-12-24 07:55:00,86850.0,87122.0,86850.0,87040.4,0
2025-12-24 08:00:00,86952.8,87000.0,86808.0,86850.0,0
2025-12-24 08:05:00,87012.0,87012.0,86852.0,86952.8,0
2025-12-24 08:10:00,87010.0,87040.0,86900.0,86910.1,0
2025-12-24 08:15:00,86960.0,87064.0,86877.0,86913.0,0
2025-12-24 08:20:00,86739.0,87111.0,86739.0,87046.0,0
2025-12-24 08:25:00,86867.0,86974.0,86739.0,86739.0,0
2025-12-24 08:30:00,86871.0,87000.0,86739.0,86867.3,0
2025-12-24 08:35:00,86806.4,86918.0,86753.5,86871.0,0
2025-12-24 08:40:00,86967.0,86998.0,86787.0,86806.4,0
2025-12-24 08:45:00,86889.3,87011.0,86815.0,86889.9,0
2025-12-24 08:50:00,86772.0,86927.0,86772.0,86877.2,0
2025-12-24 08:55:00,86827.0,86885.0,86714.0,86772.0,0
2025-12-24 09:00:00,86805.0,86914.0,86718.7,86827.0,0
2025-12-24 09:05:00,86896.0,86910.0,86772.0,86809.4,0
2025-12-24 09:10:00,86815.0,86920.0,86773.0,86840.3,0
2025-12-24 09:15:00,86760.2,86934.0,86750.0,86879.7,0
2025-12-24 09:20:00,86766.9,86887.0,86760.2,86818.8,0
2025-12-24 09:25:00,86866.0,86870.0,86741.3,86864.0,0
2025-12-24 09:30:00,86774.7,86871.0,86745.0,86866.0,0
