Date,Close,High,Low,Open,Volume
2025-01-01 23:00:00,2623.555,2626.005,2621.475,2625.098,0
2025-01-02 00:00:00,2625.185,2627.765,2622.448,2623.655,0
2025-01-02 01:00:00,2632.735,2634.148,2623.645,2625.185,0
2025-01-02 02:00:00,2634.498,2636.298,2632.148,2632.735,0
2025-01-02 03:00:00,2633.448,2635.198,2632.065,2634.404,0
2025-01-02 04:00:00,2633.754,2634.048,2630.858,2633.468,0
2025-01-02 05:00:00,2633.874,2636.284,2632.864,2633.754,0
2025-01-02 06:00:00,2633.974,2635.244,2630.998,2633.748,0
2025-01-02 07:00:00,2635.848,2635.898,2632.798,2633.954,0
2025-01-02 08:00:00,2636.348,2637.558,2630.985,2635.704,0
2025-01-02 09:00:00,2635.915,2639.785,2635.858,2636.365,0
2025-01-02 10:00:00,2642.488,2646.098,2632.535,2635.915,0
2025-01-02 11:00:00,2641.665,2644.468,2640.064,2642.518,0
2025-01-02 12:00:00,2643.165,2646.265,2640.148,2641.704,0
2025-01-02 13:00:00,2642.764,2647.135,2635.865,2643.155,0
2025-01-02 14:00:00,2647.485,2650.975,2640.135,2642.754,0
2025-01-02 15:00:00,2653.948,2655.715,2644.985,2647.304,0
2025-01-02 16:00:00,2659.148,2660.348,2649.794,2653.904,0
2025-01-02 17:00:00,2656.394,2660.374,2652.348,2659.144,0
2025-01-02 18:00:00,2655.245,2658.658,2653.725,2656.375,0
2025-01-02 19:00:00,2654.635,2657.048,2653.648,2655.245,0
2025-01-02 20:00:00,2659.598,2660.375,2653.985,2654.564,0
2025-01-02 21:00:00,2657.195,2660.148,2656.415,2659.455,0
2025-01-02 23:00:00,2658.295,2659.398,2656.748,2657.248,0
2025-01-03 00:00:00,2660.655,2660.985,2658.265,2658.275,0
2025-01-03 01:00:00,2659.325,2662.315,2656.598,2660.655,0
2025-01-03 02:00:00,2662.335,2663.875,2656.025,2659.325,0
2025-01-03 03:00:00,2662.155,2665.185,2661.105,2662.335,0
2025-01-03 04:00:00,2662.735,2664.195,2661.585,2662.125,0
2025-01-03 05:00:00,2658.405,2662.775,2655.815,2662.745,0
2025-01-03 06:00:00,2659.415,2660.165,2656.485,2658.398,0
2025-01-03 07:00:00,2654.045,2659.405,2651.708,2659.405,0
2025-01-03 08:00:00,2652.805,2655.568,2649.795,2654.045,0
2025-01-03 09:00:00,2653.525,2655.795,2652.695,2652.805,0
2025-01-03 10:00:00,2657.595,2657.955,2652.928,2653.395,0
2025-01-03 11:00:00,2657.425,2659.155,2656.115,2657.545,0
2025-01-03 12:00:00,2655.085,2658.225,2654.635,2657.415,0
2025-01-03 13:00:00,2649.685,2656.175,2643.355,2655.095,0
2025-01-03 14:00:00,2647.135,2652.505,2644.995,2649.685,0
2025-01-03 15:00:00,2643.755,2648.068,2640.835,2646.184,0
2025-01-03 16:00:00,2639.805,2647.085,2639.0,2643.635,0
2025-01-03 17:00:00,2641.648,2642.525,2639.0,2639.805,0
2025-01-03 18:00:00,2641.785,2642.185,2639.598,2641.674,0
2025-01-03 19:00:00,2639.248,2642.844,2639.0,2641.765,0
2025-01-03 20:00:00,2638.115,2640.004,2636.725,2639.248,0
2025-01-03 21:00:00,2639.898,2640.555,2636.625,2638.115,0
2025-01-05 23:00:00,2640.848,2642.235,2638.815,2639.298,0
2025-01-06 00:00:00,2643.065,2643.165,2638.425,2640.835,0
2025-01-06 01:00:00,2641.185,2647.275,2640.615,2643.035,0
2025-01-06 02:00:00,2644.365,2645.175,2639.585,2641.195,0
2025-01-06 03:00:00,2640.065,2645.185,2639.015,2644.355,0
2025-01-06 04:00:00,2635.295,2640.605,2634.185,2640.055,0
2025-01-06 05:00:00,2633.775,2636.065,2631.51,2635.285,0
2025-01-06 06:00:00,2631.375,2635.148,2630.025,2633.755,0
2025-01-06 07:00:00,2626.705,2633.615,2625.035,2631.335,0
2025-01-06 08:00:00,2631.385,2632.435,2625.575,2626.705,0
2025-01-06 09:00:00,2632.585,2635.525,2631.035,2631.295,0
2025-01-06 10:00:00,2633.595,2634.875,2630.775,2632.585,0
2025-01-06 11:00:00,2645.425,2649.305,2632.335,2633.595,0
2025-01-06 12:00:00,2645.198,2647.674,2641.844,2645.425,0
2025-01-06 13:00:00,2624.048,2648.668,2621.665,2645.065,0
2025-01-06 14:00:00,2631.298,2634.884,2614.365,2624.048,0
2025-01-06 15:00:00,2634.195,2639.535,2629.335,2631.304,0
2025-01-06 16:00:00,2640.598,2641.148,2632.385,2634.275,0
2025-01-06 17:00:00,2636.595,2640.898,2634.115,2640.665,0
2025-01-06 18:00:00,2634.475,2638.485,2633.645,2636.625,0
