Company,Annoucement_Time,Final_Sentiment,Chart_Pattern,ML_Prediction,ML_Confidence,Success_Chance,Trade_Execute_Or_Not,Fii_Dii_BUYING
CGCL,16-Jun-2025 12:18:05,Positive,"Resistance Breakout, Volume Spike",STRONG BUY,0.7,83.64,yes,
