bse_code,nse_symbol
532826,RAJTV.NS
532827,PAGEIND.NS
532828,AMDIND.NS
532830,ASTRAL.NS
532832,EMBDL.NS
532834,CAMLINFINE.NS
532835,ICRA.NS
532839,DISHTV.NS
532841,SAHYADRI.NS
532842,SRHHYPOLTD.NS
532843,FORTIS.NS
532845,TGBHOTELS.NS
532847,HILTON.NS
532848,DELTACORP.NS
532850,MICEL.NS
532851,INSECTICID.NS
532853,ASAHISONG.NS
532856,TIMETECHNO.NS
532859,HGS.NS
532864,NELCAST.NS
532867,V2RETAIL.NS
532868,DLF.NS
532869,TARMAT.NS
532870,ANKITMETAL.NS
532872,SPARC.NS
532875,ADSL.NS
532878,ALPA.NS
532880,OMAXE.NS
532884,REFEX.NS
532885,CENTRALBK.NS
532886,SELMC.NS
532888,ASIANTILES.NS
532889,KPRMILL.NS
532890,TAKE.NS
532891,PURVA.NS
532892,MOTILALOFS.NS
532894,INDOWIND.NS
532895,NAGREEKCAP.NS
532896,MAGNUM.NS
532898,POWERGRID.NS
532899,KSCL.NS
532900,PAISALO.NS
532902,CCCL.NS
532904,SUPREMEINF.NS
532906,MAANALU.NS
532907,IL&FSENGG.NS
532915,RELIGARE.NS
532916,BVCL.NS
532921,ADANIPORTS.NS
532922,EDELWEISS.NS
532923,RGL.NS
532924,KOLTEPATIL.NS
532925,KAUSHALYA.NS
532926,JYOTHYLAB.NS
532927,ECLERX.NS
532928,TARIL.NS
532929,BRIGADE.NS
532930,BGRENERGY.NS
532932,MANAKSIA.NS
532934,PPAP.NS
532935,ARIES.NS
532937,KUANTUM.NS
532939,RPOWER.NS
532940,JKIL.NS
532941,CORDSCABLE.NS
532942,KNRCON.NS
532944,ONMOBILE.NS
532945,SEPC.NS
532946,BANG.NS
532947,IRB.NS
532951,GSS.NS
532952,NAHARCAP.NS
532953,VGUARD.NS
532955,RECLTD.NS
532960,DHANI.NS
532966,TITAGARH.NS
532967,KIRIINDUS.NS
532974,BIRLAMONEY.NS
532976,JAIBALAJI.NS
532977,BAJAJ-AUTO.NS
532978,BAJAJFINSV.NS
532980,GOKUL.NS
532983,RPGLIFE.NS
532986,NIRAJ.NS
532989,BAFNAPH.NS
532993,SEJALLTD.NS
532994,ARCHIDPLY.NS
532998,LOTUSEYE.NS
533001,SOMICONVEY.NS
533012,LPDC.NS
533022,20MICRONS.NS
533023,ZFCVINDIA.NS
533029,ALKALI.NS
533033,ISGEC.NS
533047,IMFA.NS
533048,TPHQ.NS
533080,MOLDTKPAC.NS
533088,MHRIL.NS
533090,EXCEL.NS
533093,ROML.NS
533096,ADANIPOWER.NS
533098,NHPC.NS
533104,GLOBUSSPR.NS
533106,OIL.NS
533121,EXPLEOSOL.NS
533122,RTNPOWER.NS
533137,DEN.NS
533138,ASTEC.NS
533146,DLINKINDIA.NS
533148,JSWENERGY.NS
533150,GODREJPROP.NS
533151,DBCORP.NS
533152,MBLINFRA.NS
533155,JUBLFOOD.NS
533156,VASCONEQ.NS
533158,THANGAMAYL.NS
533160,DBREALTY.NS
533161,EMMBI.NS
533162,HATHWAY.NS
533164,TEXMOPIPES.NS
533166,SUNDARAM.NS
533168,ROSSELLIND.NS
533169,MANINFRA.NS
533177,IL&FSTRANS.NS
533179,PERSISTENT.NS
533181,ISFT.NS
533189,GOENKA.NS
533192,KCPSUGIND.NS
533193,KECL.NS
533203,TARAPUR.NS
533206,SJVN.NS
533208,EMAMIPAP.NS
533210,KRITINUT.NS
533217,HMVL.NS
533218,EMAMIREAL.NS
533227,AHLEAST.NS
533229,BAJAJCON.NS
533239,PRAKASHSTL.NS
533248,GPPL.NS
533252,WELINV.NS
533257,WAAREEINDO.NS
533259,SASTASUNDR.NS
533260,CPCAP.NS
533262,RAMKY.NS
533263,GREENPOWER.NS
533267,CANTABIL.NS
533269,WABAG.NS
533270,BEDMUTHA.NS
533271,ASHOKA.NS
533272,JWL.NS
533273,OBEROIRLTY.NS
533274,PRESTIGE.NS
533275,SHAH.NS
533278,COALINDIA.NS
533282,GRAVITA.NS
533284,RPPINFRA.NS
533286,MOIL.NS
533287,ZEELEARN.NS
533292,A2ZINFRA.NS
533293,KIRLOSENG.NS
533294,RKDL.NS
533295,PSB.NS
533296,FMNL.NS
533298,SURANASOL.NS
533301,SHEKHAWATI.NS
533302,KICL.NS
533303,BFINVEST.NS
533306,SUMMITSEC.NS
533316,STEL.NS
533326,TEXRAIL.NS
533329,INDTERRAIN.NS
533333,FCL.NS
533336,DHUNINV.NS
533339,ZENTEC.NS
533343,LOVABLE.NS
533344,PFS.NS
533398,MUTHOOTFIN.NS
533451,KARMAENG.NS
533452,DELPHIFX.NS
533470,RUSHIL.NS
533482,KRIDHANINF.NS
533506,INVENTURE.NS
533519,LTF.NS
533520,YAARI.NS
533540,TREEHOUSE.NS
533543,BROOKS.NS
533552,RUPA.NS
533553,TDPOWERSYS.NS
533573,APLLTD.NS
533576,VASWANI.NS
533581,PGEL.NS
533605,SETUINFRA.NS
533629,TIJARIA.NS
533632,ONELIFECAP.NS
533638,FLEXITUFF.NS
533655,TRITURBINE.NS
533676,INDOTHAI.NS
533704,ESSARSHPNG.NS
533758,APLAPOLLO.NS
533761,GPTINFRA.NS
533941,THOMASCOTT.NS
533982,TERASOFT.NS
534076,RHIM.NS
534091,MCX.NS
534139,SCHNEIDER.NS
534309,NBCC.NS
534312,MTEDUCARE.NS
534328,HEXATRADEX.NS
534369,TBZ.NS
534392,VSSL.NS
534425,SPECIALITY.NS
534532,LYPSAGEMS.NS
534597,RTNINDIA.NS
534598,SAMPANN.NS
534600,JTLIND.NS
534615,NECCLTD.NS
534618,WAAREERTL.NS
534674,DUCON.NS
534675,PROZONER.NS
534680,SRGHFL.NS
534742,ZUARI.NS
534748,STEELXIND.NS
534758,CIGNITITEC.NS
534804,CARERATING.NS
534809,PCJEWELLER.NS
534816,INDUSTOWER.NS
534976,VMART.NS
535136,NIBE.NS
535322,REPCOHOME.NS
535458,NIBL.NS
535601,SREEL.NS
535602,SHARDAMOTR.NS
535648,JUSTDIAL.NS
535754,ORIENTCEM.NS
535755,ABFRL.NS
535789,SAMMAANCAP.NS
535958,ESSENTIA.NS
536507,FLFL.NS
536773,JPOLYINVST.NS
537259,SUYOG.NS
537291,NATHBIOGEN.NS
537292,AGRITECH.NS
537785,RACE.NS
537820,VIJIFIN.NS
538268,WONDERLA.NS
538365,INCREDIBLE.NS
538562,SKIPPER.NS
538567,GULFOILLUB.NS
538635,SNOWMAN.NS
538666,SHARDACROP.NS
538685,SHEMAROO.NS
538730,PDSL.NS
538835,INTELLECT.NS
538836,MONTECARLO.NS
538891,MCLOUD.NS
538902,DTIL.NS
538920,VINCOFE.NS
538961,GENUSPAPER.NS
538962,MINDACORP.NS
538979,GREENLAM.NS
539006,PTCIL.NS
539042,AGIIL.NS
539044,MANAKSTEEL.NS
539045,MANAKALUCO.NS
539046,MANAKCOAT.NS
539056,IMAGICAA.NS
539083,INOXWIND.NS
539118,VRLLOG.NS
539126,MEP.NS
539141,UFO.NS
539148,SHIVALIK.NS
539150,PNCINFRA.NS
539177,AIIL.NS
539201,SATIA.NS
539221,SPORTKING.NS
539251,BALKRISHNA.NS
539252,SHYAMCENT.NS
539254,ADANIENSOL.NS
539268,SYNGENE.NS
539276,KAYA.NS
539287,ORTINGLOBE.NS
539289,AURUM.NS
539290,OSWALGREEN.NS
539301,ARVSMART.NS
539302,POWERMECH.NS
539309,RAMASTEEL.NS
539331,VETO.NS
539332,NAVKARCORP.NS
539334,SHREEPUSHK.NS
539336,GUJGASLTD.NS
539346,SADBHIN.NS
539359,PRITIKAUTO.NS
539400,MALLCOM.NS
539404,SATIN.NS
539407,GENCON.NS
539436,COFFEEDAY.NS
539437,IDFCFIRSTB.NS
539448,INDIGO.NS
539450,SHK.NS
539523,ALKEM.NS
539524,LALPATHLAB.NS
539542,LUXIND.NS
539551,NH.NS
539636,PRECAM.NS
539658,TEAMLEASE.NS
539660,BESTAGRO.NS
539678,QUICKHEAL.NS
539686,KPEL.NS
539725,GOKULAGRO.NS
539742,SIMBHALS.NS
539785,PDMJEPAPER.NS
539787,HCG.NS
539799,BHARATWIRE.NS
539807,INFIBEAM.NS
539837,RPEL.NS
539843,NINSYS.NS
539871,THYROCARE.NS
539872,BAJAJHCARE.NS
539876,CROMPTON.NS
539883,PILANIINVS.NS
539889,PARAGMILK.NS
539917,NAGAFERT.NS
539957,MGL.NS
539978,QUESS.NS
539979,DIGJAMLMTD.NS
539986,COMSYN.NS
539992,LLOYDSENGG.NS
540005,LTIM.NS
540025,ADVENZYMES.NS
540047,DBL.NS
540048,SPAL.NS
540061,BIGBLOC.NS
540065,RBLBANK.NS
540073,BLS.NS
540081,SABEVENTS.NS
540083,TVVISION.NS
540115,LTTS.NS
540124,GNA.NS
540125,RADHIKAJWE.NS
540133,ICICIPRULI.NS
540136,HPL.NS
540145,VALIANTORG.NS
540153,ENDURANCE.NS
540173,PNBHOUSING.NS
540180,VBL.NS
540203,SFL.NS
540205,AVL.NS
540210,HEADSUP.NS
540212,TCIEXP.NS
540222,LAURUSLABS.NS
540268,TRU.NS
540293,PRICOLLTD.NS
540311,JITFINFRA.NS
540366,RADIOCITY.NS
540376,DMART.NS
540393,SMLT.NS
540396,MANOMAY.NS
540403,CLEDUCATE.NS
540425,SHANKARA.NS
540497,SCHAND.NS
540530,HUDCO.NS
540544,PSPPROJECT.NS
540575,STARCEMENT.NS
540595,TEJASNET.NS
540596,ERIS.NS
540602,GTPL.NS
540611,AUBANK.NS
540642,SALASAR.NS
540647,GANGESSECU.NS
540648,PALASHSECU.NS
540649,AVADHSUGAR.NS
540650,MAGADSUGAR.NS
540673,SIS.NS
540678,COCHINSHIP.NS
540679,SMSLIFE.NS
540680,KIOCL.NS
540691,ABCAPITAL.NS
540692,APEX.NS
540699,DIXON.NS
540700,BRNL.NS
540701,DCAL.NS
540702,LASA.NS
540704,MATRIMONY.NS
540709,RHFL.NS
540710,CAPACITE.NS
540716,ICICIGI.NS
540719,SBILIFE.NS
540724,DIAMONDYD.NS
540725,SHAREINDIA.NS
540735,IRIS.NS
540743,GODREJAGRO.NS
540749,MASFIN.NS
540750,IEX.NS
540755,GICRE.NS
540757,SCPL.NS
540762,TIINDIA.NS
540767,NAM-INDIA.NS
540768,MAHLOG.NS
540769,NIACL.NS
540774,IFGLEXPOR.NS
540775,KHADIM.NS
540776,5PAISA.NS
540777,HDFCLIFE.NS
540789,DNAMEDIA.NS
540795,DYCL.NS
540797,SHALBY.NS
540798,FSC.NS
540824,ASTRON.NS
540879,APOLLO.NS
540900,NEWGEN.NS
540901,PRAXIS.NS
540902,AMBER.NS
540923,ASHOKAMET.NS
540935,GALAXYSURF.NS
540937,MEDICO.NS
540952,LAL.NS
540961,SHIVAMILLS.NS
540975,ASTERDM.NS
541019,HGINFRA.NS
541143,BDL.NS
541152,GOYALALUM.NS
541153,BANDHANBNK.NS
541154,HAL.NS
541161,KBCGLOBAL.NS
541163,SANDHAR.NS
541167,YASHO.NS
541195,MIDHANI.NS
541206,OBCL.NS
541233,LEMONTREE.NS
541269,CHEMFAB.NS
541276,HARDWYN.NS
541301,ORIENTELEC.NS
541302,DHRUV.NS
541303,AKSHAR.NS
541304,INDOUS.NS
541336,INDOSTAR.NS
541352,MEGASTAR.NS
541400,ZIMLAB.NS
541402,AFFORDABLE.NS
541403,DOLLAR.NS
541418,NGIL.NS
541450,ADANIGREEN.NS
541540,SOLARA.NS
541546,GAYAHWS.NS
541556,RITES.NS
541557,FINEORG.NS
541578,VARROC.NS
541729,HDFCAMC.NS
541770,CREDITACC.NS
541929,SGIL.NS
541956,IRCON.NS
541967,SKYGOLD.NS
541974,MANORAMA.NS
541988,AAVAS.NS
542011,GRSE.NS
542020,AKI.NS
542066,ATGL.NS
542141,TECHNOE.NS
542216,DALBHARAT.NS
542231,NILASPACES.NS
542232,SRD.NS
542233,TREJHARA.NS
542285,AXITA.NS
542323,KPIGREEN.NS
542333,RPSGVENT.NS
542337,SPENCERS.NS
542351,GLOSTERLTD.NS
542367,XELPMOC.NS
542383,RITCO.NS
542399,CHALET.NS
542437,ANMOL.NS
542460,ANUP.NS
542484,ARVINDFASN.NS
542580,AARTECH.NS
542597,MSTCLTD.NS
542649,RVNL.NS
542650,METROPOLIS.NS
542651,KPITTECH.NS
542652,POLYCAB.NS
542655,VIKASLIFE.NS
542665,NEOGEN.NS
542684,PPL.NS
542685,DGCONTENT.NS
542725,SBC.NS
542726,INDIAMART.NS
542729,DCMNVL.NS
542752,AFFLE.NS
542759,SPANDANA.NS
542760,SWSOLAR.NS
542772,360ONE.NS
542773,IIFLCAPS.NS
542774,MUFIN.NS
542812,FLUOROCHEM.NS
542830,IRCTC.NS
542851,GENSOL.NS
542852,VISHWARAJ.NS
542857,GREENPANEL.NS
542867,CSBBANK.NS
542904,UJJIVANSFB.NS
542905,HINDWAREAP.NS
542907,PRINCEPIPE.NS
542919,ARTEMISMED.NS
542920,SUMICHEM.NS
542933,UNIVPHOTO.NS
543064,COHANCE.NS
543066,SBICARD.NS
543187,POWERINDIA.NS
543193,DJML.NS
543210,AARTISURF.NS
543212,BOROLTD.NS
543213,ROSSARI.NS
543214,NDRAUTO.NS
543218,SBGLP.NS
543220,MAXHEALTH.NS
543223,MAXIND.NS
543227,HAPPSTMNDS.NS
543228,ROUTE.NS
543231,ADL.NS
543232,CAMS.NS
543233,CHEMCON.NS
543234,SECMARK.NS
543235,ANGELONE.NS
543236,ATAM.NS
543237,MAZDOCK.NS
543238,UTIAMC.NS
543240,LIKHITHA.NS
543242,HEMIPROP.NS
543243,EQUITASBNK.NS
543245,GLAND.NS
543248,RBA.NS
543249,TARC.NS
543251,RVHL.NS
543252,FAIRCHEMOR.NS
543253,BECTORFOOD.NS
543254,AWHCL.NS
543257,IRFC.NS
543258,INDIGOPNTS.NS
543259,HOMEFIRST.NS
543260,STOVEKRAFT.NS
543263,SMCGLOBAL.NS
543264,NURECA.NS
543265,RAILTEL.NS
543266,HERANBA.NS
543267,DAVANGERE.NS
543268,DRCSYSTEMS.NS
543270,MTARTECH.NS
543271,JUBLINGREA.NS
543272,EASEMYTRIP.NS
543273,KMEW.NS
543275,ANURAS.NS
543276,CRAFTSMAN.NS
543277,LXCHEM.NS
543278,KALYANKJIL.NS
543279,SURYODAY.NS
543280,NAZARA.NS
543281,SUVIDHAA.NS
543283,BARBEQUE.NS
543287,LODHA.NS
543288,DEEPINDS.NS
543297,IWEL.NS
543298,VINEETLAB.NS
543299,SHYAMMETL.NS
543300,SONACOMS.NS
543306,DODLA.NS
543308,KIMS.NS
543311,IPL.NS
543317,GRINFRA.NS
543318,CLEAN.NS
543320,ETERNAL.NS
543321,TATVA.NS
543322,ALIVUS.NS
543325,ROLEXRINGS.NS
543327,EXXARO.NS
543328,KRSNAA.NS
543329,WINDLAS.NS
543330,DEVYANI.NS
543331,MOL.NS
543332,EPIGRAL.NS
543333,CARTRADE.NS
543334,NUVOCO.NS
543335,APTUS.NS
543336,CHEMPLASTS.NS
543349,ACUTAAS.NS
543350,VIJAYA.NS
543358,SANSERA.NS
543367,PARAS.NS
543374,ABSLAMC.NS
543384,NYKAA.NS
543386,FINOPB.NS
543387,SJS.NS
543389,SIGACHI.NS
543390,POLICYBZR.NS
543396,PAYTM.NS
543397,SAPPHIRE.NS
543398,LATENTVIEW.NS
543399,TARSONS.NS
543401,GOCOLORS.NS
543411,HITECH.NS
543412,STARHEALTH.NS
543413,TEGA.NS
543415,ANANDRATHI.NS
543416,ZODIAC.NS
543417,RATEGAIN.NS
543419,SHRIRAMPPS.NS
543420,JETFREIGHT.NS
543425,MAPMYINDIA.NS
543426,METROBRAND.NS
543427,MEDPLUS.NS
543428,DATAPATTNS.NS
543433,HPAL.NS
543434,SUPRIYA.NS
543441,CMSINFO.NS
543442,BCONCEPTS.NS
543449,WEL.NS
543451,AGSTRA.NS
543458,AWL.NS
543462,DEVIT.NS
543463,MANYAVAR.NS
543470,SOFTTECH.NS
543482,EUREKAFORB.NS
543489,GATEWAY.NS
543490,GMRP&UI.NS
543498,MSUMI.NS
543512,AVROIND.NS
543513,UMAEXPORTS.NS
543514,VERANDA.NS
543517,HARIOMPIPE.NS
543523,CAMPUS.NS
543524,RAINBOW.NS
543525,SILVERTUC.NS
543526,LICI.NS
543527,PRUDENT.NS
543528,VENUSPIPES.NS
543529,DELHIVERY.NS
543530,PARADEEP.NS
543532,ETHOSLTD.NS
543533,EMUDHRA.NS
543534,AETHER.NS
543535,WEWIN.NS
543547,DDEVPLSTIK.NS
543573,SYRMA.NS
543591,DREAMFOLKS.NS
543593,DBOL.NS
543596,TMB.NS
543599,KSOLVES.NS
543600,HARSHA.NS
543614,TIPSFILMS.NS
543626,EMIL.NS
543635,PPLPHARMA.NS
543636,DCI.NS
543638,TRACXN.NS
543643,NARMADA.NS
543644,INFOBEAN.NS
543645,HPIL.NS
543650,DCXINDIA.NS
543652,FUSION.NS
543653,BIKAJI.NS
543654,MEDANTA.NS
543657,ACI.NS
543663,FIVESTAR.NS
543664,KAYNES.NS
543667,INOXGREEN.NS
543668,BBTCL.NS
543669,RUSTOMJEE.NS
543670,VINNY.NS
543671,AAATECH.NS
543686,SIRCA.NS
543687,DHARMAJ.NS
543688,SARVESHWAR.NS
543689,UNIPARTS.NS
543711,SULA.NS
543712,AFSL.NS
543714,LANDMARK.NS
543715,IEL.NS
543720,KFINTECH.NS
543725,ELIN.NS
543732,RADIANTCMS.NS
543743,SAH.NS
543747,KAMOPAINTS.NS
543748,AARTIPHARM.NS
543767,BTML.NS
543768,NSLNISP.NS
543811,AIRAN.NS
543812,DIVGIITTS.NS
543829,GSLSU.NS
543861,USK.NS
543896,AVALON.NS
543898,BLAL.NS
543901,RHL.NS
543904,MANKIND.NS
543910,AVG.NS
543911,ATALREAL.NS
543912,PIGL.NS
543915,PAVNAIND.NS
543917,SIGMA.NS
543918,GHCLTEXTIL.NS
543919,MKPL.NS
543923,IKIO.NS
543929,HMAAGRO.NS
543930,URAVIDEF.NS
543932,IDEAFORGE.NS
543933,CYIENTDLM.NS
543936,SENCO.NS
543940,JIOFIN.NS
543942,UTKARSHBNK.NS
543945,NETWEB.NS
543950,YATHARTH.NS
543952,NIITMTS.NS
543954,ATL.NS
543955,TREL.NS
543957,REDTAPE.NS
543958,VLEGOV.NS
543959,SBFC.NS
543960,CONCORDBIO.NS
543962,DPWIRES.NS
543965,TVSSCS.NS
543969,PYRAMID.NS
543972,AEROFLEX.NS
543974,VPRPL.NS
543977,RISHABH.NS
543978,RATNAVEER.NS
543980,JLHL.NS
543981,RRKABEL.NS
543983,EMSLIMITED.NS
543984,SAMHI.NS
543985,ZAGGLE.NS
543986,SOUTHWEST.NS
543988,NUVAMA.NS
543989,KALAMANDIR.NS
543990,SIGNATURE.NS
543992,YATRA.NS
543994,JSWINFRA.NS
543995,MVGJL.NS
543996,UDS.NS
543998,VALIANTLAB.NS
544003,PLAZACABLE.NS
544004,IRMENERGY.NS
544008,MAXESTATES.NS
544009,BLUEJET.NS
544012,CELLO.NS
544014,HONASA.NS
544020,ESAFSFB.NS
544021,PROTEAN.NS
544022,ASKAUTOLTD.NS
544026,IREDA.NS
544027,FEDFINA.NS
544028,TATATECH.NS
544029,GANDHAR.NS
544030,FLAIR.NS
544042,BAJEL.NS
544044,INDIASHLTR.NS
544045,DOMS.NS
544046,INOXINDIA.NS
544053,MOTISONS.NS
544054,SURAJEST.NS
544055,MUTHOOTMF.NS
544057,HAPPYFORGE.NS
544058,MUFTI.NS
544060,RBZJEWEL.NS
544061,AZAD.NS
544066,SUNCLAY.NS
544067,INNOVACAP.NS
544079,DIGIDRIVE.NS
544081,JYOTICNC.NS
544088,MEDIASSIST.NS
544095,EPACK.NS
544100,NOVAAGRI.NS
544107,BLSE.NS
544111,PARKHOTELS.NS
544117,SIGNPOST.NS
544118,JSFB.NS
544119,RPTECH.NS
544120,CAPITALSFB.NS
544122,ENTERO.NS
544124,VSTL.NS
544129,JUNIPER.NS
544131,GPTHEALTH.NS
544133,EXICOM.NS
544134,PLATIND.NS
544135,MUKKA.NS
544136,RKSWAMY.NS
544138,JGCHEM.NS
544140,GOPAL.NS
544142,SCILAL.NS
544144,PVSL.NS
544149,KRYSTAL.NS
544158,SRM.NS
544161,DPABHUSHAN.NS
544162,BHARTIHEXA.NS
544167,JNKINDIA.NS
544172,INDGN.NS
544174,TBOTEK.NS
544176,AADHARHFC.NS
544179,GODIGIT.NS
544181,AWFIS.NS
544184,BOROSCI.NS
544187,KRONOX.NS
544192,IXIGO.NS
544197,RETAIL.NS
544198,DEEDEV.NS
544200,AFIL.NS
544202,STANLEY.NS
544203,ABDL.NS
544204,VRAJ.NS
544207,RELIABLE.NS
544209,BANSALWIRE.NS
544210,EMCURE.NS
544217,SANSTAR.NS
544222,AKUMS.NS
544223,CEIGALL.NS
544225,OLAELEC.NS
544226,FIRSTCRY.NS
544227,UNIECOM.NS
544230,SSDL.NS
544232,INTERARCH.NS
544233,MFML.NS
544234,GLOBALE.NS
544235,ORIENTTECH.NS
544238,PREMIERENE.NS
544239,ECOSMOBLTY.NS
544240,RAYMONDLSL.NS
544243,STYLEBAAZA.NS
544244,GALAPREC.NS
544246,RVTH.NS
544249,BALAJEE.NS
544250,SANOFICONR.NS
544252,BAJAJHFL.NS
544253,KROSS.NS
544254,TOLINS.NS
544256,PNGJL.NS
544258,WCIL.NS
544260,NORTHARC.NS
544261,ARKADE.NS
544262,MANBA.NS
544263,KRN.NS
544264,DIFFNKG.NS
544271,GARUDA.NS
544273,MGEL.NS
544274,HYUNDAI.NS
544276,DBEIL.NS
544277,WAAREEENER.NS
544278,OCCLLTD.NS
544279,GODAVARIB.NS
544280,AFCONS.NS
544281,ABINFRA.NS
544282,SAGILITY.NS
544283,ACMESOLAR.NS
544285,SWIGGY.NS
544286,NIVABUPA.NS
544288,BLACKBUCK.NS
544289,NTPCGREEN.NS
544290,EIEL.NS
544292,ONESOURCE.NS
544293,SURAKSHA.NS
544294,ROSSTECH.NS
544301,ODIGMA.NS
544302,INNOVANA.NS
544305,MOBIKWIK.NS
544306,SAILIFE.NS
544307,VMM.NS
544309,IKS.NS
544311,IGIL.NS
544314,SANATHAN.NS
544315,CEWATER.NS
544316,DAMCAPITAL.NS
544317,TRANSRAILL.NS
544318,MAMATA.NS
544319,SENORES.NS
544320,CARRARO.NS
544321,VENTIVE.NS
544322,UNIMECH.NS
544325,ITCHOTELS.NS
544328,INDOFARM.NS
544333,SGLTL.NS
544336,QUADFUTURE.NS
544339,LAXMIDENTL.NS
544342,STALLION.NS
544344,SHRIPISTON.NS
544345,DENTA.NS
544350,AGARWALEYE.NS
544355,JUBLCPL.NS
544356,AJAXENGG.NS
544362,HEXT.NS
544364,BAJAJINDEF.NS
544367,QPOWER.NS
544379,PRABHA.NS
544386,SPECTRUM.NS
544390,ENRIN.NS
544396,NPST.NS
544397,ATHERENERG.NS
544402,JASH.NS
544404,BORANA.NS
544405,BELRISE.NS
544407,AEGISVOPAK.NS
544408,THELEELA.NS
544410,PROSTARM.NS
544411,SCODATUBES.NS
544413,DIGITIDE.NS
544414,BLUSPRING.NS
570002,FELDVR.NS
570004,JISLDVREQS.NS
570005,GATECHDVR.NS
590003,KARURVYSYA.NS
590005,VEEDOL.NS
590006,AMRUTANJAN.NS
590013,XPROINDIA.NS
590018,HISARMETAL.NS
590021,BHARATRAS.NS
590024,FACT.NS
590025,GINNIFILA.NS
590030,SPIC.NS
590031,DENORA.NS
590041,KAVVERITEL.NS
590051,SAKSOFT.NS
590056,SALONA.NS
590057,EQUIPPP.NS
590062,ANDHRSUGAR.NS
590065,IMPAL.NS
590066,KCP.NS
590068,KHAITANLTD.NS
590070,RADAAN.NS
590071,SUNDARMFIN.NS
590072,SUNDRMBRAK.NS
590073,WHEELS.NS
590075,LAMBODHARA.NS
590078,MAITHANALL.NS
590086,ORISSAMINE.NS
590134,MADRASFERT.NS
