Company,companyname,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment,Chart_Pattern,Fii_Dii_BUYING
DOLLAR,Dollar Industries Limited,Updates,Dollar Industries Limited has informed the Exchange regarding 'Intimation of Book Closure for 32nd Annual General Meeting (AGM) of the Company'.,03-Jul-2025 20:48:17,https://nsearchives.nseindia.com/corporate/DOLLAR_03072025204746_DIL__Letter_for_closure_of_register_-AGM_2025.pdf,0.8519,0.1581632653061224,0.2801686227321625,0.2146531883276239,Positive,,Fill Dii buy >30cr
DOLLAR,Dollar Industries Limited,Record Date,Dollar Industries Limited has informed the Exchange that Record date for the purpose of Dividend  is 18-Jul-2025.,03-Jul-2025 20:44:13,https://nsearchives.nseindia.com/corporate/DOLLAR_03072025204346_DIL__Letter_for_closure_of_register_-AGM_2025.pdf,0.8519,0.1761904761904762,0.3461099565029144,0.2347460560702142,Positive,,Fill Dii buy >30cr
AWL,AWL Agri Business Limited,General Updates,AWL Agri Business Limited has informed the Exchange about quarterly updates for Q1FY26,03-Jul-2025 20:09:25,https://nsearchives.nseindia.com/corporate/AWL_03072025200839_SEQuarterlyupdatesletter.pdf,0.9942,0.1180113265729704,0.3870857954025268,0.3689133381832791,Positive,,Fill Dii buy >30cr
RRKABEL,R R Kabel Limited,Disclosure under SEBI Takeover Regulations,"R R Kabel Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",03-Jul-2025 19:02:54,https://nsearchives.nseindia.com/corporate/team_bbodade_05052025162820_RRKABEL.pdf,0.9485,0.1946428571428571,0.219527468085289,0.2309983273105962,Positive,,Fill Dii buy >30cr
RAMRAT,Ram Ratna Wires Limited,Disclosure under SEBI Takeover Regulations,"Ram Ratna Wires Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",03-Jul-2025 19:00:35,https://nsearchives.nseindia.com/corporate/team_bbodade_05052025162136_RAMRAT.pdf,0.9432,0.1380952380952381,0.1584970653057098,0.2030558488022713,Positive,,Fill Dii buy >30cr
PCJEWELLER,PC Jeweller Limited,Updates,"PC Jeweller Limited has informed the Exchange regarding 'Business update for quarter ended June 30, 2025'.",03-Jul-2025 18:57:09,https://nsearchives.nseindia.com/corporate/PCJEWELLER_03072025185631_BusinessUpdate.pdf,0.9913,0.1358294930875576,0.8891207575798035,0.6972710376616178,Positive,,Fill Dii buy >30cr
SIMPLEXINF,Simplex Infrastructures Limited,General Updates,Simplex Infrastructures Limited has informed the Exchange about General Updates,03-Jul-2025 18:34:08,https://nsearchives.nseindia.com/corporate/SIMPLEXINF_03072025183334_intimationforltradingapprovallodr.pdf,0.9799,0.0196110262286732,0.3338454663753509,0.2323635428669467,Positive,,Fill Dii buy >30cr
LLOYDSME,Lloyds Metals And Energy Limited,General Updates,Intimation of credit of equity shares of Thriveni Earthmovers and Infra Private Limited,03-Jul-2025 18:02:15,https://nsearchives.nseindia.com/corporate/LLOYDSME_03072025180020_20250703IntimationofCreditofSharesTEIL.pdf,0.9764,0.0336134453781512,0.4212352037429809,0.2561582226945573,Positive,,Fill Dii buy >30cr
GKWLIMITED,GKW Limited,General Updates,"Communication to Holders of Physical shares under Regulation 36(1)(b) of the SEBI (Listing Obligations & Disclosure Requirements) Regulations, 2015 and SEBI Master Circular for Registrars to an Issue and Share Transfer Agents dated 23rd June, 2025.",03-Jul-2025 17:39:34,https://nsearchives.nseindia.com/corporate/GKWLIMITED_03072025173913_NSE_KYCLETTER_03072025.pdf,0.9786,0.0575595238095238,0.2809316515922546,0.2263983760572615,Positive,,
BIGBLOC,Bigbloc Construction Limited,General Updates,"Bigbloc Construction Limited has informed the Exchange about Investor Presentation on Audited Results for the year ended on 31st March, 2025",03-Jul-2025 17:30:29,https://nsearchives.nseindia.com/corporate/BIGBLOC_03072025172922_BSENSE_IP.pdf,0.9313,0.0961904761904761,0.2558290064334869,0.2163042318486032,Positive,,Fill Dii buy >30cr
