Company,companyname,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment,Chart_Pattern,Fii_Dii_BUYING
JKCEMENT,JK Cement Limited,Updates,JK Cement Limited has informed the Exchange regarding 'Intimation regarding letter dispatch to shareholders'.,30-Jun-2025 18:41:31,https://nsearchives.nseindia.com/corporate/JKCEMENT_30062025184120_intimation_letter.pdf,0.9724,0.0694444444444444,0.3042835295200348,0.2330622389011913,Positive,,Fill Dii buy >30cr
KPIL,Kalpataru Projects International Limited,Press Release,"Kalpataru Projects International Limited has informed the Exchange regarding a press release dated Jun 30, 2025, titled ""KPIL AWARDED NEW ORDERS OF RS. 989 CRORES"".",30-Jun-2025 18:24:17,https://nsearchives.nseindia.com/corporate/KALPATPOWR_30062025182343_SEIntimationPR30062025.pdf,0.9922,0.0814898989898989,0.6801532506942749,0.3344420645376649,Positive,"Resistance Breakout, Volume Spike",Fill Dii buy >30cr
SWELECTES,Swelect Energy Systems Limited,Updates,Swelect Energy Systems Limited has informed the Exchange regarding 'The Board has approved the notice of  30th AGM of the Company to be held on 25th July 2025'.,30-Jun-2025 18:22:43,https://nsearchives.nseindia.com/corporate/SWELECTES_30062025182210_outcome3006sd.pdf,0.9967,0.0696926406926407,0.1879536807537078,0.2101048093499044,Positive,,Fill Dii buy >30cr
HINDZINC,Hindustan Zinc Limited,Press Release,"Hindustan Zinc Limited has informed the Exchange regarding a press release dated Jun 30, 2025, titled ""'Hindustan Zinc s contributed nearly INR 90,000crores to exchequer in last 5 years, INR 18,963 crores in FY 25. "".",30-Jun-2025 16:45:09,https://nsearchives.nseindia.com/corporate/HINDZINCNSE_30062025164455_SEintimation_PR_TTR.pdf,0.9917,0.083435960591133,0.547308623790741,0.3014530094504944,Positive,,Fill Dii buy >30cr
EXXARO,Exxaro Tiles Limited,Updates,Exxaro Tiles Limited has informed the Exchange regarding 'on the solar plant for captive consumption our plant'.,30-Jun-2025 16:24:21,https://nsearchives.nseindia.com/corporate/EXXARO_30062025162412_intimation.pdf,0.9955,0.0972460317460317,0.5243335366249084,0.2814019184082273,Positive,"Resistance Breakout, Volume Spike",Fill Dii buy >30cr
INDGN,Indegene Limited,Press Release,"Indegene Limited has informed the Exchange regarding a press release dated Jun 30, 2025, titled ""Indegene Identified as a Leader in ISG s Provider Lens  Evaluation for Life Sciences Digital Services in Commercial Operations - Digital Evolution (Service Providers) Quadrant 2025 "".",30-Jun-2025 16:13:21,https://nsearchives.nseindia.com/corporate/INDEGENE_30062025160745_Intimation_Reg30_.pdf,0.9944,0.1024140211640211,0.1864994168281555,0.3054308818876428,Positive,,
IDEA,Vodafone Idea Limited,Press Release,"Vodafone Idea Limited has informed the Exchange regarding a press release dated 30 June 2025, titled ""Vi set to launch 5G in 23 cities"".",30-Jun-2025 15:41:54,https://nsearchives.nseindia.com/corporate/IDEA_30062025154019_SEIntimationPressRelease30062025s.pdf,0.997,0.2026747062461348,0.6965464949607849,0.4638128703550228,Positive,,Fill Dii buy >30cr
HCLTECH,HCL Technologies Limited,Updates,HCL Technologies Limited has informed the Exchange regarding 'Release - HCLTech and OpenAI collaborate to drive enterprise-scale AI adoption'.,30-Jun-2025 15:35:47,https://nsearchives.nseindia.com/corporate/HCLTECH_30062025153532_Release30June2025-signed.pdf,0.9899,0.056082251082251,0.3569386005401611,0.3321184098800798,Positive,,Fill Dii buy >30cr
AKSHARCHEM,AksharChem India Limited,General Updates,AksharChem India Limited has informed the Exchange about Capacity Expansion at Precipitated Silica plant of the Company.,30-Jun-2025 15:05:21,https://nsearchives.nseindia.com/corporate/AKSHARCHEM_30062025150502_Update.pdf,0.9951,0.2092291042291042,0.8847119808197021,0.7117946249832001,Positive,"Resistance Breakout, Volume Spike",Fill Dii buy >30cr
AUBANK,AU Small Finance Bank Limited,General Updates,AU Small Finance Bank Partners with LIC to Expand Life Insurance Access Across India,30-Jun-2025 14:35:20,https://nsearchives.nseindia.com/corporate/SUMIT1_30062025143124_LIC_partnership_Disclosure.pdf,0.9886,0.0022005772005772,0.3512409925460815,0.4700702143432946,Positive,,
INSPIRISYS,Inspirisys Solutions Limited,Updates,Inspirisys Solutions Limited has informed the Exchange regarding 'Company certified as Great Place To Work'.,30-Jun-2025 14:28:08,https://nsearchives.nseindia.com/corporate/INSPIRISYS_30062025142756_ISLReg30GreatPlaceWork.pdf,0.9962,0.3984848484848484,0.8247143626213074,0.2606076580257127,Positive,"Resistance Breakout, Volume Spike",Fill Dii buy >30cr
