Company,companyname,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment,Chart_Pattern,Fii_Dii_BUYING
CYIENT,Cyient Limited,Updates,Cyient Limited has informed the Exchange regarding 'Business Responsibility and Sustainability Report''.,24-Jun-2025 19:06:50,https://nsearchives.nseindia.com/corporate/CYIENT_24062025190500_24062025Annualreportsigned.pdf,0.9958,0.1513044405089859,0.1355444490909576,0.2131156506678868,Positive,,Fill Dii buy >30cr
CYIENT,Cyient Limited,Shareholders meeting,"Cyient Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on July 16, 2025",24-Jun-2025 19:01:28,https://nsearchives.nseindia.com/corporate/CYIENT_24062025190008_24062025Annualreportsigned.pdf,0.9958,0.1490532307198973,0.1440161913633346,0.2147720253561205,Positive,,Fill Dii buy >30cr
SFL,Sheela Foam Limited,General Updates,Sheela Foam Limited has informed the Exchange about  Letter Sent To Members,24-Jun-2025 18:35:05,https://nsearchives.nseindia.com/corporate/SFL_24062025183435_NONEMAIL.pdf,0.9638,0.060922619047619,0.3041064739227295,0.2291668285733178,Positive,,Fill Dii buy >30cr
LLOYDSME,Lloyds Metals And Energy Limited,General Updates,Update on completion of Acquisition of Equity Stake in HR Godavari Private Limited,24-Jun-2025 18:00:10,https://nsearchives.nseindia.com/corporate/LLOYDSME_24062025175924_IntimationofHRGodavariShareTransfer.pdf,0.93,0.0707142857142857,0.5412614345550537,0.2821978979791914,Positive,,Fill Dii buy >30cr
AKUMS,Akums Drugs and Pharmaceuticals Limited,Updates,Akums Drugs and Pharmaceuticals Limited has informed the Exchange regarding 'Business stability and Sustainability Report '.,24-Jun-2025 17:47:54,https://nsearchives.nseindia.com/corporate/NSEAKUMS10_24062025174737_AKUMSANNUALREPORT202425signed.pdf,0.9991,0.1327180535513868,0.8413277268409729,0.2022806147757909,Positive,,Fill Dii buy >30cr
SHK,S H Kelkar and Company Limited,Updates,S H Kelkar and Company Limited has informed the Exchange regarding Communication to Shareholders: Dividend for FY 2024-25   Intimation on Tax Deduction at Source (TDS) / withholding tax on Dividend.,24-Jun-2025 17:16:53,https://nsearchives.nseindia.com/corporate/9152077850_24062025171528_SHKCommunicationtoshareholdersTDS2025.pdf,0.9578,0.067063492063492,0.2881869375705719,0.2249130984909951,Positive,,Fill Dii buy >30cr
AKUMS,Akums Drugs and Pharmaceuticals Limited,Shareholders meeting,"Akums Drugs and Pharmaceuticals Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on July 18, 2025",24-Jun-2025 16:19:22,https://nsearchives.nseindia.com/corporate/NSEAKUMS10_24062025161827_AKUMSANNUALREPORT202425signed.pdf,0.9991,0.1312140889413617,0.8470244407653809,0.2036314337779574,Positive,,Fill Dii buy >30cr
MAHLIFE,Mahindra Lifespace Developers Limited,Updates,Mahindra Lifespace Developers Limited has informed the Exchange regarding 'Communication to Shareholders: Dividend for FY 2024-25   Intimation on Tax Deduction at Source (TDS) / withholding tax on Dividend'.,24-Jun-2025 15:30:23,https://nsearchives.nseindia.com/corporate/MAHLIFE1_24062025153014_IntimationTDS.pdf,0.9928,0.009715821812596,0.2100383639335632,0.2026582628150873,Positive,,Fill Dii buy >30cr
INFY,Infosys Limited,Updates,Infosys Limited has informed the Exchange regarding 'Infosys Announces Strategic Collaboration with Zoetis to Enhance Digital Capabilities'.,24-Jun-2025 15:29:00,https://nsearchives.nseindia.com/corporate/Infosys_24062025152848_PR_24062025.pdf,0.9926,0.1118804664723032,0.7480341792106628,0.457492180334952,Positive,,
PDSL,PDS Limited,Copy of Newspaper Publication,PDS Limited has informed the Exchange about Copy of Newspaper Publication,24-Jun-2025 15:22:46,https://nsearchives.nseindia.com/corporate/PDSL_24062025152229_Ltr_NewspaperadPredispatch_24062025_sd.pdf,0.9937,0.1272927689594356,0.1972852051258087,0.223210630763418,Positive,,
QPOWER,Quality Power Electrical Equipments Limited,Press Release,"Quality Power Electrical Equipments Limited has informed the Exchange regarding a press release dated Jun 24, 2025, titled ""Press Release on Ground Breaking Ceremony of New Global Coil Factory at MIDC Sangli"".",24-Jun-2025 15:02:32,https://nsearchives.nseindia.com/corporate/QPOWER1234_24062025150119_IntimationofPressReleaseofNewCoilFactory24062025Sign.pdf,0.9826,0.0823685064935065,0.2657783925533294,0.2285808879380103,Positive,,Fill Dii buy >30cr
TVSMOTOR,TVS Motor Company Limited,Credit Rating,TVS Motor Company Limited has informed the Exchange about Credit Rating,24-Jun-2025 14:12:45,https://nsearchives.nseindia.com/corporate/TVSMOTOR_24062025141145_NSEBSEIntimation.pdf,0.9992,0.0950200989486703,0.1141345426440239,0.2973001120900723,Positive,,Fill Dii buy >30cr
CYIENT,Cyient Limited,Press Release,"Cyient Limited has informed the Exchange regarding a press release dated Jun 24, 2025, titled ""Vodafone and Cyient unveil AI-Powered Network Configuration Management Solution to deliver Data driven, Smarter Network Operations"".",24-Jun-2025 13:00:51,https://nsearchives.nseindia.com/corporate/CYIENT_24062025125957_24062025PRSigned.pdf,0.9978,0.2518939393939394,0.6171949505805969,0.441310479105151,Positive,,Fill Dii buy >30cr
HCLTECH,HCL Technologies Limited,Updates,"HCL Technologies Limited has informed the Exchange regarding 'Release - HCLTech and AMD forge strategic alliance to develop future-ready solutions across AI, digital and cloud'.",24-Jun-2025 12:25:52,https://nsearchives.nseindia.com/corporate/HCLTECH_24062025122538_Release24June2025signed.pdf,0.996,0.0783342953342953,0.2860019505023956,0.336069760428439,Positive,,Fill Dii buy >30cr
DELHIVERY,Delhivery Limited,Updates,Delhivery Limited has informed the Exchange regarding 'Press Release- Delhivery Boosts Capacity with Gateway Hub Expansion'.,24-Jun-2025 11:55:18,https://nsearchives.nseindia.com/corporate/DELHIVERYLTD_24062025115456_PR_Final.pdf,0.9978,0.0734748276414943,0.5419411063194275,0.3990518901956014,Positive,Volume Spike,
THOMASCOOK,Thomas Cook  (India)  Limited,Press Release,"Thomas Cook  (India)  Limited has informed the Exchange regarding a press release dated Jun 24, 2025, titled ""CRISIL upgrades Thomas Cook India Group s ratings to CRISIL AA/Stable/CRISIL A1+ Highest rating for a travel & tourism company in India"".",24-Jun-2025 11:27:36,https://nsearchives.nseindia.com/corporate/THOMASCOOK_24062025112504_Press_release.pdf,0.998,0.169905869324474,0.4411824643611908,0.5937767543648651,Positive,,Fill Dii buy >30cr
ADANIENT,Adani Enterprises Limited,Press Release,"Adani Enterprises Limited has informed the Exchange regarding a press release dated Jun 24, 2025, titled ""Adani Airports Secures USD 1 Billion financing from Global Investors for Mumbai International Airport"".",24-Jun-2025 11:19:46,https://nsearchives.nseindia.com/corporate/nishant_joshi_adani_com_24062025111931_AELIntimationforMediaRelease24062025.pdf,0.9971,0.0586048454469507,0.1742254048585891,0.2045537329341186,Positive,,Fill Dii buy >30cr
RATEGAIN,Rategain Travel Technologies Limited,Press Release,"Rategain Travel Technologies Limited has informed the Exchange regarding a press release dated Jun 24, 2025, titled ""Press Release on ""RateGain appoints Sanchit Garg as EVP & GM to Lead Global Rev-AI & Car Business"""".",24-Jun-2025 10:54:31,https://nsearchives.nseindia.com/corporate/RATEGAIN_24062025105413_PR24062025.pdf,0.9956,0.1278891594516594,0.2837281823158264,0.2469835831425063,Positive,,Fill Dii buy >30cr
BIOCON,Biocon Limited,Press Release,"Biocon Limited has informed the Exchange regarding a press release dated Jun 24, 2025, titled ""Biocon Biologics Collaborates with National Cancer Society MalaysiaRolls Out Patient Assistance Program to Expand Affordable Access to Biosimilars"".",24-Jun-2025 08:55:44,https://nsearchives.nseindia.com/corporate/Biocon2_24062025085406_SEPressrelase-24062025.pdf,0.9001,0.1490842953342953,0.2702613472938537,0.5201508962418886,Positive,,Fill Dii buy >30cr
544354,Solarium Green Energy Ltd,"We are pleased to Inform that our Company has received work order of Rs. 35,32,50,000/- (approx.) exclusive of GST from Kirloskar Solar Technologies Private Limited dated June 17, 2025 .... Read More..",24-06-2025 21:00:06,https://www.bseindia.com/xml-data/corpfiling/AttachLive/46640f8d-b100-4c83-9081-e3faa9917a7b.pdf,Announcement under Regulation 30 (LODR)-Award_of_Order_Receipt_of_Order,0.3612,0.2321428571428571,0.9277456998825072,0.3352858752744538,Positive,,
