Company,companyname,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment,Chart_Pattern,Fii_Dii_BUYING
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,Investor Presentation,JB Chemicals & Pharmaceuticals Limited has informed the Exchange about Investor Presentation,30-Jun-2025 13:33:43,https://nsearchives.nseindia.com/corporate/JBCHEPHARM_30062025133259_NSE_Presentation30062025.pdf,0.9966,0.0515567765567765,0.0706724002957344,0.4771089209623418,Positive,,Fill Dii buy >30cr
RAINBOW,Rainbow Childrens Medicare Limited,General Updates,Rainbow Childrens Medicare Limited has informed the Exchange about Updates on Acquisition.,01-Jul-2025 20:17:17,https://nsearchives.nseindia.com/corporate/RAINBOWUSER_01072025201646_UpdateonAcquisition.pdf,0.9667,0.0331168831168831,0.2267248630523681,0.2049858151113832,Positive,,
LAURUSLABS,Laurus Labs Limited,Credit Rating,Laurus Labs Limited has informed the Exchange about Credit Rating,01-Jul-2025 19:35:44,https://nsearchives.nseindia.com/corporate/LAURUSLABS_01072025193523_Creditrating01072025.pdf,0.9821,-0.0303571428571428,0.2317193746566772,0.2972396371644256,Positive,,
HEROMOTOCO,Hero MotoCorp Limited,Press Release,Please find enclosed herewith a copy of the Press Release being issued by the Company.,01-Jul-2025 19:30:52,https://nsearchives.nseindia.com/corporate/HEROMOTO_01072025192047_StxintimationPR01072025.pdf,0.9974,0.1342951839826839,0.7295342683792114,0.4585909190600444,Positive,,
SPECIALITY,Speciality Restaurants Limited,Updates,Speciality Restaurants Limited has informed the Exchange regarding 'Intimation of Tax Deduction on Dividend'.,01-Jul-2025 19:14:55,https://nsearchives.nseindia.com/corporate/SPECIALITY_01072025191201_BSENSELETTERDATED01072025.pdf,0.9682,0.0589512637899734,0.2261301875114441,0.2103759825238867,Positive,,
ZENSARTECH,Zensar Technologies Limited,General Updates,"Zensar Technologies Limited has informed the Exchange that in compliance with Regulation 36(1)(b) of the SEBI Listing Regulations, a letter providing weblink of Company s website where the Integrated Annual Report for FY 2024-25 has been uploaded and the same can be accessed by the Shareholders.",01-Jul-2025 19:03:07,https://nsearchives.nseindia.com/corporate/ZENSARTECH_01072025190245_SEIntimationLetter.pdf,0.9565,0.0527210884353741,0.4463736712932586,0.2612798552922651,Positive,,
ONEPOINT,One Point One Solutions Limited,Press Release,"One Point One Solutions Limited has informed the Exchange regarding a press release dated July 01, 2025, titled ""Press Release on achieving prestigious CMMI V3.0 Maturity Level 3 Certification by One Point One Solutions Ltd. for Development and Services"".",01-Jul-2025 19:02:20,https://nsearchives.nseindia.com/corporate/ONEPOINT_01072025190105_ONEPOINT.pdf,0.9972,0.0740783410138248,0.5770804286003113,0.4080347218765092,Positive,,
KIRLPNU,Kirloskar Pneumatic Company Limited,Updates,Kirloskar Pneumatic Company Limited has informed the Exchange regarding 'Communication to Shareholders regarding the web link of Annual report for FY 2024-25'.,01-Jul-2025 17:58:41,https://nsearchives.nseindia.com/corporate/revatideshpande_01072025175834_SEDisclosure.pdf,0.9274,0.0615178571428571,0.3401262462139129,0.2291938233392579,Positive,,
LLOYDSME,Lloyds Metals And Energy Limited,Updates,Intimation for Operational Update for Q1FY26,01-Jul-2025 17:14:45,https://nsearchives.nseindia.com/corporate/LLOYDSME_01072025171357_20250701_Intimation_for_Operational_Update_Q1.pdf,0.995,0.138020313020313,0.685688316822052,0.3024125457278419,Positive,,
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,Updates,Apeejay Surrendra Park Hotels Limited has informed the Exchange regarding 'Press Release regarding signing of Management Agreements for THE Park Jaipur andZone by The Park Govardhan'.,01-Jul-2025 16:29:19,https://nsearchives.nseindia.com/corporate/ASPHL_01072025162807_Intimation_Press_Release.pdf,0.996,0.1358004240657302,0.6492788791656494,0.3399546440534872,Positive,,
