Company,companyname,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment,Chart_Pattern,Fii_Dii_BUYING
JSWENERGY,JSW Energy Limited,General Updates,JSW Energy Limited has informed the Exchange about Battery Energy Storage Purchase Agreements with Rajasthan Vidyut Utpadan Nigam Limited,01-Jul-2025 16:22:42,https://nsearchives.nseindia.com/corporate/RITESHJSWEL_01072025162223_LettertobsenseBESPA.pdf,0.9947,0.0791269841269841,0.1478766798973083,0.2014714801088212,Positive,,
WELSPUNLIV,Welspun Living Limited,Commencement of commercial production/operations,Welspun Living Limited has informed the Exchange about Commencement of commercial production.,01-Jul-2025 15:41:23,https://nsearchives.nseindia.com/corporate/WELSPUNIND_01072025154026_commencement_of_plant_WHSL_01072025_signed.pdf,0.4215,0.0803571428571428,0.8548304438591003,0.3203445085627692,Positive,,
LTIM,LTIMindtree Limited,Press Release,"LTIMindtree Limited has informed the Exchange regarding a press release dated July 01, 2025, titled ""LTIMindtree Launches GCC-as-a-Service.""",01-Jul-2025 15:26:20,https://nsearchives.nseindia.com/corporate/LTI_01072025152605_IntimationSEsigned.pdf,0.9983,0.1389880952380952,0.343693733215332,0.2701014603523981,Positive,,
ATHERENERG,Ather Energy Limited,Updates,"Ather Energy Limited has informed the Exchange regarding 'Press release titled  Ather Energy introduces the Rizta S with a 3.7kWh battery pack, offering an IDC range of 159 km. '.",01-Jul-2025 14:50:24,https://nsearchives.nseindia.com/corporate/ATHERENERGY_01072025144902_PressReleaseJuly012025toupload.pdf,0.9978,0.2149165120593692,0.8344935774803162,0.2635330873821574,Positive,,
PGIL,Pearl Global Industries Limited,Copy of Newspaper Publication,Pearl Global Industries Limited has informed the Exchange about Copy of Newspaper Publication regarding the Notice of 36th Annual General Meeting,01-Jul-2025 14:38:23,https://nsearchives.nseindia.com/corporate/PGIL_01072025143806_Newspaper_Publication.pdf,0.9803,0.0197127525252525,0.3765802681446075,0.2435262177952612,Positive,,
LLOYDSME,Lloyds Metals And Energy Limited,General Updates,Intimation of completion of acquisition of Thriveni Earthmovers and Infra Private Limited,01-Jul-2025 14:02:30,https://nsearchives.nseindia.com/corporate/LLOYDSME_01072025140151_20250701_Intimation_of_update_on_TEIL.pdf,0.9939,0.0366250102099158,0.5381640791893005,0.2903466365968462,Positive,,
TVSMOTOR,TVS Motor Company Limited,Monthly Business Updates,TVS Motor Company Limited has informed the Exchange regarding Monthly Business Updates for the month of June 2025,01-Jul-2025 13:46:53,https://nsearchives.nseindia.com/corporate/TVSMOTOR_01072025134540_NSEBSEIntimation_sd.pdf,0.9967,0.1407936507936508,0.2552031278610229,0.3411207982368208,Positive,,
CLSEL,Chaman Lal Setia Exports Limited,Disclosure under SEBI Takeover Regulations," Vijay Kumar Setia has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",01-Jul-2025 12:37:56,https://nsearchives.nseindia.com/corporate/team_bbodade_25042025163740_Chamanlal.pdf,0.9935,0.22,0.129207044839859,0.2247290464043618,Positive,,
HUHTAMAKI,Huhtamaki India Limited,Disclosure under SEBI Takeover Regulations,"Huhtavefa BV has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",01-Jul-2025 12:11:01,https://nsearchives.nseindia.com/corporate/team_sandeshc_25042025134612_31.pdf,0.9485,0.0880952380952381,0.2373824566602707,0.2143288790654569,Positive,,
RATEGAIN,Rategain Travel Technologies Limited,Press Release,"Rategain Travel Technologies Limited has informed the Exchange regarding a press release dated July 01, 2025, titled ""RateGain Integrates with Cloudbeds to Enhance Hospitality Distribution with AI-Powered Capabilities"".",01-Jul-2025 11:31:44,https://nsearchives.nseindia.com/corporate/RATEGAIN_01072025112934_PR01072025.pdf,0.9968,0.2461076280041797,0.4186817109584808,0.5733842309746,Positive,,
MAXIND,Max India Limited,Press Release,"Max India Limited has informed the Exchange regarding a press release dated July 01, 2025, titled ""Antara Senior Care Improves Access to Transition Care for Recovering Seniors, Introduces Cashless Insurance Cover at its Care Homes"".",01-Jul-2025 10:33:21,https://nsearchives.nseindia.com/corporate/MAXIND_01072025103311_pressrelease01072025.pdf,0.9993,0.1071953781512605,0.3436760902404785,0.2437731587820694,Positive,,
KUANTUM,Kuantum Papers Limited,Updates,Kuantum Papers Limited has informed the Exchange regarding 'Intimation regarding successful start-up of Paper Machine 4 post-rebuild'.,01-Jul-2025 10:30:34,https://nsearchives.nseindia.com/corporate/KUANTUM_01072025103018_PAPERMACHINERESTART01072025.pdf,0.9719,0.1573412698412698,0.675051748752594,0.3053740591745528,Positive,,
RUSTOMJEE,Keystone Realtors Limited,General Updates,Keystone Realtors Limited has informed the Exchange about General Updates,01-Jul-2025 10:02:31,https://nsearchives.nseindia.com/corporate/RUSTOMJEE_01072025100221_GTB.pdf,0.9923,0.0916519086973632,0.4939947128295898,0.2899084408882611,Positive,,
REMSONSIND,Remsons Industries Limited,Press Release,"Remsons Industries Limited has informed the Exchange regarding a press release dated July 01, 2025, titled ""Remsons Industries Limited has been Great Place to Work®- certified for Fourth Consecutive Year in India"".",01-Jul-2025 09:55:09,https://nsearchives.nseindia.com/corporate/REMSONSIND_01072025095501_GPW.pdf,0.9995,0.3453071083505866,0.8753948211669922,0.2382483265773439,Positive,,
JTLIND,JTL INDUSTRIES LIMITED,Updates,JTL INDUSTRIES LIMITED has informed the Exchange regarding 'Q1 FY26 Business Performance Update'.,01-Jul-2025 08:59:13,https://nsearchives.nseindia.com/corporate/JTLIND_01072025085900_PerformanceUpdate30062025.pdf,0.9943,0.0854029304029304,0.7492152452468872,0.6529537346592884,Positive,,
