Company,companyname,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment,Chart_Pattern,Fii_Dii_BUYING
HITECHCORP,Hitech Corporation Limited,Record Date,Hitech Corporation Limited has informed the Exchange that Record date for the purpose of Dividend  is 18-Jul-2025.,25-Jun-2025 12:53:06,https://nsearchives.nseindia.com/corporate/HITECHCORP_25062025125000_IntimationofAGM.pdf,0.8519,0.021343537414966,0.4142435491085052,0.2208115685035582,Positive,,Fill Dii buy >30cr
HITECHCORP,Hitech Corporation Limited,Updates,"Hitech Corporation Limited has informed the Exchange regarding 'Intimation of 34th Annual General Meeting, Record Date for Dividend and other relevant information'.",25-Jun-2025 12:35:50,https://nsearchives.nseindia.com/corporate/HITECHCORP_25062025123500_IntimationofAGM.pdf,0.8519,0.0297619047619047,0.3872824609279632,0.2157551666231382,Positive,,Fill Dii buy >30cr
URAVIDEF,Uravi Defence and Technology Limited,Press Release,"Uravi Defence and Technology Limited has informed the Exchange regarding a press release dated Jun 25, 2025, titled ""Uravi Defence & Technology Ltd Acquired Stake in UK Based SPAFAX International Holdings/ SPAFAX International Ltd, Strengthening Global Strategic Position."".",25-Jun-2025 12:36:39,https://nsearchives.nseindia.com/corporate/URAVI_25062025123602_pressreleasefinalsigned.pdf,0.9973,0.0531970046082949,0.2740780115127563,0.2285482946975989,Positive,Volume Spike,
HITECHCORP,Hitech Corporation Limited,Updates,Hitech Corporation Limited has informed the Exchange regarding ' Date of payment of dividend'.,25-Jun-2025 13:10:09,https://nsearchives.nseindia.com/corporate/HITECHCORP_25062025131000_IntimationofAGM.pdf,0.8519,0.021343537414966,0.5226325988769531,0.2479063454319831,Positive,,
WHEELS,Wheels India Limited,Disclosure under SEBI Takeover Regulations,"Sundaram Finance Holdings Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",25-Jun-2025 19:42:56,https://nsearchives.nseindia.com/corporate/team_bbodade_21052025153311_WHEELS.pdf,0.765,0.0294642857142857,0.5432000756263733,0.2336815027679716,Positive,"Resistance Breakout, Volume Spike",
BPCL,Bharat Petroleum Corporation Limited,Disclosure under SEBI Takeover Regulations,"Bharat Petroleum Corporation Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",25-Jun-2025 19:41:37,https://nsearchives.nseindia.com/corporate/team_sandeshc_21052025125752_5.pdf,0.891,-0.0085714285714285,0.3321070969104767,0.2040673522523471,Positive,,
JASH,Jash Engineering Limited,Disclosure under SEBI Takeover Regulations,"Jash Engineering Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",25-Jun-2025 19:41:05,https://nsearchives.nseindia.com/corporate/team_sandeshc_21052025122832_6.pdf,0.7717,0.0761904761904762,0.5377973914146423,0.2426694668554125,Positive,"Resistance Breakout, Volume Spike",
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,Disclosure under SEBI Takeover Regulations,"Maha Rashtra Apex Corporation Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",25-Jun-2025 19:36:10,https://nsearchives.nseindia.com/corporate/team_bbodade_22042025162716_maha.pdf,0.9451,0.2257142857142857,0.2043626457452774,0.2327393494869982,Positive,,Fill Dii buy >30cr
TEJASNET,Tejas Networks Limited,Press Release,"Tejas Networks Limited has informed the Exchange regarding a press release dated Jun 25, 2025, titled ""Rakuten Symphony and Tejas Networks announce partnership to drive Global Expansion through Interoperable 5G Solutions"".",25-Jun-2025 18:20:44,https://nsearchives.nseindia.com/corporate/TEJASNET_25062025181813_PR_Rakuten.pdf,0.9814,0.1206385281385281,0.5588427186012268,0.3092174783051272,Positive,Resistance Breakout,Fill Dii buy >30cr
SARLAPOLY,Sarla Performance Fibers Limited,General Updates,Announcement under Regulation 30 (LODR)-Dividend Updates - Final Dividend - Approved by the members of the Company.,25-Jun-2025 18:15:52,https://nsearchives.nseindia.com/corporate/SARLAPOLY_25062025181542_SEIntimation_Declaration_of_Dividend_signed.pdf,0.9738,-0.011038961038961,0.3353063762187958,0.2250846805242749,Positive,,Fill Dii buy >30cr
UNIVASTU,Univastu India Limited,Updates,Univastu India Limited has informed the Exchange regarding 'Updates to shareholders about UNIVASTU s subsidiary  Univastu Bootes Infra LLP projects'.,25-Jun-2025 17:42:46,https://nsearchives.nseindia.com/corporate/UNIVASTU_25062025174229_Letter_to_NSE_regarding_UBILLP.pdf,0.8779,0.1126373626373626,0.6805111765861511,0.3121374907569571,Positive,,Fill Dii buy >30cr
CARTRADE,Cartrade Tech Limited,Investor Presentation,Cartrade Tech Limited has informed the Exchange about Investor Presentation,25-Jun-2025 16:30:46,https://nsearchives.nseindia.com/corporate/CARTRADE_25062025163035_Investor_Presentation.pdf,0.9989,0.1372953561589925,0.1340867131948471,0.2107122225949328,Positive,"Resistance Breakout, Volume Spike",
VISAKAIND,Visaka Industries Limited,General Updates,Communication to Shareholders - intimation on Tax Deduction on Dividend,25-Jun-2025 16:14:30,https://nsearchives.nseindia.com/corporate/VISAKAIND_25062025161416_Reg3025062025.pdf,0.9538,0.0551445578231292,0.2560918927192688,0.2135044417837039,Positive,,Fill Dii buy >30cr
LTTS,L&T Technology Services Limited,Press Release,"L&T Technology Services Limited has informed the Exchange regarding a press release dated Jun 25, 2025, titled ""L&T Technology Services Awarded USD 50 Million plus Agreement by Global Energy Major in Sustainability segment."".",25-Jun-2025 08:55:49,https://nsearchives.nseindia.com/corporate/LTTS_25062025085538_PressReleaseDSC.pdf,0.9969,0.0695300267108777,0.2297130078077316,0.2206411004318495,Positive,Resistance Breakout,Fill Dii buy >30cr
LTTS,L&T Technology Services Ltd,Announcement under Regulation 30 (LODR)-Press Release / Media Release,"Pursuant to Reg 30 of the SEBI (LODR) Regulations, 2015, please find attached the copy of the press release.",25-06-2025 08:49:17,https://www.bseindia.com/xml-data/corpfiling/AttachLive/cd18c7e8-6c73-46ff-a29d-a331f5fb597c.pdf,0.9965,0.0744736324281778,0.3253031373023987,0.2453800040191668,Positive,Resistance Breakout,Fill Dii buy >30cr
GATECH,GACM Technologies Limited,Updates,"GACM Technologies Limited has informed the Exchange regarding 'Disclosure under Regulation 30 of SEBI (LODR) Regulations, 2015 : Strategic Acquisition of 30% Stake in WEXL Education Private Limited",25-Jun-2025 10:54:22,https://nsearchives.nseindia.com/corporate/STAMPEDE_25062025105409_GACM_wexl_LODR_Announcement.pdf,0.9493,0.000268817204301,0.5357612371444702,0.2737924449479708,Positive,"Resistance Breakout, Volume Spike",
STARHEALTH,Star Health and Allied Insurance Company Limited,Press Release,"Star Health and Allied Insurance Company Limited has informed the Exchange regarding a press release dated Jun 25, 2025, titled ""Star Health Insurance Partners with Medi Assist to Transform Claims through AI and Digital Innovation"".",25-Jun-2025 10:21:05,https://nsearchives.nseindia.com/corporate/STARHEALTH_25062025101705_PR25Jun25.pdf,0.9951,0.1662414965986395,0.4022940397262573,0.5816401082529339,Positive,,Fill Dii buy >30cr
GATECHDVR,GACM Technologies Limited,Updates,"GACM Technologies Limited has informed the Exchange regarding 'Disclosure under Regulation 30 of SEBI (LODR) Regulations, 2015-   Strategic Acquisition of 30% Stake in WEXL Education Private Limited",25-Jun-2025 10:56:44,https://nsearchives.nseindia.com/corporate/SCAPDVR_25062025105633_GACM_wexl_LODR_Announcement.pdf,0.9493,0.000268817204301,0.4956422746181488,0.264832387152923,Positive,"Resistance Breakout, Volume Spike",
LALPATHLAB,Dr. Lal Path Labs Ltd.,Press Release,"Dr. Lal Path Labs Ltd. has informed the Exchange regarding a press release dated Jun 25, 2025, titled ""Dr. Lal PathLabs strengthens its genomics capabilities with Illumina s NovaSeq X Series"".",25-Jun-2025 11:25:20,https://nsearchives.nseindia.com/corporate/LALPATHLAB_25062025112327_FINALPressRelease25062025.pdf,0.997,0.1759636639955789,0.7175082564353943,0.4638162672997256,Positive,,Fill Dii buy >30cr
URAVIDEF,Uravi Defence and Technology Limited,Acquisition,"Uravi Defence and Technology Limited informs the stock exchange that Bharat Technology Limited, wholly owned subsidiary of company has entered into Share Purchase Agreement to acquire 100 % of Spafax International Holdings Limited.",25-Jun-2025 12:17:53,https://nsearchives.nseindia.com/corporate/URAVI_25062025121741_Spafax_Acquisition_Signed.pdf,0.9942,0.0444612590799031,0.2454788386821746,0.2188153947140633,Positive,"Resistance Breakout, Volume Spike",
RELINFRA,Reliance Infrastructure Limited,Press Release,"Reliance Infrastructure Limited has informed the Exchange regarding a press release dated Jun 25, 2025, titled ""Media Release"".",25-Jun-2025 14:46:29,https://nsearchives.nseindia.com/corporate/RELINFRA_25062025144551_Mediareleasedefence25062025.pdf,0.9963,0.0698107448107448,0.3169393241405487,0.24245937700046,Positive,,
ATGL,Adani Total Gas Limited,Press Release,"Adani Total Gas Limited has informed the Exchange regarding a press release dated Jun 25, 2025, titled ""Adani Total Gas Limited and Jio-bp Partner to Enhance Quality Fuel Offerings"".",25-Jun-2025 13:51:03,https://nsearchives.nseindia.com/corporate/ATGL2024_25062025135044_ATGL_Media_Release_250625.pdf,0.993,0.0699460916442048,0.4232123792171478,0.3844810297831371,Positive,"Resistance Breakout, Volume Spike",Fill Dii buy >30cr
RAMKY,Ramky Infrastructure Limited,Press Release,"We are delighted to inform our stakeholders that your Company Ramky Infrastructure Limited (RIL) has been honoured with two prestigious National and International Awards, reinforcing its commitment to high standards in Health, Safety, and Environmental practices awarded by the British Safety Council ( BSC ) and the Confederation of Indian Industry ( CII ), Southern Region ( SR ).The Company was presented with the International Safety Awards 2025 by the  BSC  for its Ramky One Orion and Ramky One Orbit Residential Projects and at the  CII  SR EHS Excellence Awards 2024, RIL s Ramky One Orbit Project received the Bronze Award.",25-Jun-2025 13:07:04,https://nsearchives.nseindia.com/corporate/RAMKY_25062025130346_PressReleaseIntimationUR30.pdf,0.9995,0.0738627344877344,0.8347650170326233,0.2101268892389699,Positive,"Resistance Breakout, Volume Spike",Fill Dii buy >30cr
HITECHCORP,Hitech Corporation Limited,Record Date,Hitech Corporation Limited has informed the Exchange that Record date for the purpose of Dividend  is 18-Jul-2025.,25-Jun-2025 12:53:06,https://nsearchives.nseindia.com/corporate/HITECHCORP_25062025125000_IntimationofAGM.pdf,0.8519,0.021343537414966,0.4142435491085052,0.2208115685035582,Positive,,Fill Dii buy >30cr
HITECHCORP,Hitech Corporation Limited,Updates,"Hitech Corporation Limited has informed the Exchange regarding 'Intimation of 34th Annual General Meeting, Record Date for Dividend and other relevant information'.",25-Jun-2025 12:35:50,https://nsearchives.nseindia.com/corporate/HITECHCORP_25062025123500_IntimationofAGM.pdf,0.8519,0.0297619047619047,0.3872824609279632,0.2157551666231382,Positive,,Fill Dii buy >30cr
URAVIDEF,Uravi Defence and Technology Limited,Press Release,"Uravi Defence and Technology Limited has informed the Exchange regarding a press release dated Jun 25, 2025, titled ""Uravi Defence & Technology Ltd Acquired Stake in UK Based SPAFAX International Holdings/ SPAFAX International Ltd, Strengthening Global Strategic Position."".",25-Jun-2025 12:36:39,https://nsearchives.nseindia.com/corporate/URAVI_25062025123602_pressreleasefinalsigned.pdf,0.9973,0.0531970046082949,0.2740780115127563,0.2285482946975989,Positive,"Resistance Breakout, Volume Spike",
WHEELS,Wheels India Limited,Disclosure under SEBI Takeover Regulations,"Sundaram Finance Holdings Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",25-Jun-2025 19:42:56,https://nsearchives.nseindia.com/corporate/team_bbodade_21052025153311_WHEELS.pdf,0.765,0.0294642857142857,0.5432000756263733,0.2336815027679716,Positive,,Fill Dii buy >30cr
BPCL,Bharat Petroleum Corporation Limited,Disclosure under SEBI Takeover Regulations,"Bharat Petroleum Corporation Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",25-Jun-2025 19:41:37,https://nsearchives.nseindia.com/corporate/team_sandeshc_21052025125752_5.pdf,0.891,-0.0085714285714285,0.3321070969104767,0.2040673522523471,Positive,,Fill Dii buy >30cr
JASH,Jash Engineering Limited,Disclosure under SEBI Takeover Regulations,"Jash Engineering Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",25-Jun-2025 19:41:05,https://nsearchives.nseindia.com/corporate/team_sandeshc_21052025122832_6.pdf,0.7717,0.0761904761904762,0.5377973914146423,0.2426694668554125,Positive,"Resistance Breakout, Volume Spike",Fill Dii buy >30cr
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,Disclosure under SEBI Takeover Regulations,"Maha Rashtra Apex Corporation Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",25-Jun-2025 19:36:10,https://nsearchives.nseindia.com/corporate/team_bbodade_22042025162716_maha.pdf,0.9451,0.2257142857142857,0.2043626457452774,0.2327393494869982,Positive,,Fill Dii buy >30cr
IFBAGRO,IFB Agro Industries Limited,Credit Rating,IFB Agro Industries Limited has informed the Exchange about Credit Rating,25-Jun-2025 19:22:17,https://nsearchives.nseindia.com/corporate/IFBAGRO_25062025192142_output_nww2.pdf,0.9943,0.089010989010989,0.1564775854349136,0.2055098442734598,Positive,"Resistance Breakout, Volume Spike",Fill Dii buy >30cr
TEJASNET,Tejas Networks Limited,Press Release,"Tejas Networks Limited has informed the Exchange regarding a press release dated Jun 25, 2025, titled ""Rakuten Symphony and Tejas Networks announce partnership to drive Global Expansion through Interoperable 5G Solutions"".",25-Jun-2025 18:20:44,https://nsearchives.nseindia.com/corporate/TEJASNET_25062025181813_PR_Rakuten.pdf,0.9814,0.1206385281385281,0.5588427186012268,0.3092174783051272,Positive,,Fill Dii buy >30cr
SARLAPOLY,Sarla Performance Fibers Limited,General Updates,Announcement under Regulation 30 (LODR)-Dividend Updates - Final Dividend - Approved by the members of the Company.,25-Jun-2025 18:15:52,https://nsearchives.nseindia.com/corporate/SARLAPOLY_25062025181542_SEIntimation_Declaration_of_Dividend_signed.pdf,0.9738,-0.011038961038961,0.3353063762187958,0.2250846805242749,Positive,,Fill Dii buy >30cr
UNIVASTU,Univastu India Limited,Updates,Univastu India Limited has informed the Exchange regarding 'Updates to shareholders about UNIVASTU s subsidiary  Univastu Bootes Infra LLP projects'.,25-Jun-2025 17:42:46,https://nsearchives.nseindia.com/corporate/UNIVASTU_25062025174229_Letter_to_NSE_regarding_UBILLP.pdf,0.8779,0.1126373626373626,0.6805111765861511,0.3121374907569571,Positive,,Fill Dii buy >30cr
CARTRADE,Cartrade Tech Limited,Investor Presentation,Cartrade Tech Limited has informed the Exchange about Investor Presentation,25-Jun-2025 16:30:46,https://nsearchives.nseindia.com/corporate/CARTRADE_25062025163035_Investor_Presentation.pdf,0.9989,0.1372953561589925,0.1340867131948471,0.2107122225949328,Positive,"Resistance Breakout, Volume Spike",
VISAKAIND,Visaka Industries Limited,General Updates,Communication to Shareholders - intimation on Tax Deduction on Dividend,25-Jun-2025 16:14:30,https://nsearchives.nseindia.com/corporate/VISAKAIND_25062025161416_Reg3025062025.pdf,0.9538,0.0551445578231292,0.2560918927192688,0.2135044417837039,Positive,,Fill Dii buy >30cr
