Company,companyname,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment,Chart_Pattern,Fii_Dii_BUYING
SDBL,Som Distilleries & Breweries Limited,Press Release,"Som Distilleries & Breweries Limited has informed the Exchange regarding a press release dated Jun 26, 2025, titled ""We are pleased to report strong performance in our IMFL portfolio, with volumes growing bynearly 70% in April and May 2025 compared to the same period last year. This robustgrowth reflects the continued strength of our brands, strategic market execution, andincreasing consumer demand."".",26-Jun-2025 14:37:38,https://nsearchives.nseindia.com/corporate/SDBL_26062025143639_SEIntimation2662025sd.pdf,0.9832,0.1165784832451499,0.8818041086196899,0.489566704235047,Positive,,Fill Dii buy >30cr
ARKADE,Arkade Developers Limited,Press Release,"Arkade Developers Limited has informed the Exchange regarding a press release dated Jun 26, 2025, titled ""Press Release on Business Updates"".",26-Jun-2025 14:26:53,https://nsearchives.nseindia.com/corporate/ARKADE_26062025142643_Business_updates.pdf,0.9975,0.180983519404572,0.2918640375137329,0.2585453664957368,Positive,"Resistance Breakout, Volume Spike",Fill Dii buy >30cr
HERANBA,Heranba Industries Ltd,"We are pleased to inform that our wholly owned subsidiary company namely Heranba Organics Private Limited started commercial productions at its Sarigam Unit, Phase-II.",26-06-2025 14:21:33,https://www.bseindia.com/xml-data/corpfiling/AttachLive/801cf351-54af-49a0-989f-8bdc045b6e31.pdf,"Intimation Of Commencement Of Commercial Production At Sarigam, Unit, Phase-II",0.25,0.1071428571428571,0.959517776966095,0.317479335117553,Positive,,Fill Dii buy >30cr
AURIONPRO,Aurionpro Solutions Ltd,"Aurionpro secures major win to implement Automated Fare collection system for Egypt''s Public transport Network, expanding Middle East footprint, in Partnership with MasterCard",26-06-2025 11:11:41,https://www.bseindia.com/xml-data/corpfiling/AttachLive/94ec21b0-2eef-4634-b35d-d08ad0d81ea6.pdf,Announcement under Regulation 30 (LODR)-Press Release / Media Release,0.7269,0.215625,0.8484219908714294,0.436953256058208,Positive,,
EMKAY,Emkay Global Financial Services Limited,Investor Presentation,Emkay Global Financial Services Limited has informed the Exchange about Investor Presentation,26-Jun-2025 17:40:09,https://nsearchives.nseindia.com/corporate/jpshah_26062025173859_Intimation_of_Investor_Presentation_Signed.pdf,0.9971,0.0688709105102547,0.1758365780115127,0.2070093816071417,Positive,,Fill Dii buy >30cr
HEXT,Hexaware Technologies Limited,Press Release,"Hexaware Technologies Limited has informed the Exchange regarding a press release dated Jun 26, 2025, titled ""Hexaware Achieves Guidewire Migration Acceleration Specialization"".",26-Jun-2025 17:10:16,https://nsearchives.nseindia.com/corporate/HEXAWARETECH_26062025170947_Press_Release.pdf,0.9969,0.2031827491504911,0.7351813316345215,0.4563626304474068,Positive,,
HCLTECH,HCL Technologies Limited,Updates,HCL Technologies Limited has informed the Exchange regarding 'Release -  HCLTech expands partnership with Salesforce to accelerate enterprise adoption of Agentic AI with new services '.,26-Jun-2025 15:37:50,https://nsearchives.nseindia.com/corporate/HCLTECH_26062025153736_Release26June2025signed.pdf,0.9732,0.0733602576285503,0.260554164648056,0.4300768408423643,Positive,,Fill Dii buy >30cr
SDBL,Som Distilleries & Breweries Ltd,"Strong Performance in our IMFL Portfolio, with volumes growing by nearly 70% in April and May 2025",26-06-2025 14:34:05,https://www.bseindia.com/xml-data/corpfiling/AttachLive/6ab4ac34-2b3b-4f2e-a3b0-71d5dbb0a04d.pdf,Announcement under Regulation 30 (LODR)-Press Release / Media Release,0.6124,0.2666666666666666,0.9402930736541748,0.4415065990217577,Positive,,Fill Dii buy >30cr
HERANBA,Heranba Industries Ltd,"We are pleased to inform that our wholly owned subsidiary company namely Heranba Organics Private Limited started commercial productions at its Sarigam Unit, Phase-II.",26-06-2025 14:21:33,https://www.bseindia.com/xml-data/corpfiling/AttachLive/801cf351-54af-49a0-989f-8bdc045b6e31.pdf,"Intimation Of Commencement Of Commercial Production At Sarigam, Unit, Phase-II",0.25,0.1071428571428571,0.959517776966095,0.317479335117553,Positive,Resistance Breakout,Fill Dii buy >30cr
AURIONPRO,Aurionpro Solutions Ltd,"Aurionpro secures major win to implement Automated Fare collection system for Egypt''s Public transport Network, expanding Middle East footprint, in Partnership with MasterCard",26-06-2025 11:11:41,https://www.bseindia.com/xml-data/corpfiling/AttachLive/94ec21b0-2eef-4634-b35d-d08ad0d81ea6.pdf,Announcement under Regulation 30 (LODR)-Press Release / Media Release,0.7269,0.215625,0.8484219908714294,0.436953256058208,Positive,"Resistance Breakout, Volume Spike",
SDBL,Som Distilleries & Breweries Ltd,"Strong Performance in our IMFL Portfolio, with volumes growing by nearly 70% in April and May 2025",26-06-2025 14:34:05,https://www.bseindia.com/xml-data/corpfiling/AttachLive/6ab4ac34-2b3b-4f2e-a3b0-71d5dbb0a04d.pdf,Announcement under Regulation 30 (LODR)-Press Release / Media Release,0.6124,0.2666666666666666,0.9402930736541748,0.4415065990217577,Positive,,Fill Dii buy >30cr
HERANBA,Heranba Industries Ltd,"We are pleased to inform that our wholly owned subsidiary company namely Heranba Organics Private Limited started commercial productions at its Sarigam Unit, Phase-II.",26-06-2025 14:21:33,https://www.bseindia.com/xml-data/corpfiling/AttachLive/801cf351-54af-49a0-989f-8bdc045b6e31.pdf,"Intimation Of Commencement Of Commercial Production At Sarigam, Unit, Phase-II",0.25,0.1071428571428571,0.959517776966095,0.317479335117553,Positive,,Fill Dii buy >30cr
AURIONPRO,Aurionpro Solutions Ltd,"Aurionpro secures major win to implement Automated Fare collection system for Egypt''s Public transport Network, expanding Middle East footprint, in Partnership with MasterCard",26-06-2025 11:11:41,https://www.bseindia.com/xml-data/corpfiling/AttachLive/94ec21b0-2eef-4634-b35d-d08ad0d81ea6.pdf,Announcement under Regulation 30 (LODR)-Press Release / Media Release,0.7269,0.215625,0.8484219908714294,0.436953256058208,Positive,,
ASIANPAINT,Asian Paints Limited,Updates,Chairman s Speech at the 79th Annual General Meeting of the Company,26-Jun-2025 21:55:51,https://nsearchives.nseindia.com/corporate/ASIANPAINT_26062025215512_SEIntimation79thAGMChairmanSpeechsigned.pdf,0.9968,0.0932678432678432,0.3470958471298218,0.6375567363304944,Positive,,Fill Dii buy >30cr
LOVABLE,Lovable Lingerie Limited,Disclosure under SEBI Takeover Regulations,"Lovable Lingerie Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",26-Jun-2025 21:30:35,https://nsearchives.nseindia.com/corporate/team_bbodade_15052025183118_LOVABLE.pdf,0.9413,0.2428571428571428,0.1541763097047805,0.2227881560487407,Positive,,Fill Dii buy >30cr
ABREL,Aditya Birla Real Estate Limited,Updates,Aditya Birla Real Estate Limited has informed the Exchange regarding 'Communication sent to the Shareholders of the Company regarding Deduction of Tax at Source on Dividend Payment'.,26-Jun-2025 20:34:18,https://nsearchives.nseindia.com/corporate/CENTURYTEX_26062025203342_BSEIntimation.pdf,0.9062,0.0411954365079365,0.3375025689601898,0.2191664461554043,Positive,,Fill Dii buy >30cr
PREMIERENE,Premier Energies Limited,Press Release,"Premier Energies Limited has informed the Exchange regarding a press release dated Jun 26, 2025, titled ""Premier Energies Commissions New 1.2 GW TOPCon Solar Cell Line"".",26-Jun-2025 20:28:30,https://nsearchives.nseindia.com/corporate/PEL2024_26062025202244_PEL_Press_ReleaseCF.pdf,0.9899,0.1185751748251748,0.5543659925460815,0.4007829593438473,Positive,,Fill Dii buy >30cr
ULTRACEMCO,UltraTech Cement Limited,Updates,UltraTech Cement Limited has informed the Exchange regarding ''.,26-Jun-2025 19:51:53,https://nsearchives.nseindia.com/corporate/ULTRACEMCO_26062025195135_SE_-_Maihar_Grinding_Mill.pdf,0.296,0.0404761904761904,0.6939699649810791,0.2554970965898551,Positive,,Fill Dii buy >30cr
MACPOWER,Macpower CNC Machines Limited,Disclosure under SEBI Takeover Regulations,"Macpower CNC Machines Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",26-Jun-2025 19:46:19,https://nsearchives.nseindia.com/corporate/team_bbodade_28042025151746_MACPOWER.pdf,0.9657,0.1510204081632653,0.2641319930553436,0.2377150982280167,Positive,,Fill Dii buy >30cr
BALAMINES,Balaji Amines Limited,Analysts/Institutional Investor Meet/Con. Call Updates,"Submission of Earning Call Transcript Under Regulation 30 SEBI (Listing Obligation and Disclosure Requirements) Regulations, 2015",26-Jun-2025 19:25:11,https://nsearchives.nseindia.com/corporate/BALAMINES_26062025192447_Transcript_Signed.pdf,0.9978,0.1908825757575757,0.863450825214386,0.2035199953332092,Positive,,Fill Dii buy >30cr
