Company,companyname,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment,Chart_Pattern,Fii_Dii_BUYING
AFCONS,Afcons Infrastructure Limited,General Updates,Afcons Infrastructure Limited has informed the Exchange about Intimation of Deduction of Tax at Source on Dividend - Shareholders Communication.,07-Jul-2025 15:33:54,https://nsearchives.nseindia.com/corporate/AFCONS_07072025153005_Afcons_TDS_Intitmation_dated_07_07_2025.pdf,0.9493,0.0188712522045855,0.2485848665237426,0.203247666483245,Positive,,Fill Dii buy >30cr
EXXARO,Exxaro Tiles Limited,Updates,Exxaro Tiles Limited has informed the Exchange regarding 'New product launch named ARESTA'.,07-Jul-2025 14:44:00,https://nsearchives.nseindia.com/corporate/EXXARO_07072025143944_Intimation.pdf,0.9874,0.1696536796536796,0.6199367046356201,0.4357400075650245,Positive,,Fill Dii buy >30cr
DIXON,Dixon Technologies (India) Limited,General Updates,Dixon Technologies (India) Limited and Eureka Forbes Limited signs an agreement for Assembly/ Manufacture & Supply of Robotic Vacuum Cleaners.,07-Jul-2025 14:31:52,https://nsearchives.nseindia.com/corporate/DIXON_07072025143123_Reg30DisclosureEurekaForbes.pdf,0.9892,0.0327336860670194,0.5585443377494812,0.2934905285313436,Positive,"Resistance Breakout, Volume Spike",Fill Dii buy >30cr
TVSMOTOR,TVS Motor Company Limited,Press Release,"TVS Motor Company Limited has informed the Exchange regarding a press release dated July 07, 2025, titled ""A New Era of Commuting Excellence   The ALL NEW TVS Jupiter 110"".",07-Jul-2025 13:47:31,https://nsearchives.nseindia.com/corporate/TVSMOTOR_07072025134710_NSEBSEIntimation_sd.pdf,0.998,0.2410018552875696,0.5226146578788757,0.4139082243896758,Positive,,Fill Dii buy >30cr
ORIENTTECH,Orient Technologies Limited,Press Release,"Orient Technologies Limited has informed the Exchange regarding a press release dated July 07, 2025, titled ""Press Release -Orient Technologies Unveils Revamped Digital Identity to Mark 28th Foundation Day"".",07-Jul-2025 13:23:48,https://nsearchives.nseindia.com/corporate/Orient97_07072025132142_PressRelease28thFoundationDaysigned.pdf,0.9964,0.128894099727433,0.2988642454147339,0.301500938001307,Positive,,Fill Dii buy >30cr
EUREKAFORB,Eureka Forbes Limited,Press Release,"Eureka Forbes Limited has informed the Exchange regarding a press release dated July 07, 2025, titled ""Press Release"".",07-Jul-2025 13:15:15,https://nsearchives.nseindia.com/corporate/PRAGYAKAUL_07072025131145_Final_For_Uploading.pdf,0.9468,0.0329518240044555,0.5935778617858887,0.5420996055593101,Positive,Resistance Breakout,Fill Dii buy >30cr
BALAJITELE,Balaji Telefilms Limited,Analysts/Institutional Investor Meet/Con. Call Updates,"Balaji Telefilms Limited has informed the Exchange about Transcript of Investor call held on July 04, 2025",07-Jul-2025 12:58:11,https://nsearchives.nseindia.com/corporate/BALAJITELE_07072025125504_SEDisclosureTranscript.pdf,0.9961,0.1681075795549479,0.3426399230957031,0.2683149367026156,Positive,,Fill Dii buy >30cr
PURVA,Puravankara Limited,Press Release,"Puravankara Limited has informed the Exchange regarding a press release dated July 07, 2025, titled ""Puravankara to redevelop 8 societies in Mumbai, with a GDV potential of Rs 2,100 crore"".",07-Jul-2025 09:11:02,https://nsearchives.nseindia.com/corporate/PURVA_07072025090554_SEintimation-sd.pdf,0.9981,0.0593376623376623,0.4632644951343536,0.2772118391391519,Positive,"Resistance Breakout, Volume Spike",Fill Dii buy >30cr
JSWENERGY,JSW Energy Limited,Updates,JSW Energy Limited has informed the Exchange regarding 'Commissioning of 261 MW of renewable energy capacity'.,07-Jul-2025 08:55:42,https://nsearchives.nseindia.com/corporate/RITESHJSWEL_07072025085527_CapacityadditionPR.pdf,0.9949,0.1211224489795918,0.6360243558883667,0.4441893605825853,Positive,,Fill Dii buy >30cr
CMSINFO,CMS Info Systems Limited,Press Release,"CMS Info Systems Limited has informed the Exchange regarding a press release dated July 07, 2025, titled  CMS Info Systems announces leadership update - Anush Raghavan appointed as Chief Business Officer "".",07-Jul-2025 08:44:00,https://nsearchives.nseindia.com/corporate/CMSINFO_07072025084300_SEIntimationmediareleasejuly25.pdf,0.9776,0.0339826839826839,0.2022506892681121,0.2521697018317846,Positive,"Resistance Breakout, Volume Spike",
RUSTOMJEE,Keystone Realtors Limited,General Updates,Keystone Realtors Limited has informed the Exchange about General Updates,07-Jul-2025 08:25:00,https://nsearchives.nseindia.com/corporate/RUSTOMJEE_07072025082441_KOD.pdf,0.9974,0.17497074997075,0.222980335354805,0.2402212879233511,Positive,,Fill Dii buy >30cr
GODAVARIB,Godavari Biorefineries Limited,Press Release,"Godavari Biorefineries Limited has informed the Exchange regarding a press release dated July 07, 2025, titled ""Godavari Biorefineries European Patent for anti -cancer molecule"".",07-Jul-2025 08:18:37,https://nsearchives.nseindia.com/corporate/GODAVARIBIO_07072025081819_Intimation_SE__Submitted.pdf,0.9788,0.1028693528693528,0.5991076827049255,0.3475977316960019,Positive,,Fill Dii buy >30cr
KALYANKJIL,Kalyan Jewellers India Limited,General Updates,Kalyan Jewellers India Limited has informed the Exchange about General Updates,07-Jul-2025 07:52:46,https://nsearchives.nseindia.com/corporate/KALYANKJIL_07072025075228_Q1_UPDATE.pdf,0.9788,-0.0394280102613436,0.7377849221229553,0.301490554587784,Positive,"Resistance Breakout, Volume Spike",Fill Dii buy >30cr
