Company,companyname,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment,Chart_Pattern,Fii_Dii_BUYING
IGIL,International Gemmological Institute (India) Limited,Spurt in Volume,"Significant increase in volume has been observed in International Gemmological Institute (India) Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The response from the company is awaited.",10-Sep-2025 18:43:38,-,0.8578,0.2407142857142857,0.0,0.2625928571428572,Positive,,
BAJAJELEC,Bajaj Electricals Limited,Spurt in Volume,"Significant increase in volume has been observed in Bajaj Electricals Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The response from the company is awaited.",10-Sep-2025 18:31:01,-,0.8578,0.3008928571428572,0.0,0.2746285714285714,Positive,,
CHEMCON,Chemcon Speciality Chemicals Limited,Spurt in Volume,"Significant increase in volume has been observed in Chemcon Speciality Chemicals Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The response from the company is awaited.",10-Sep-2025 18:30:52,-,0.8578,0.3008928571428572,0.0,0.2746285714285714,Positive,,
DBL,Dilip Buildcon Limited,Spurt in Volume,"Significant increase in volume has been observed in Dilip Buildcon Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The response from the company is awaited.",10-Sep-2025 18:30:43,-,0.8578,0.3008928571428572,0.0,0.2746285714285714,Positive,,
ELECON,Elecon Engineering Company Limited,Spurt in Volume,"Significant increase in volume has been observed in Elecon Engineering Company Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The response from the company is awaited.",10-Sep-2025 18:30:32,-,0.8578,0.3008928571428572,0.0,0.2746285714285714,Positive,,
SASTASUNDR,Sastasundar Ventures Limited,Spurt in Volume,"Significant increase in volume has been observed in Sastasundar Ventures Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The response from the company is awaited.",10-Sep-2025 18:28:09,-,0.8578,0.3008928571428572,0.0,0.2746285714285714,Positive,,
VTL,Vardhman Textiles Limited,Spurt in Volume,"Significant increase in volume has been observed in Vardhman Textiles Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The response from the company is awaited.",10-Sep-2025 18:28:01,-,0.8578,0.3008928571428572,0.0,0.2746285714285714,Positive,,
OFSS,Oracle Financial Services Software Limited,Spurt in Volume,"Significant increase in volume has been observed in Oracle Financial Services Software Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The response from the company is awaited.",10-Sep-2025 18:27:50,-,0.8578,0.2407142857142857,0.0,0.2625928571428572,Positive,,
INDSWFTLAB,Ind-Swift Laboratories Limited,Updates,"Ind-Swift Laboratories Limited has informed the Exchange regarding 'Disclosure under Regulation 10(6)- Report to Stock Exchanges in respect of acquisition made in reliance upon exemption provided for in Regulation 10 of SEBI (Substantial Acquisition of Shares and Takeovers) Regulations, 2011 for inter-se transfer of shares between the promoters of the Company '.",10-Sep-2025 17:46:38,https://nsearchives.nseindia.com/corporate/INDSWFTLAB_10092025174622_Intimation_SAST.pdf,0.6808,-0.0714285714285714,0.0,0.3559142857142857,Positive,,
JTEKTINDIA,Jtekt India Limited,Price movement,"Significant movement in price has been observed in Jtekt India Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The response from the company is awaited.",10-Sep-2025 17:17:14,-,0.8,0.3008928571428572,0.0,0.2601785714285715,Positive,,
HAPPYFORGE,Happy Forgings Limited,ESOP/ESOS/ESPS,Happy Forgings Limited has informed the Exchange regarding Allotment of 18259  Shares.,10-Sep-2025 16:57:50,https://nsearchives.nseindia.com/corporate/9876964720_10092025165722_ESOPallotmentIntimationSep25.pdf,0.6124,0.3642857142857143,0.0,0.2259571428571428,Positive,,
SALSTEEL,S.A.L. Steel Limited,Price movement,"Significant movement in price has been observed in S.A.L. Steel Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. S.A.L. Steel Limited has submitted their response.",10-Sep-2025 16:18:07,https://nsearchives.nseindia.com/corporate/SALSTEEL_10092025161747_Reply_NSE_PRICE_MOVEMENTS_SALSTEEL_10092025-Final.pdf,0.7479,0.2264285714285714,0.0,0.2322607142857143,Positive,,
SYRMA,Syrma SGS Technology Limited,Amendment(s),Update on Joint Venture Agreement between Syrma SGS Technology Limited ( Company ) and Shinhyup Electronics Co. Ltd- Approval of Government of Andra Pradesh,10-Sep-2025 13:39:33,https://nsearchives.nseindia.com/corporate/SYRMASGS_10092025133908_SyrmaReg30PCBAndhraGovt.pdf,0.6597,-0.0714285714285714,0.0,0.3506392857142857,Positive,,
AUBANK,AU Small Finance Bank Limited,Demise,"With deep grief and intense sorrow, we hereby inform about the sad and untimely demise of Mr. Vimal Jain, Chief Financial Officer of the Bank on September 10, 2025. Vimal Ji, as he was fondly referred to, was associated with the Bank since 2010 and was a pillar of strength for the Bank and the Finance and Accounts function, playing a crucial leadership role throughout his 15+ years of career with the Bank. He was a deeply loved and admired leader whose perseverance, keen learning aptitude, and exemplary leadership capabilities paved the way for his emergence as a credible and respected banker. The Bank immensely benefitted from his vision and leadership during his tenure. The strong team created by him in Finance and Accounts will carry forward his vision and legacy with commitment as a true tribute to him. Mr. Vimal Jain s sudden and unexpected passing away today morning due to a cardiac arrest will be an irreparable loss to the Bank and his presence will be deeply missed. The Bank expresses deep sympathy and condolences to his family. The Bank is initiating necessary steps for interim succession and will update the regulators in due course regarding any further developments, as required under applicable RBI and SEBI regulations.",10-Sep-2025 13:37:30,https://nsearchives.nseindia.com/corporate/SUMIT1_10092025133615_SE_Submission_CFO.pdf,0.9731,0.0253968253968253,0.0,0.248354365079365,Positive,,
LXCHEM,Laxmi Organic Industries Limited,Spurt in Volume,"Significant increase in volume has been observed in Laxmi Organic Industries Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Laxmi Organic Industries Limited has submitted their response.",10-Sep-2025 11:45:04,https://nsearchives.nseindia.com/corporate/LXCHEM_10092025114258_NSEREPLY.pdf,0.8255,0.2264285714285714,0.0,0.2516607142857143,Positive,,
ITDC,India Tourism Development Corporation Limited,Spurt in Volume,"Significant increase in volume has been observed in India Tourism Development Corporation Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. India Tourism Development Corporation Limited has submitted their response.",10-Sep-2025 11:38:29,https://nsearchives.nseindia.com/corporate/ITDC1_10092025113727_Letter_to_NSE_Spurt_10092025.pdf,0.8255,0.2264285714285714,0.0,0.2516607142857143,Positive,,
QUICKHEAL,Quick Heal Technologies Limited,Spurt in Volume,"Significant increase in volume has been observed in Quick Heal Technologies Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Quick Heal Technologies Limited has submitted their response.",10-Sep-2025 10:43:31,https://nsearchives.nseindia.com/corporate/QUICKHEAL_10092025103415_NSEClarification09_09_2025.pdf,0.8255,0.2569727891156462,0.0,0.2577695578231292,Positive,,
ACE,Action Construction Equipment Limited,Spurt in Volume,"Significant increase in volume has been observed in Action Construction Equipment Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Action Construction Equipment Limited has submitted their response.",10-Sep-2025 10:31:31,https://nsearchives.nseindia.com/corporate/ACE_10092025103116_NSE_Reply_price_movement10092025.pdf,0.8255,0.1903061224489796,0.0,0.2444362244897959,Positive,,
SFL,Sheela Foam Limited,Spurt in Volume,"Significant increase in volume has been observed in Sheela Foam Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Sheela Foam Limited has submitted their response.",10-Sep-2025 10:12:52,https://nsearchives.nseindia.com/corporate/SFL_10092025101238_Reply_10092025.pdf,0.8255,0.2264285714285714,0.0,0.2516607142857143,Positive,,
ENGINERSIN,Engineers India Limited,Spurt in Volume,"Significant increase in volume has been observed in Engineers India Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Engineers India Limited has submitted their response.",10-Sep-2025 09:57:48,https://nsearchives.nseindia.com/corporate/ENGINERSIN_10092025095511_clarificationvolume100925.pdf,0.8255,0.2264285714285714,0.0,0.2516607142857143,Positive,,
VERANDA,Veranda Learning Solutions Limited,Updates,"Disclosure under Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015",10-Sep-2025 20:02:41,https://nsearchives.nseindia.com/corporate/Verandaipo_10092025200054_Intimationunderreg30.pdf,0.9967,0.0663095238095237,0.3915572762489319,0.260327100012416,Positive,,
GUJTHEM,Gujarat Themis Biosyn Limited,Copy of Newspaper Publication,Gujarat Themis Biosyn Limited has informed the Exchange about Copy of Newspaper Publication,10-Sep-2025 19:30:16,https://nsearchives.nseindia.com/corporate/GUJARATTHEMIS_10092025193003_Newspaper_GTBL_10092025.pdf,0.9987,0.1215535900880728,0.787736713886261,0.4029906584082014,Positive,,
EICHERMOT,Eicher Motors Limited,Press Release,"Eicher Motors Limited has informed the Exchange regarding a press release dated September 10, 2025, titled ""VE Commercial Vehicles announces extension of full GST reduction benefit to customers"".",10-Sep-2025 18:52:56,https://nsearchives.nseindia.com/corporate/EICHERMOT_10092025185247_EMLPressReleaseVECVSeptember102025Signed.pdf,0.9979,0.1065377804014168,0.7217481732368469,0.6471577900210634,Positive,,
SWELECTES,Swelect Energy Systems Limited,Updates,Swelect Energy Systems Limited has informed the Exchange regarding 'Swelect Energy Systems Limited has informed the Exchange regarding media release titled ''SWELECT Energy Systems Appoints Dr. Arulkumar Shanmugasundaram as CEO & Managing Director'.,10-Sep-2025 18:00:07,https://nsearchives.nseindia.com/corporate/SWELECTES_10092025175617_Press_Note_Intimation_Sd.pdf,0.998,0.1022881066302118,0.162886157631874,0.210684292693926,Positive,,
TEGA,Tega Industries Limited,Press Release,"Tega Industries Limited has informed the Exchange regarding a press release dated September 10, 2025, titled ""Tega Industries Announces Intent to Acquire Molycop in Consortium with Apollo Funds at an Enterprise Value of Approx. USD 1.5 Billion "".",10-Sep-2025 17:41:48,https://nsearchives.nseindia.com/corporate/TEGA_10092025174105_SE_Intimation_Press_Release_final_sd.pdf,0.9988,0.2790338449429358,0.6578719615936279,0.3699814649095314,Positive,,
ZODIAC,Zodiac Energy Limited,General Updates,Zodiac Energy Limited has informed the Exchange about General Updates,10-Sep-2025 17:29:11,https://nsearchives.nseindia.com/corporate/ZODIAC_10092025172900_Intimation_Reg_30_SD.pdf,0.9042,0.1633928571428571,0.7058948278427124,0.3736565025585038,Positive,,
SATIN,Satin Creditcare Network Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Satin Creditcare Network Limited has informed the Exchange about Schedule of meet,10-Sep-2025 17:23:59,https://nsearchives.nseindia.com/corporate/SATIN_10092025172058_SATIN.pdf,0.9718,0.0539938556067588,0.3832341134548187,0.3118003662131715,Positive,,
WESTLIFE,WESTLIFE FOODWORLD LIMITED,Updates,WESTLIFE FOODWORLD LIMITED has informed the Exchange regarding 'Chairman Speech - 42nd Annual General meeting'.,10-Sep-2025 16:17:03,https://nsearchives.nseindia.com/corporate/RadhaWestlife_10092025161643_AGM_speech_2025_-_Final.pdf,0.9989,0.1782217782217782,0.5659031867980957,0.4268199145578489,Positive,,
ASHAPURMIN,Ashapura Minechem Limited,Updates,Ashapura Minechem Limited has informed the Exchange regarding 'Communication to Shareholders   Intimation on Tax Deduction on Dividend '.,10-Sep-2025 15:27:22,https://nsearchives.nseindia.com/corporate/ASHAPURMIN_10092025152706_TDSemailSE.pdf,0.9839,0.0674347158218126,0.2234745919704437,0.2153326296358247,Positive,,
SERVOTECH,Servotech Renewable Power System Limited,Press Release,"Servotech Renewable Power System Limited has informed the Exchange regarding a press release dated September 10, 2025, titled ""Servotech Renewable Power System Ltd. s Subsidiary Enters into an Agreement to Acquire Hertz & Pixelz"".",10-Sep-2025 14:53:19,https://nsearchives.nseindia.com/corporate/SERVOTECH_10092025144302_NSE.pdf,0.9972,0.1506874298540965,0.1917350888252258,0.227396274246538,Positive,,
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Press Release,"Gujarat Narmada Valley Fertilizers and Chemicals Limited has informed the Exchange regarding a press release dated September 09, 2025, titled ""49th Annual General Meeting of Gujarat Narmada Valley Fertilizers & Chemicals Limited held on September 09, 2025"".",10-Sep-2025 14:15:17,https://nsearchives.nseindia.com/corporate/rajeshpillai8741_10092025141453_F_SE_Press_49_AGM_Signed.pdf,0.9976,0.0567909567909567,0.1754319369792938,0.2046204671374387,Positive,,
TATAELXSI,Tata Elxsi Limited,Press Release,"Tata Elxsi Limited has informed the Exchange regarding a press release dated September 10, 2025, titled ""Tata Elxsi Launches a Global Technology Centre for Medical Devices from Bayer in Radiology"".",10-Sep-2025 13:29:35,https://nsearchives.nseindia.com/corporate/TELNSE_10092025132907_Press_Release_10092025.pdf,0.997,0.1218150896722325,0.3800660371780395,0.3637380206464578,Positive,,
IDEA,Vodafone Idea Limited,Investor Presentation,Vodafone Idea Limited has informed the Exchange about Investor Presentation,10-Sep-2025 10:49:47,https://nsearchives.nseindia.com/corporate/IDEA_10092025104815_SEIntimationInvestorPresentation10092025SIGNED.pdf,0.9972,0.1690177283034426,0.1899698972702026,0.2306149742552777,Positive,,
PRAJIND,Praj Industries Limited,Press Release,"Praj Industries Limited has informed the Exchange regarding a press release dated September 10, 2025, titled ""Investors Presentation"".",10-Sep-2025 10:49:35,https://nsearchives.nseindia.com/corporate/PRAJIND_10092025104922_InvestorPresentation10092025.pdf,0.9911,0.0840975422427035,0.3241910934448242,0.2456427646073694,Positive,,
HEROMOTOCO,Hero MotoCorp Limited,Press Release,Please find enclosed herewith a copy of the Press Release being issued by the Company.,10-Sep-2025 10:30:11,https://nsearchives.nseindia.com/corporate/HEROMOTO_10092025100451_StxintimationPR10092025.pdf,0.9994,0.1976058494351177,0.8111745119094849,0.2346694601397091,Positive,,
CARTRADE,Cartrade Tech Limited,Press Release,"Cartrade Tech Limited has informed the Exchange regarding a press release dated September 10, 2025, titled ""GST Reduction Boosts Auto Demand"".",10-Sep-2025 09:57:17,https://nsearchives.nseindia.com/corporate/CARTRADE_10092025095710_Press_Release.pdf,0.9557,0.1189435564435564,0.5159465670585632,0.3914555444314146,Positive,,
BCG,Brightcom Group Limited,Press Release,"Brightcom Group Limited has informed the Exchange regarding a press release dated September 10, 2025, titled ""Brightcom Group announces MOU with CQT weapons Systems USA"".",10-Sep-2025 08:41:44,https://nsearchives.nseindia.com/corporate/BCG_10092025084133_ExchangeNotificationBCG_CQT_MO.pdf,0.9916,0.1361224489795918,0.2264519333839416,0.232014455926175,Positive,,
