SYMBOL,,FinInstrmId,bse_code,nse_symbol,,
INSPIRISYS,"""INSPIRISYS.NS"",",513488,532408,MEGASOFT.NS,513488,"""513488"","
INTELLECT,"""INTELLECT.NS"",",513496,532413,CEREBRAINT.NS,513496,"""513496"","
INTENTECH,"""INTENTECH.NS"",",513498,532416,NEXTMEDIA.NS,513498,"""513498"","
INTERARCH,"""INTERARCH.NS"",",513502,532419,SMARTLINK.NS,513502,"""513502"","
INTLCONV,"""INTLCONV.NS"",",513507,532424,GODREJCP.NS,513507,"""513507"","
INVENTURE,"""INVENTURE.NS"",",513509,532430,BFUTILITIE.NS,,""""","
IOB,"""IOB.NS"",",513511,532432,UNITDSPR.NS,513511,"""513511"","
IOC,"""IOC.NS"",",513513,532439,OLECTRA.NS,513513,"""513513"","
IOLCP,"""IOLCP.NS"",",513517,532440,MPSLTD.NS,,""""","
IONEXCHANG,"""IONEXCHANG.NS"",",513519,532443,CERA.NS,,""""","
IPCALAB,"""IPCALAB.NS"",",513528,532454,BHARTIARTL.NS,513528,"""513528"","
IPL,"""IPL.NS"",",513532,532456,COMPINFO.NS,513532,"""513532"","
IRB,"""IRB.NS"",",513536,532457,GULPOLY.NS,513536,"""513536"","
IRCON,"""IRCON.NS"",",513544,532460,PONNIERODE.NS,513544,"""513544"","
IRCTC,"""IRCTC.NS"",",513548,532461,PNB.NS,513548,"""513548"","
IREDA,"""IREDA.NS"",",513554,532466,OFSS.NS,,""""","
IRFC,"""IRFC.NS"",",513566,532475,APTECHT.NS,513566,"""513566"","
IRIS,"""IRIS.NS"",",513575,532477,UNIONBANK.NS,513575,"""513575"","
IRISDOREME,"""IRISDOREME.NS"",",513599,532478,UBL.NS,,""""","
IRMENERGY,"""IRMENERGY.NS"",",513629,532481,NOIDATOLL.NS,513629,"""513629"","
ISFT,"""ISFT.NS"",",513642,532482,GRANULES.NS,513642,"""513642"","
ISGEC,"""ISGEC.NS"",",513683,532483,CANBK.NS,,""""","
ISHANCH,"""ISHANCH.NS"",",513687,532486,POKARNA.NS,513687,"""513687"","
ITC,"""ITC.NS"",",513693,532488,DIVISLAB.NS,513693,"""513693"","
ITCHOTELS,"""ITCHOTELS.NS"",",513699,532493,ASTRAMICRO.NS,513699,"""513699"","
ITDC,"""ITDC.NS"",",513709,532497,RADICO.NS,513709,"""513709"","
ITDCEM,"""ITDCEM.NS"",",513713,532500,MARUTI.NS,513713,"""513713"","
ITI,"""ITI.NS"",",513721,532504,NAVINFLUOR.NS,513721,"""513721"","
IVC,"""IVC.NS"",",513729,532505,UCOBANK.NS,,""""","
IVP,"""IVP.NS"",",514010,532507,BAGFILMS.NS,514010,"""514010"","
IWEL,"""IWEL.NS"",",514028,532508,JSL.NS,514028,"""514028"","
IXIGO,"""IXIGO.NS"",",514030,532509,SUPRAJIT.NS,514030,"""514030"","
IZMO,"""IZMO.NS"",",514036,532513,TVSELECT.NS,,""""","
J&KBANK,"""J&KBANK.NS"",",514043,532514,IGL.NS,,""""","
JAGRAN,"""JAGRAN.NS"",",514045,532515,TVTODAY.NS,,""""","
JAGSNPHARM,"""JAGSNPHARM.NS"",",514060,532521,PALREDTEC.NS,514060,"""514060"","
JAIBALAJI,"""JAIBALAJI.NS"",",514087,532522,PETRONET.NS,514087,"""514087"","
JAICORPLTD,"""JAICORPLTD.NS"",",514113,532523,BIOCON.NS,514113,"""514113"","
JAIPURKURT,"""JAIPURKURT.NS"",",514138,532524,PTC.NS,514138,"""514138"","
JAMNAAUTO,"""JAMNAAUTO.NS"",",514140,532525,MAHABANK.NS,514140,"""514140"","
JASH,"""JASH.NS"",",514142,532527,RKFORGE.NS,,""""","
JAYAGROGN,"""JAYAGROGN.NS"",",514162,532528,DATAMATICS.NS,,""""","
JAYBARMARU,"""JAYBARMARU.NS"",",514165,532529,NDTV.NS,514165,"""514165"","
JAYNECOIND,"""JAYNECOIND.NS"",",514167,532531,STAR.NS,,""""","
JAYSREETEA,"""JAYSREETEA.NS"",",514171,532538,ULTRACEMCO.NS,514171,"""514171"","
JBCHEPHARM,"""JBCHEPHARM.NS"",",514175,532539,UNOMINDA.NS,,""""","
JBMA,"""JBMA.NS"",",514183,532540,TCS.NS,514183,"""514183"","
JCHAC,"""JCHAC.NS"",",514197,532541,COFORGE.NS,514197,"""514197"","
JETFREIGHT,"""JETFREIGHT.NS"",",514221,532543,GULFPETRO.NS,514221,"""514221"","
JGCHEM,"""JGCHEM.NS"",",514223,532548,CENTURYPLY.NS,514223,"""514223"","
JHS,"""JHS.NS"",",514234,532553,WELENT.NS,,""""","
JINDALPHOT,"""JINDALPHOT.NS"",",514238,532555,NTPC.NS,514238,"""514238"","
JINDALPOLY,"""JINDALPOLY.NS"",",514240,532604,SALSTEEL.NS,514240,"""514240"","
JINDALSAW,"""JINDALSAW.NS"",",514264,532605,JBMA.NS,514264,"""514264"","
JINDALSTEL,"""JINDALSTEL.NS"",",514266,532610,DWARKESH.NS,514266,"""514266"","
JINDRILL,"""JINDRILL.NS"",",514272,532612,INDOCO.NS,514272,"""514272"","
JINDWORLD,"""JINDWORLD.NS"",",514274,532613,VIPCLOTHNG.NS,,""""","
JIOFIN,"""JIOFIN.NS"",",514280,532614,IMPEXFERRO.NS,514280,"""514280"","
JISLDVREQS,"""JISLDVREQS.NS"",",514286,532616,XCHANGING.NS,,""""","
JISLJALEQS,"""JISLJALEQS.NS"",",514300,532624,JINDALPHOT.NS,,""""","
JITFINFRA,"""JITFINFRA.NS"",",514302,532626,POCL.NS,514302,"""514302"","
JKCEMENT,"""JKCEMENT.NS"",",514312,532627,JPPOWER.NS,514312,"""514312"","
JKIL,"""JKIL.NS"",",514316,532628,3IINFOLTD.NS,514316,"""514316"","
JKLAKSHMI,"""JKLAKSHMI.NS"",",514318,532630,GOKEX.NS,514318,"""514318"","
JKPAPER,"""JKPAPER.NS"",",514322,532633,ALLDIGI.NS,514322,"""514322"","
JKTYRE,"""JKTYRE.NS"",",514324,532636,IIFL.NS,514324,"""514324"","
JLHL,"""JLHL.NS"",",514326,532637,MANGALAM.NS,514326,"""514326"","
JMA,"""JMA.NS"",",514330,532638,SHOPERSTOP.NS,514330,"""514330"","
JMFINANCIL,"""JMFINANCIL.NS"",",514332,532640,CYBERMEDIA.NS,514332,"""514332"","
JNKINDIA,"""JNKINDIA.NS"",",514336,532641,NDL.NS,514336,"""514336"","
JOCIL,"""JOCIL.NS"",",514348,532642,JSWHL.NS,,""""","
JPOLYINVST,"""JPOLYINVST.NS"",",514354,532644,JKCEMENT.NS,,""""","
JPPOWER,"""JPPOWER.NS"",",514358,532648,YESBANK.NS,514358,"""514358"","
JSFB,"""JSFB.NS"",",514360,532649,NECLIFE.NS,514360,"""514360"","
JSL,"""JSL.NS"",",514378,532650,MSPL.NS,514378,"""514378"","
JSWENERGY,"""JSWENERGY.NS"",",514386,532651,SPLIL.NS,514386,"""514386"","
JSWHL,"""JSWHL.NS"",",514400,532652,KTKBANK.NS,514400,"""514400"","
JSWINFRA,"""JSWINFRA.NS"",",514402,532654,MCLEODRUSS.NS,514402,"""514402"","
JSWSTEEL,"""JSWSTEEL.NS"",",514412,532661,RML.NS,514412,"""514412"","
JTEKTINDIA,"""JTEKTINDIA.NS"",",514418,532662,HTMEDIA.NS,,""""","
JTLIND,"""JTLIND.NS"",",514428,532663,SASKEN.NS,514428,"""514428"","
JUBLCPL,"""JUBLCPL.NS"",",514440,532666,FCSSOFT.NS,514440,"""514440"","
JUBLFOOD,"""JUBLFOOD.NS"",",514442,532667,SUZLON.NS,514442,"""514442"","
JUBLINGREA,"""JUBLINGREA.NS"",",514446,532668,AURIONPRO.NS,514446,"""514446"","
JUBLPHARMA,"""JUBLPHARMA.NS"",",514448,532670,RENUKA.NS,514448,"""514448"","
JUNIPER,"""JUNIPER.NS"",",514450,532673,KMSUGAR.NS,,""""","
JUSTDIAL,"""JUSTDIAL.NS"",",514460,532674,BASML.NS,514460,"""514460"","
JWL,"""JWL.NS"",",514470,532683,AIAENG.NS,514470,"""514470"","
JYOTHYLAB,"""JYOTHYLAB.NS"",",515008,532684,EKC.NS,515008,"""515008"","
JYOTICNC,"""JYOTICNC.NS"",",515018,532686,KERNEX.NS,,""""","
JYOTISTRUC,"""JYOTISTRUC.NS"",",515030,532687,REPRO.NS,,""""","
KABRAEXTRU,"""KABRAEXTRU.NS"",",515037,532689,PVRINOX.NS,,""""","
KAJARIACER,"""KAJARIACER.NS"",",515043,532694,ASMS.NS,515043,"""515043"","
KAKATCEM,"""KAKATCEM.NS"",",515055,532695,CELEBRITY.NS,,""""","
KALAMANDIR,"""KALAMANDIR.NS"",",515059,532698,NITINSPIN.NS,515059,"""515059"","
KALYANI,"""KALYANI.NS"",",515085,532699,ROHLTD.NS,515085,"""515085"","
KALYANIFRG,"""KALYANIFRG.NS"",",515093,532700,ENIL.NS,,""""","
KALYANKJIL,"""KALYANKJIL.NS"",",515127,532702,GSPL.NS,515127,"""515127"","
KAMATHOTEL,"""KAMATHOTEL.NS"",",515145,532705,JAGRAN.NS,515145,"""515145"","
KAMDHENU,"""KAMDHENU.NS"",",515147,532707,DYNPRO.NS,515147,"""515147"","
KAMOPAINTS,"""KAMOPAINTS.NS"",",516003,532708,GVKPIL.NS,516003,"""516003"","
KANANIIND,"""KANANIIND.NS"",",516016,532710,SADBHAV.NS,,""""","
KANORICHEM,"""KANORICHEM.NS"",",516020,532713,SAKUMA.NS,516020,"""516020"","
KANPRPLA,"""KANPRPLA.NS"",",516022,532714,KEC.NS,,""""","
KANSAINER,"""KANSAINER.NS"",",516030,532716,GILLANDERS.NS,,""""","
KAPSTON,"""KAPSTON.NS"",",516032,532717,INDOTECH.NS,516032,"""516032"","
KARMAENG,"""KARMAENG.NS"",",516038,532719,BLKASHYAP.NS,516038,"""516038"","
KARURVYSYA,"""KARURVYSYA.NS"",",516062,532720,M&MFIN.NS,516062,"""516062"","
KAUSHALYA,"""KAUSHALYA.NS"",",516064,532721,VISASTEEL.NS,,""""","
KAVVERITEL,"""KAVVERITEL.NS"",",516072,532722,NITCO.NS,,""""","
KAYA,"""KAYA.NS"",",516078,532725,SOLARINDS.NS,516078,"""516078"","
KAYNES,"""KAYNES.NS"",",516082,532726,GALLANTT.NS,,""""","
KBCGLOBAL,"""KBCGLOBAL.NS"",",516092,532728,MALUPAPER.NS,,""""","
KCP,"""KCP.NS"",",516096,532729,UTTAMSUGAR.NS,516096,"""516096"","
KCPSUGIND,"""KCPSUGIND.NS"",",516098,532730,SGL.NS,516098,"""516098"","
KDDL,"""KDDL.NS"",",516106,532732,KKCL.NS,516106,"""516106"","
KEC,"""KEC.NS"",",516108,532733,SUNTV.NS,516108,"""516108"","
KECL,"""KECL.NS"",",516110,532734,GPIL.NS,516110,"""516110"","
KEEPLEARN,"""KEEPLEARN.NS"",",517015,532735,RSYSTEMS.NS,,""""","
KEI,"""KEI.NS"",",517035,532737,EMKAY.NS,517035,"""517035"","
KELLTONTEC,"""KELLTONTEC.NS"",",517041,532738,TICL.NS,,""""","
KERNEX,"""KERNEX.NS"",",517059,532740,LOKESHMACH.NS,,""""","
KESORAMIND,"""KESORAMIND.NS"",",517063,532741,KAMDHENU.NS,517063,"""517063"","
KEYFINSERV,"""KEYFINSERV.NS"",",517077,532748,PFOCUS.NS,517077,"""517077"","
KFINTECH,"""KFINTECH.NS"",",517096,532749,ALLCARGO.NS,517096,"""517096"","
KHADIM,"""KHADIM.NS"",",517119,532754,GMRAIRPORT.NS,517119,"""517119"","
KHAICHEM,"""KHAICHEM.NS"",",517146,532755,TECHM.NS,,""""","
KHAITANLTD,"""KHAITANLTD.NS"",",517166,532756,CIEINDIA.NS,517166,"""517166"","
KHANDSE,"""KHANDSE.NS"",",517168,532757,VOLTAMP.NS,,""""","
KICL,"""KICL.NS"",",517170,532759,ATLANTAA.NS,517170,"""517170"","
KILITCH,"""KILITCH.NS"",",517174,532761,HOVS.NS,,""""","
KIMS,"""KIMS.NS"",",517201,532762,ACE.NS,517201,"""517201"","
KINGFA,"""KINGFA.NS"",",517206,532764,GEECEE.NS,,""""","
KIOCL,"""KIOCL.NS"",",517214,532767,GAYAPROJ.NS,,""""","
KIRIINDUS,"""KIRIINDUS.NS"",",517236,532768,FIEMIND.NS,517236,"""517236"","
KIRLOSBROS,"""KIRLOSBROS.NS"",",517238,532771,JHS.NS,517238,"""517238"","
KIRLOSENG,"""KIRLOSENG.NS"",",517246,532772,DCBBANK.NS,517246,"""517246"","
KIRLOSIND,"""KIRLOSIND.NS"",",517258,532773,GLOBALVECT.NS,517258,"""517258"","
KIRLPNU,"""KIRLPNU.NS"",",517271,532774,INSPIRISYS.NS,,""""","
KITEX,"""KITEX.NS"",",517273,532775,GTLINFRA.NS,,""""","
KKCL,"""KKCL.NS"",",517288,532776,SHIVAMAUTO.NS,517288,"""517288"","
KMEW,"""KMEW.NS"",",517300,532777,NAUKRI.NS,,""""","
KMSUGAR,"""KMSUGAR.NS"",",517330,532779,TORNTPOWER.NS,517330,"""517330"","
KNRCON,"""KNRCON.NS"",",517334,532780,PARSVNATH.NS,,""""","
KOHINOOR,"""KOHINOOR.NS"",",517344,532782,SUTLEJTEX.NS,,""""","
KOKUYOCMLN,"""KOKUYOCMLN.NS"",",517354,532783,LTFOODS.NS,,""""","
KOLTEPATIL,"""KOLTEPATIL.NS"",",517356,532784,SOBHA.NS,517356,"""517356"","
KOPRAN,"""KOPRAN.NS"",",517360,532785,RUCHIRA.NS,517360,"""517360"","
KOTAKBANK,"""KOTAKBANK.NS"",",517370,532790,TANLA.NS,517370,"""517370"","
KOTARISUG,"""KOTARISUG.NS"",",517372,532794,ZEEMEDIA.NS,517372,"""517372"","
KOTHARIPET,"""KOTHARIPET.NS"",",517380,532795,SITINET.NS,,""""","
KOTHARIPRO,"""KOTHARIPRO.NS"",",517385,532796,LUMAXTECH.NS,,""""","
KPEL,"""KPEL.NS"",",517393,532797,AUTOIND.NS,517393,"""517393"","
KPIGREEN,"""KPIGREEN.NS"",",517397,532798,NETWORK18.NS,517397,"""517397"","
KPIL,"""KPIL.NS"",",517399,532799,HUBTOWN.NS,517399,"""517399"","
KPITTECH,"""KPITTECH.NS"",",517411,532801,CTE.NS,,""""","
KPRMILL,"""KPRMILL.NS"",",517415,532804,TIIL.NS,517415,"""517415"","
KRBL,"""KRBL.NS"",",517417,532805,REDINGTON.NS,517417,"""517417"","
KREBSBIO,"""KREBSBIO.NS"",",517421,532807,CINELINE.NS,,""""","
KRIDHANINF,"""KRIDHANINF.NS"",",517423,532808,PGIL.NS,517423,"""517423"","
KRISHANA,"""KRISHANA.NS"",",517429,532809,FSL.NS,517429,"""517429"","
KRISHIVAL,"""KRISHIVAL.NS"",",517431,532810,PFC.NS,517431,"""517431"","
KRITI,"""KRITI.NS"",",517437,532811,AHLUCONT.NS,517437,"""517437"","
KRITIKA,"""KRITIKA.NS"",",517447,532812,TFL.NS,,""""","
KRITINUT,"""KRITINUT.NS"",",517449,532814,INDIANB.NS,517449,"""517449"","
KRN,"""KRN.NS"",",517467,532815,SMSPHARMA.NS,517467,"""517467"","
KRONOX,"""KRONOX.NS"",",517477,532817,ORIENTALTL.NS,517477,"""517477"","
KROSS,"""KROSS.NS"",",517494,532822,IDEA.NS,517494,"""517494"","
KRSNAA,"""KRSNAA.NS"",",517498,532826,RAJTV.NS,,""""","
KRYSTAL,"""KRYSTAL.NS"",",517500,532827,PAGEIND.NS,,""""","
KSB,"""KSB.NS"",",517506,532828,AMDIND.NS,,""""","
KSCL,"""KSCL.NS"",",517514,532830,ASTRAL.NS,517514,"""517514"","
KSHITIJPOL,"""KSHITIJPOL.NS"",",517522,532832,EMBDL.NS,,""""","
KSL,"""KSL.NS"",",517530,532834,CAMLINFINE.NS,,""""","
KSOLVES,"""KSOLVES.NS"",",517536,532835,ICRA.NS,,""""","
KTKBANK,"""KTKBANK.NS"",",517544,532839,DISHTV.NS,,""""","
KUANTUM,"""KUANTUM.NS"",",517546,532841,SAHYADRI.NS,517546,"""517546"","
LAGNAM,"""LAGNAM.NS"",",517554,532842,SRHHYPOLTD.NS,517554,"""517554"","
LAKPRE,"""LAKPRE.NS"",",517556,532843,FORTIS.NS,,""""","
LAL,"""LAL.NS"",",517562,532845,TGBHOTELS.NS,,""""","
LALPATHLAB,"""LALPATHLAB.NS"",",517564,532847,HILTON.NS,517564,"""517564"","
LAMBODHARA,"""LAMBODHARA.NS"",",517569,532848,DELTACORP.NS,,""""","
LANCORHOL,"""LANCORHOL.NS"",",518011,532850,MICEL.NS,518011,"""518011"","
LANDMARK,"""LANDMARK.NS"",",518075,532851,INSECTICID.NS,518075,"""518075"","
LAOPALA,"""LAOPALA.NS"",",518091,532853,ASAHISONG.NS,,""""","
LASA,"""LASA.NS"",",519003,532856,TIMETECHNO.NS,519003,"""519003"","
LATENTVIEW,"""LATENTVIEW.NS"",",519064,532859,HGS.NS,519064,"""519064"","
LATTEYS,"""LATTEYS.NS"",",519091,532864,NELCAST.NS,,""""","
LAURUSLABS,"""LAURUSLABS.NS"",",519097,532867,V2RETAIL.NS,519097,"""519097"","
LAXMICOT,"""LAXMICOT.NS"",",519105,532868,DLF.NS,,""""","
LAXMIDENTL,"""LAXMIDENTL.NS"",",519126,532869,TARMAT.NS,,""""","
LEMONTREE,"""LEMONTREE.NS"",",519136,532870,ANKITMETAL.NS,,""""","
LEXUS,"""LEXUS.NS"",",519152,532872,SPARC.NS,519152,"""519152"","
LFIC,"""LFIC.NS"",",519156,532875,ADSL.NS,,""""","
LGBBROSLTD,"""LGBBROSLTD.NS"",",519183,532878,ALPA.NS,,""""","
LGHL,"""LGHL.NS"",",519191,532880,OMAXE.NS,519191,"""519191"","
LIBAS,"""LIBAS.NS"",",519214,532884,REFEX.NS,519214,"""519214"","
LIBERTSHOE,"""LIBERTSHOE.NS"",",519216,532885,CENTRALBK.NS,519216,"""519216"","
LICHSGFIN,"""LICHSGFIN.NS"",",519224,532886,SELMC.NS,,""""","
LICI,"""LICI.NS"",",519230,532888,ASIANTILES.NS,519230,"""519230"","
LIKHITHA,"""LIKHITHA.NS"",",519234,532889,KPRMILL.NS,519234,"""519234"","
LINC,"""LINC.NS"",",519238,532890,TAKE.NS,519238,"""519238"","
LINCOLN,"""LINCOLN.NS"",",519242,532891,PURVA.NS,519242,"""519242"","
LINDEINDIA,"""LINDEINDIA.NS"",",519260,532892,MOTILALOFS.NS,,""""","
LLOYDSENGG,"""LLOYDSENGG.NS"",",519262,532894,INDOWIND.NS,519262,"""519262"","
LLOYDSENT,"""LLOYDSENT.NS"",",519279,532895,NAGREEKCAP.NS,519279,"""519279"","
LLOYDSME,"""LLOYDSME.NS"",",519285,532896,MAGNUM.NS,519285,"""519285"","
LMW,"""LMW.NS"",",519287,532898,POWERGRID.NS,519287,"""519287"","
LODHA,"""LODHA.NS"",",519295,532899,KSCL.NS,519295,"""519295"","
LOKESHMACH,"""LOKESHMACH.NS"",",519299,532900,PAISALO.NS,519299,"""519299"","
LORDSCHLO,"""LORDSCHLO.NS"",",519307,532902,CCCL.NS,519307,"""519307"","
LOTUSEYE,"""LOTUSEYE.NS"",",519331,532904,SUPREMEINF.NS,519331,"""519331"","
LOVABLE,"""LOVABLE.NS"",",519359,532906,MAANALU.NS,519359,"""519359"","
LOYALTEX,"""LOYALTEX.NS"",",519367,532907,IL&FSENGG.NS,519367,"""519367"","
LPDC,"""LPDC.NS"",",519383,532915,RELIGARE.NS,,""""","
LT,"""LT.NS"",",519397,532916,BVCL.NS,519397,"""519397"","
LTF,"""LTF.NS"",",519421,532921,ADANIPORTS.NS,519421,"""519421"","
LTFOODS,"""LTFOODS.NS"",",519439,532922,EDELWEISS.NS,519439,"""519439"","
LTIM,"""LTIM.NS"",",519455,532923,RGL.NS,519455,"""519455"","
LTTS,"""LTTS.NS"",",519457,532924,KOLTEPATIL.NS,519457,"""519457"","
LUMAXIND,"""LUMAXIND.NS"",",519463,532925,KAUSHALYA.NS,519463,"""519463"","
LUMAXTECH,"""LUMAXTECH.NS"",",519471,532926,JYOTHYLAB.NS,519471,"""519471"","
LUPIN,"""LUPIN.NS"",",519475,532927,ECLERX.NS,519475,"""519475"","
LUXIND,"""LUXIND.NS"",",519477,532928,TARIL.NS,519477,"""519477"","
LXCHEM,"""LXCHEM.NS"",",519479,532929,BRIGADE.NS,519479,"""519479"","
LYKALABS,"""LYKALABS.NS"",",519483,532930,BGRENERGY.NS,519483,"""519483"","
LYPSAGEMS,"""LYPSAGEMS.NS"",",519500,532932,MANAKSIA.NS,519500,"""519500"","
M&M,"""M&M.NS"",",519506,532934,PPAP.NS,519506,"""519506"","
M&MFIN,"""M&MFIN.NS"",",519528,532935,ARIES.NS,,""""","
MAANALU,"""MAANALU.NS"",",519532,532937,KUANTUM.NS,519532,"""519532"","
MACPOWER,"""MACPOWER.NS"",",519552,532939,RPOWER.NS,,""""","
MADHAV,"""MADHAV.NS"",",519566,532940,JKIL.NS,519566,"""519566"","
MADHUCON,"""MADHUCON.NS"",",519574,532941,CORDSCABLE.NS,519574,"""519574"","
MADRASFERT,"""MADRASFERT.NS"",",519600,532942,KNRCON.NS,,""""","
MAGADSUGAR,"""MAGADSUGAR.NS"",",519602,532944,ONMOBILE.NS,,""""","
MAGNUM,"""MAGNUM.NS"",",519604,532945,SEPC.NS,519604,"""519604"","
MAHABANK,"""MAHABANK.NS"",",519606,532946,BANG.NS,519606,"""519606"","
MAHAPEXLTD,"""MAHAPEXLTD.NS"",",519612,532947,IRB.NS,519612,"""519612"","
MAHASTEEL,"""MAHASTEEL.NS"",",520008,532951,GSS.NS,,""""","
MAHEPC,"""MAHEPC.NS"",",520021,532952,NAHARCAP.NS,,""""","
MAHESHWARI,"""MAHESHWARI.NS"",",520043,532953,VGUARD.NS,,""""","
MAHLIFE,"""MAHLIFE.NS"",",520051,532955,RECLTD.NS,,""""","
MAHLOG,"""MAHLOG.NS"",",520056,532960,DHANI.NS,,""""","
MAHSCOOTER,"""MAHSCOOTER.NS"",",520057,532966,TITAGARH.NS,,""""","
MAHSEAMLES,"""MAHSEAMLES.NS"",",520059,532967,KIRIINDUS.NS,,""""","
MAITHANALL,"""MAITHANALL.NS"",",520066,532974,BIRLAMONEY.NS,,""""","
MALLCOM,"""MALLCOM.NS"",",520073,532976,JAIBALAJI.NS,,""""","
MALUPAPER,"""MALUPAPER.NS"",",520075,532977,BAJAJ-AUTO.NS,520075,"""520075"","
MAMATA,"""MAMATA.NS"",",520086,532978,BAJAJFINSV.NS,520086,"""520086"","
MANAKALUCO,"""MANAKALUCO.NS"",",520111,532980,GOKUL.NS,,""""","
MANAKCOAT,"""MANAKCOAT.NS"",",520113,532983,RPGLIFE.NS,,""""","
MANAKSIA,"""MANAKSIA.NS"",",520119,532986,NIRAJ.NS,,""""","
MANAKSTEEL,"""MANAKSTEEL.NS"",",520121,532989,BAFNAPH.NS,520121,"""520121"","
MANALIPETC,"""MANALIPETC.NS"",",520123,532993,SEJALLTD.NS,520123,"""520123"","
MANAPPURAM,"""MANAPPURAM.NS"",",520127,532994,ARCHIDPLY.NS,520127,"""520127"","
MANBA,"""MANBA.NS"",",520141,532998,LOTUSEYE.NS,520141,"""520141"","
MANCREDIT,"""MANCREDIT.NS"",",520151,533001,SOMICONVEY.NS,,""""","
MANGALAM,"""MANGALAM.NS"",",520155,533012,LPDC.NS,520155,"""520155"","
MANGCHEFER,"""MANGCHEFER.NS"",",521005,533022,20MICRONS.NS,521005,"""521005"","
MANGLMCEM,"""MANGLMCEM.NS"",",521014,533023,ZFCVINDIA.NS,,""""","
MANINDS,"""MANINDS.NS"",",521016,533029,ALKALI.NS,,""""","
MANINFRA,"""MANINFRA.NS"",",521018,533033,ISGEC.NS,,""""","
MANKIND,"""MANKIND.NS"",",521034,533047,IMFA.NS,,""""","
MANOMAY,"""MANOMAY.NS"",",521048,533048,TPHQ.NS,521048,"""521048"","
MANORAMA,"""MANORAMA.NS"",",521054,533080,MOLDTKPAC.NS,521054,"""521054"","
MANORG,"""MANORG.NS"",",521062,533088,MHRIL.NS,521062,"""521062"","
MANUGRAPH,"""MANUGRAPH.NS"",",521064,533090,EXCEL.NS,,""""","
MANYAVAR,"""MANYAVAR.NS"",",521068,533093,ROML.NS,521068,"""521068"","
MAPMYINDIA,"""MAPMYINDIA.NS"",",521070,533096,ADANIPOWER.NS,,""""","
MARALOVER,"""MARALOVER.NS"",",521080,533098,NHPC.NS,521080,"""521080"","
MARATHON,"""MARATHON.NS"",",521097,533104,GLOBUSSPR.NS,521097,"""521097"","
MARICO,"""MARICO.NS"",",521105,533106,OIL.NS,521105,"""521105"","
MARINE,"""MARINE.NS"",",521109,533121,EXPLEOSOL.NS,,""""","
MARKSANS,"""MARKSANS.NS"",",521113,533122,RTNPOWER.NS,521113,"""521113"","
MARUTI,"""MARUTI.NS"",",521131,533137,DEN.NS,521131,"""521131"","
MASFIN,"""MASFIN.NS"",",521133,533138,ASTEC.NS,521133,"""521133"","
MASKINVEST,"""MASKINVEST.NS"",",521137,533146,DLINKINDIA.NS,521137,"""521137"","
MASTEK,"""MASTEK.NS"",",521141,533148,JSWENERGY.NS,521141,"""521141"","
MASTERTR,"""MASTERTR.NS"",",521149,533150,GODREJPROP.NS,521149,"""521149"","
MATRIMONY,"""MATRIMONY.NS"",",521151,533151,DBCORP.NS,521151,"""521151"","
MAWANASUG,"""MAWANASUG.NS"",",521161,533152,MBLINFRA.NS,521161,"""521161"","
MAXESTATES,"""MAXESTATES.NS"",",521163,533155,JUBLFOOD.NS,,""""","
MAXHEALTH,"""MAXHEALTH.NS"",",521176,533156,VASCONEQ.NS,521176,"""521176"","
MAXIND,"""MAXIND.NS"",",521178,533158,THANGAMAYL.NS,521178,"""521178"","
MAYURUNIQ,"""MAYURUNIQ.NS"",",521180,533160,DBREALTY.NS,,""""","
MAZDA,"""MAZDA.NS"",",521188,533161,EMMBI.NS,521188,"""521188"","
MAZDOCK,"""MAZDOCK.NS"",",521194,533162,HATHWAY.NS,,""""","
MBAPL,"""MBAPL.NS"",",521200,533164,TEXMOPIPES.NS,,""""","
MBLINFRA,"""MBLINFRA.NS"",",521206,533166,SUNDARAM.NS,521206,"""521206"","
MCL,"""MCL.NS"",",521216,533168,ROSSELLIND.NS,521216,"""521216"","
MCLEODRUSS,"""MCLEODRUSS.NS"",",521220,533169,MANINFRA.NS,,""""","
MCLOUD,"""MCLOUD.NS"",",521222,533177,IL&FSTRANS.NS,521222,"""521222"","
MCX,"""MCX.NS"",",521226,533179,PERSISTENT.NS,521226,"""521226"","
MEDANTA,"""MEDANTA.NS"",",521228,533181,ISFT.NS,521228,"""521228"","
MEDIASSIST,"""MEDIASSIST.NS"",",521232,533189,GOENKA.NS,521232,"""521232"","
MEDICAMEQ,"""MEDICAMEQ.NS"",",521234,533192,KCPSUGIND.NS,521234,"""521234"","
MEDICO,"""MEDICO.NS"",",521240,533193,KECL.NS,521240,"""521240"","
MEDPLUS,"""MEDPLUS.NS"",",521242,533203,TARAPUR.NS,521242,"""521242"","
MEGASOFT,"""MEGASOFT.NS"",",521244,533206,SJVN.NS,521244,"""521244"","
MEGASTAR,"""MEGASTAR.NS"",",521246,533208,EMAMIPAP.NS,,""""","
MENONBE,"""MENONBE.NS"",",521248,533210,KRITINUT.NS,,""""","
MEP,"""MEP.NS"",",522001,533217,HMVL.NS,522001,"""522001"","
METROBRAND,"""METROBRAND.NS"",",522004,533218,EMAMIREAL.NS,522004,"""522004"","
METROPOLIS,"""METROPOLIS.NS"",",522005,533227,AHLEAST.NS,522005,"""522005"","
MFML,"""MFML.NS"",",522014,533229,BAJAJCON.NS,,""""","
MFSL,"""MFSL.NS"",",522017,533239,PRAKASHSTL.NS,522017,"""522017"","
