SYMBOL,,FinInstrmId,bse_code,nse_symbol,,
SANOFICONR,"""SANOFICONR.NS"",",530007,543328,KRSNAA.NS,,""""","
SANSERA,"""SANSERA.NS"",",530011,543329,WINDLAS.NS,,""""","
SANSTAR,"""SANSTAR.NS"",",530017,543330,DEVYANI.NS,,""""","
SANWARIA,"""SANWARIA.NS"",",530019,543331,MOL.NS,,""""","
SAPPHIRE,"""SAPPHIRE.NS"",",530023,543332,EPIGRAL.NS,,""""","
SARDAEN,"""SARDAEN.NS"",",530025,543333,CARTRADE.NS,530025,"""530025"","
SAREGAMA,"""SAREGAMA.NS"",",530027,543334,NUVOCO.NS,530027,"""530027"","
SARLAPOLY,"""SARLAPOLY.NS"",",530037,543335,APTUS.NS,530037,"""530037"","
SARVESHWAR,"""SARVESHWAR.NS"",",530043,543336,CHEMPLASTS.NS,530043,"""530043"","
SASKEN,"""SASKEN.NS"",",530045,543349,ACUTAAS.NS,530045,"""530045"","
SASTASUNDR,"""SASTASUNDR.NS"",",530053,543350,VIJAYA.NS,530053,"""530053"","
SATIA,"""SATIA.NS"",",530057,543358,SANSERA.NS,530057,"""530057"","
SATIN,"""SATIN.NS"",",530063,543367,PARAS.NS,530063,"""530063"","
SATINDLTD,"""SATINDLTD.NS"",",530065,543374,ABSLAMC.NS,530065,"""530065"","
SAURASHCEM,"""SAURASHCEM.NS"",",530067,543384,NYKAA.NS,,""""","
SBC,"""SBC.NS"",",530073,543386,FINOPB.NS,,""""","
SBCL,"""SBCL.NS"",",530075,543387,SJS.NS,,""""","
SBFC,"""SBFC.NS"",",530077,543389,SIGACHI.NS,530077,"""530077"","
SBGLP,"""SBGLP.NS"",",530079,543390,POLICYBZR.NS,,""""","
SBICARD,"""SBICARD.NS"",",530093,543396,PAYTM.NS,530093,"""530093"","
SBILIFE,"""SBILIFE.NS"",",530095,543397,SAPPHIRE.NS,530095,"""530095"","
SBIN,"""SBIN.NS"",",530109,543398,LATENTVIEW.NS,530109,"""530109"","
SCHAEFFLER,"""SCHAEFFLER.NS"",",530111,543399,TARSONS.NS,530111,"""530111"","
SCHAND,"""SCHAND.NS"",",530117,543401,GOCOLORS.NS,,""""","
SCHNEIDER,"""SCHNEIDER.NS"",",530119,543411,HITECH.NS,530119,"""530119"","
SCI,"""SCI.NS"",",530125,543412,STARHEALTH.NS,530125,"""530125"","
SCILAL,"""SCILAL.NS"",",530127,543413,TEGA.NS,530127,"""530127"","
SCODATUBES,"""SCODATUBES.NS"",",530129,543415,ANANDRATHI.NS,530129,"""530129"","
SCPL,"""SCPL.NS"",",530131,543416,ZODIAC.NS,,""""","
SDBL,"""SDBL.NS"",",530133,543417,RATEGAIN.NS,530133,"""530133"","
SEAMECLTD,"""SEAMECLTD.NS"",",530135,543419,SHRIRAMPPS.NS,,""""","
SECMARK,"""SECMARK.NS"",",530139,543420,JETFREIGHT.NS,530139,"""530139"","
SECURKLOUD,"""SECURKLOUD.NS"",",530145,543425,MAPMYINDIA.NS,530145,"""530145"","
SEJALLTD,"""SEJALLTD.NS"",",530151,543426,METROBRAND.NS,530151,"""530151"","
SELAN,"""SELAN.NS"",",530163,543427,MEDPLUS.NS,530163,"""530163"","
SELMC,"""SELMC.NS"",",530167,543428,DATAPATTNS.NS,530167,"""530167"","
SEMAC,"""SEMAC.NS"",",530169,543433,HPAL.NS,530169,"""530169"","
SENCO,"""SENCO.NS"",",530171,543434,SUPRIYA.NS,530171,"""530171"","
SENORES,"""SENORES.NS"",",530175,543441,CMSINFO.NS,530175,"""530175"","
SEPC,"""SEPC.NS"",",530177,543442,BCONCEPTS.NS,530177,"""530177"","
SEQUENT,"""SEQUENT.NS"",",530179,543449,WEL.NS,530179,"""530179"","
SERVOTECH,"""SERVOTECH.NS"",",530185,543451,AGSTRA.NS,530185,"""530185"","
SESHAPAPER,"""SESHAPAPER.NS"",",530187,543458,AWL.NS,530187,"""530187"","
SETCO,"""SETCO.NS"",",530197,543462,DEVIT.NS,530197,"""530197"","
SETUINFRA,"""SETUINFRA.NS"",",530199,543463,MANYAVAR.NS,,""""","
SEYAIND,"""SEYAIND.NS"",",530201,543470,SOFTTECH.NS,530201,"""530201"","
SFL,"""SFL.NS"",",530207,543482,EUREKAFORB.NS,530207,"""530207"","
SGIL,"""SGIL.NS"",",530213,543489,GATEWAY.NS,530213,"""530213"","
SGL,"""SGL.NS"",",530215,543490,GMRP&UI.NS,530215,"""530215"","
SGLTL,"""SGLTL.NS"",",530217,543498,MSUMI.NS,530217,"""530217"","
SHAH,"""SHAH.NS"",",530219,543512,AVROIND.NS,530219,"""530219"","
SHAHALLOYS,"""SHAHALLOYS.NS"",",530231,543513,UMAEXPORTS.NS,530231,"""530231"","
SHAILY,"""SHAILY.NS"",",530233,543514,VERANDA.NS,530233,"""530233"","
SHAKTIPUMP,"""SHAKTIPUMP.NS"",",530235,543517,HARIOMPIPE.NS,530235,"""530235"","
SHALBY,"""SHALBY.NS"",",530239,543523,CAMPUS.NS,,""""","
SHALPAINTS,"""SHALPAINTS.NS"",",530245,543524,RAINBOW.NS,530245,"""530245"","
SHANKARA,"""SHANKARA.NS"",",530249,543525,SILVERTUC.NS,530249,"""530249"","
SHANTI,"""SHANTI.NS"",",530251,543526,LICI.NS,530251,"""530251"","
SHANTIGEAR,"""SHANTIGEAR.NS"",",530253,543527,PRUDENT.NS,530253,"""530253"","
SHARDACROP,"""SHARDACROP.NS"",",530255,543528,VENUSPIPES.NS,530255,"""530255"","
SHARDAMOTR,"""SHARDAMOTR.NS"",",530259,543529,DELHIVERY.NS,530259,"""530259"","
SHAREINDIA,"""SHAREINDIA.NS"",",530263,543530,PARADEEP.NS,530263,"""530263"","
SHEKHAWATI,"""SHEKHAWATI.NS"",",530265,543532,ETHOSLTD.NS,530265,"""530265"","
SHEMAROO,"""SHEMAROO.NS"",",530267,543533,EMUDHRA.NS,530267,"""530267"","
SHILPAMED,"""SHILPAMED.NS"",",530271,543534,AETHER.NS,530271,"""530271"","
SHIVALIK,"""SHIVALIK.NS"",",530281,543535,WEWIN.NS,530281,"""530281"","
SHIVAMAUTO,"""SHIVAMAUTO.NS"",",530289,543547,DDEVPLSTIK.NS,530289,"""530289"","
SHIVAMILLS,"""SHIVAMILLS.NS"",",530291,543573,SYRMA.NS,530291,"""530291"","
SHIVATEX,"""SHIVATEX.NS"",",530295,543591,DREAMFOLKS.NS,530295,"""530295"","
SHK,"""SHK.NS"",",530299,543593,DBOL.NS,,""""","
SHOPERSTOP,"""SHOPERSTOP.NS"",",530305,543596,TMB.NS,530305,"""530305"","
SHRADHA,"""SHRADHA.NS"",",530307,543599,KSOLVES.NS,,""""","
SHREDIGCEM,"""SHREDIGCEM.NS"",",530309,543600,HARSHA.NS,530309,"""530309"","
SHREECEM,"""SHREECEM.NS"",",530313,543614,TIPSFILMS.NS,530313,"""530313"","
SHREEPUSHK,"""SHREEPUSHK.NS"",",530315,543626,EMIL.NS,530315,"""530315"","
SHREERAMA,"""SHREERAMA.NS"",",530317,543635,PPLPHARMA.NS,530317,"""530317"","
SHRENIK,"""SHRENIK.NS"",",530331,543636,DCI.NS,530331,"""530331"","
SHREYANIND,"""SHREYANIND.NS"",",530341,543638,TRACXN.NS,530341,"""530341"","
SHRIPISTON,"""SHRIPISTON.NS"",",530343,543643,NARMADA.NS,,""""","
SHRIRAMFIN,"""SHRIRAMFIN.NS"",",530355,543644,INFOBEAN.NS,,""""","
SHRIRAMPPS,"""SHRIRAMPPS.NS"",",530357,543645,HPIL.NS,530357,"""530357"","
SHYAMCENT,"""SHYAMCENT.NS"",",530361,543650,DCXINDIA.NS,530361,"""530361"","
SHYAMMETL,"""SHYAMMETL.NS"",",530363,543652,FUSION.NS,,""""","
SHYAMTEL,"""SHYAMTEL.NS"",",530365,543653,BIKAJI.NS,,""""","
SIEMENS,"""SIEMENS.NS"",",530367,543654,MEDANTA.NS,,""""","
SIGACHI,"""SIGACHI.NS"",",530369,543657,ACI.NS,530369,"""530369"","
SIGIND,"""SIGIND.NS"",",530377,543663,FIVESTAR.NS,,""""","
SIGMA,"""SIGMA.NS"",",530393,543664,KAYNES.NS,,""""","
SIGNATURE,"""SIGNATURE.NS"",",530401,543667,INOXGREEN.NS,530401,"""530401"","
SIGNPOST,"""SIGNPOST.NS"",",530405,543668,BBTCL.NS,530405,"""530405"","
SIKKO,"""SIKKO.NS"",",530407,543669,RUSTOMJEE.NS,530407,"""530407"","
SIL,"""SIL.NS"",",530419,543670,VINNY.NS,530419,"""530419"","
SILGO,"""SILGO.NS"",",530421,543671,AAATECH.NS,530421,"""530421"","
SILINV,"""SILINV.NS"",",530427,543686,SIRCA.NS,530427,"""530427"","
SILLYMONKS,"""SILLYMONKS.NS"",",530429,543687,DHARMAJ.NS,530429,"""530429"","
SILVERTUC,"""SILVERTUC.NS"",",530433,543688,SARVESHWAR.NS,530433,"""530433"","
SIMBHALS,"""SIMBHALS.NS"",",530439,543689,UNIPARTS.NS,530439,"""530439"","
SIMPLEXINF,"""SIMPLEXINF.NS"",",530445,543711,SULA.NS,530445,"""530445"","
SINCLAIR,"""SINCLAIR.NS"",",530449,543712,AFSL.NS,530449,"""530449"","
SINDHUTRAD,"""SINDHUTRAD.NS"",",530457,543714,LANDMARK.NS,530457,"""530457"","
SINTERCOM,"""SINTERCOM.NS"",",530459,543715,IEL.NS,530459,"""530459"","
SIRCA,"""SIRCA.NS"",",530461,543720,KFINTECH.NS,530461,"""530461"","
SIS,"""SIS.NS"",",530469,543725,ELIN.NS,530469,"""530469"","
SITINET,"""SITINET.NS"",",530475,543732,RADIANTCMS.NS,,""""","
SIYSIL,"""SIYSIL.NS"",",530477,543743,SAH.NS,530477,"""530477"","
SJS,"""SJS.NS"",",530495,543747,KAMOPAINTS.NS,530495,"""530495"","
SJVN,"""SJVN.NS"",",530499,543748,AARTIPHARM.NS,530499,"""530499"","
SKFINDIA,"""SKFINDIA.NS"",",530517,543767,BTML.NS,,""""","
SKIPPER,"""SKIPPER.NS"",",530521,543768,NSLNISP.NS,530521,"""530521"","
SKMEGGPROD,"""SKMEGGPROD.NS"",",530525,543811,AIRAN.NS,530525,"""530525"","
SKYGOLD,"""SKYGOLD.NS"",",530533,543812,DIVGIITTS.NS,530533,"""530533"","
SMARTLINK,"""SMARTLINK.NS"",",530545,543829,GSLSU.NS,530545,"""530545"","
SMCGLOBAL,"""SMCGLOBAL.NS"",",530549,543861,USK.NS,,""""","
SMLISUZU,"""SMLISUZU.NS"",",530555,543896,AVALON.NS,,""""","
SMLT,"""SMLT.NS"",",530557,543898,BLAL.NS,530557,"""530557"","
SMSLIFE,"""SMSLIFE.NS"",",530565,543901,RHL.NS,530565,"""530565"","
SMSPHARMA,"""SMSPHARMA.NS"",",530577,543904,MANKIND.NS,530577,"""530577"","
SNOWMAN,"""SNOWMAN.NS"",",530579,543910,AVG.NS,,""""","
SOBHA,"""SOBHA.NS"",",530581,543911,ATALREAL.NS,530581,"""530581"","
SOFTTECH,"""SOFTTECH.NS"",",530585,543912,PIGL.NS,530585,"""530585"","
SOLARA,"""SOLARA.NS"",",530589,543915,PAVNAIND.NS,530589,"""530589"","
SOLARINDS,"""SOLARINDS.NS"",",530595,543917,SIGMA.NS,530595,"""530595"","
SOMANYCERA,"""SOMANYCERA.NS"",",530601,543918,GHCLTEXTIL.NS,530601,"""530601"","
SOMATEX,"""SOMATEX.NS"",",530611,543919,MKPL.NS,530611,"""530611"","
SOMICONVEY,"""SOMICONVEY.NS"",",530615,543923,IKIO.NS,530615,"""530615"","
SONACOMS,"""SONACOMS.NS"",",530617,543929,HMAAGRO.NS,530617,"""530617"","
SONAMLTD,"""SONAMLTD.NS"",",530621,543930,URAVIDEF.NS,530621,"""530621"","
SONATSOFTW,"""SONATSOFTW.NS"",",530627,543932,IDEAFORGE.NS,530627,"""530627"","
SOTL,"""SOTL.NS"",",530643,543933,CYIENTDLM.NS,530643,"""530643"","
SOUTHBANK,"""SOUTHBANK.NS"",",530655,543936,SENCO.NS,,""""","
SOUTHWEST,"""SOUTHWEST.NS"",",530663,543940,JIOFIN.NS,530663,"""530663"","
SPAL,"""SPAL.NS"",",530665,543942,UTKARSHBNK.NS,530665,"""530665"","
SPANDANA,"""SPANDANA.NS"",",530675,543945,NETWEB.NS,530675,"""530675"","
SPARC,"""SPARC.NS"",",530677,543950,YATHARTH.NS,,""""","
SPCENET,"""SPCENET.NS"",",530689,543952,NIITMTS.NS,530689,"""530689"","
SPECIALITY,"""SPECIALITY.NS"",",530695,543954,ATL.NS,530695,"""530695"","
SPECTRUM,"""SPECTRUM.NS"",",530697,543955,TREL.NS,530697,"""530697"","
SPENCERS,"""SPENCERS.NS"",",530699,543957,REDTAPE.NS,,""""","
SPIC,"""SPIC.NS"",",530705,543958,VLEGOV.NS,530705,"""530705"","
SPLIL,"""SPLIL.NS"",",530709,543959,SBFC.NS,530709,"""530709"","
SPLPETRO,"""SPLPETRO.NS"",",530711,543960,CONCORDBIO.NS,530711,"""530711"","
SPMLINFRA,"""SPMLINFRA.NS"",",530713,543962,DPWIRES.NS,530713,"""530713"","
SPORTKING,"""SPORTKING.NS"",",530715,543965,TVSSCS.NS,530715,"""530715"","
SRD,"""SRD.NS"",",530723,543969,PYRAMID.NS,530723,"""530723"","
SREEL,"""SREEL.NS"",",530733,543972,AEROFLEX.NS,530733,"""530733"","
SRF,"""SRF.NS"",",530735,543974,VPRPL.NS,530735,"""530735"","
SRGHFL,"""SRGHFL.NS"",",530741,543977,RISHABH.NS,530741,"""530741"","
SRHHYPOLTD,"""SRHHYPOLTD.NS"",",530747,543978,RATNAVEER.NS,530747,"""530747"","
SRM,"""SRM.NS"",",530755,543980,JLHL.NS,530755,"""530755"","
SRPL,"""SRPL.NS"",",530759,543981,RRKABEL.NS,,""""","
SSDL,"""SSDL.NS"",",530765,543983,EMSLIMITED.NS,530765,"""530765"","
SSWL,"""SSWL.NS"",",530779,543984,SAMHI.NS,530779,"""530779"","
STALLION,"""STALLION.NS"",",530789,543985,ZAGGLE.NS,530789,"""530789"","
STANLEY,"""STANLEY.NS"",",530795,543986,SOUTHWEST.NS,530795,"""530795"","
STAR,"""STAR.NS"",",530799,543988,NUVAMA.NS,530799,"""530799"","
STARCEMENT,"""STARCEMENT.NS"",",530803,543989,KALAMANDIR.NS,,""""","
STARHEALTH,"""STARHEALTH.NS"",",530805,543990,SIGNATURE.NS,530805,"""530805"","
STARPAPER,"""STARPAPER.NS"",",530809,543992,YATRA.NS,530809,"""530809"","
STARTECK,"""STARTECK.NS"",",530813,543994,JSWINFRA.NS,,""""","
STCINDIA,"""STCINDIA.NS"",",530821,543995,MVGJL.NS,530821,"""530821"","
STEELCAS,"""STEELCAS.NS"",",530825,543996,UDS.NS,530825,"""530825"","
STEELCITY,"""STEELCITY.NS"",",530829,543998,VALIANTLAB.NS,530829,"""530829"","
STEELXIND,"""STEELXIND.NS"",",530839,544003,PLAZACABLE.NS,530839,"""530839"","
STEL,"""STEL.NS"",",530843,544004,IRMENERGY.NS,,""""","
STERTOOLS,"""STERTOOLS.NS"",",530845,544008,MAXESTATES.NS,530845,"""530845"","
STLTECH,"""STLTECH.NS"",",530853,544009,BLUEJET.NS,530853,"""530853"","
STOVEKRAFT,"""STOVEKRAFT.NS"",",530871,544012,CELLO.NS,,""""","
STYLAMIND,"""STYLAMIND.NS"",",530879,544014,HONASA.NS,,""""","
STYLEBAAZA,"""STYLEBAAZA.NS"",",530881,544020,ESAFSFB.NS,530881,"""530881"","
STYRENIX,"""STYRENIX.NS"",",530883,544021,PROTEAN.NS,530883,"""530883"","
SUBEXLTD,"""SUBEXLTD.NS"",",530897,544022,ASKAUTOLTD.NS,530897,"""530897"","
SUBROS,"""SUBROS.NS"",",530899,544026,IREDA.NS,530899,"""530899"","
SUDARSCHEM,"""SUDARSCHEM.NS"",",530909,544027,FEDFINA.NS,530909,"""530909"","
SUKHJITS,"""SUKHJITS.NS"",",530919,544028,TATATECH.NS,,""""","
SULA,"""SULA.NS"",",530921,544029,GANDHAR.NS,530921,"""530921"","
SUMEETINDS,"""SUMEETINDS.NS"",",530925,544030,FLAIR.NS,530925,"""530925"","
SUMICHEM,"""SUMICHEM.NS"",",530929,544042,BAJEL.NS,530929,"""530929"","
SUMIT,"""SUMIT.NS"",",530931,544044,INDIASHLTR.NS,530931,"""530931"","
SUMMITSEC,"""SUMMITSEC.NS"",",530943,544045,DOMS.NS,,""""","
SUNCLAY,"""SUNCLAY.NS"",",530951,544046,INOXINDIA.NS,530951,"""530951"","
SUNDARAM,"""SUNDARAM.NS"",",530953,544053,MOTISONS.NS,530953,"""530953"","
SUNDARMFIN,"""SUNDARMFIN.NS"",",530959,544054,SURAJEST.NS,530959,"""530959"","
SUNDARMHLD,"""SUNDARMHLD.NS"",",530961,544055,MUTHOOTMF.NS,,""""","
SUNDRMBRAK,"""SUNDRMBRAK.NS"",",530965,544057,HAPPYFORGE.NS,,""""","
SUNDRMFAST,"""SUNDRMFAST.NS"",",530973,544058,MUFTI.NS,530973,"""530973"","
SUNDROP,"""SUNDROP.NS"",",530977,544060,RBZJEWEL.NS,530977,"""530977"","
SUNFLAG,"""SUNFLAG.NS"",",530979,544061,AZAD.NS,530979,"""530979"","
SUNPHARMA,"""SUNPHARMA.NS"",",530985,544066,SUNCLAY.NS,530985,"""530985"","
SUNTECK,"""SUNTECK.NS"",",530991,544067,INNOVACAP.NS,530991,"""530991"","
SUNTV,"""SUNTV.NS"",",530993,544079,DIGIDRIVE.NS,530993,"""530993"","
SUPERHOUSE,"""SUPERHOUSE.NS"",",530997,544081,JYOTICNC.NS,530997,"""530997"","
SUPERSPIN,"""SUPERSPIN.NS"",",530999,544088,MEDIASSIST.NS,,""""","
SUPRAJIT,"""SUPRAJIT.NS"",",531003,544095,EPACK.NS,531003,"""531003"","
SUPREME,"""SUPREME.NS"",",531015,544100,NOVAAGRI.NS,531015,"""531015"","
SUPREMEIND,"""SUPREMEIND.NS"",",531017,544107,BLSE.NS,531017,"""531017"","
SUPREMEINF,"""SUPREMEINF.NS"",",531025,544111,PARKHOTELS.NS,531025,"""531025"","
SUPRIYA,"""SUPRIYA.NS"",",531027,544117,SIGNPOST.NS,531027,"""531027"","
SURAJEST,"""SURAJEST.NS"",",531029,544118,JSFB.NS,531029,"""531029"","
SURAJLTD,"""SURAJLTD.NS"",",531035,544119,RPTECH.NS,531035,"""531035"","
SURAKSHA,"""SURAKSHA.NS"",",531041,544120,CAPITALSFB.NS,531041,"""531041"","
SURANASOL,"""SURANASOL.NS"",",531049,544122,ENTERO.NS,531049,"""531049"","
SURANAT&P,"""SURANAT&P.NS"",",531051,544124,VSTL.NS,531051,"""531051"","
SURYALAXMI,"""SURYALAXMI.NS"",",531067,544129,JUNIPER.NS,531067,"""531067"","
SURYAROSNI,"""SURYAROSNI.NS"",",531069,544131,GPTHEALTH.NS,531069,"""531069"","
SURYODAY,"""SURYODAY.NS"",",531080,544133,EXICOM.NS,531080,"""531080"","
SUTLEJTEX,"""SUTLEJTEX.NS"",",531082,544134,PLATIND.NS,,""""","
SUVEN,"""SUVEN.NS"",",531083,544135,MUKKA.NS,531083,"""531083"","
SUVIDHAA,"""SUVIDHAA.NS"",",531091,544136,RKSWAMY.NS,531091,"""531091"","
SUYOG,"""SUYOG.NS"",",531092,544138,JGCHEM.NS,,""""","
SUZLON,"""SUZLON.NS"",",531099,544140,GOPAL.NS,531099,"""531099"","
SVLL,"""SVLL.NS"",",531109,544142,SCILAL.NS,,""""","
SVPGLOB,"""SVPGLOB.NS"",",531111,544144,PVSL.NS,531111,"""531111"","
SWANENERGY,"""SWANENERGY.NS"",",531112,544149,KRYSTAL.NS,,""""","
SWARAJENG,"""SWARAJENG.NS"",",531119,544158,SRM.NS,531119,"""531119"","
SWELECTES,"""SWELECTES.NS"",",531120,544161,DPABHUSHAN.NS,,""""","
SWIGGY,"""SWIGGY.NS"",",531126,544162,BHARTIHEXA.NS,531126,"""531126"","
SWSOLAR,"""SWSOLAR.NS"",",531129,544167,JNKINDIA.NS,531129,"""531129"","
SYMPHONY,"""SYMPHONY.NS"",",531137,544172,INDGN.NS,531137,"""531137"","
SYNCOMF,"""SYNCOMF.NS"",",531144,544174,TBOTEK.NS,531144,"""531144"","
SYNGENE,"""SYNGENE.NS"",",531146,544176,AADHARHFC.NS,,""""","
SYRMA,"""SYRMA.NS"",",531147,544179,GODIGIT.NS,,""""","
TAINWALCHM,"""TAINWALCHM.NS"",",531153,544181,AWFIS.NS,531153,"""531153"","
TAJGVK,"""TAJGVK.NS"",",531155,544184,BOROSCI.NS,531155,"""531155"","
TAKE,"""TAKE.NS"",",531156,544187,KRONOX.NS,531156,"""531156"","
TALBROAUTO,"""TALBROAUTO.NS"",",531157,544192,IXIGO.NS,531157,"""531157"","
TANLA,"""TANLA.NS"",",531158,544197,RETAIL.NS,531158,"""531158"","
TARACHAND,"""TARACHAND.NS"",",531161,544198,DEEDEV.NS,531161,"""531161"","
TARAPUR,"""TARAPUR.NS"",",531162,544200,AFIL.NS,,""""","
TARC,"""TARC.NS"",",531163,544202,STANLEY.NS,531163,"""531163"","
TARIL,"""TARIL.NS"",",531168,544203,ABDL.NS,531168,"""531168"","
TARMAT,"""TARMAT.NS"",",531169,544204,VRAJ.NS,531169,"""531169"","
TARSONS,"""TARSONS.NS"",",531173,544207,RELIABLE.NS,531173,"""531173"","
TASTYBITE,"""TASTYBITE.NS"",",531176,544209,BANSALWIRE.NS,531176,"""531176"","
TATACHEM,"""TATACHEM.NS"",",531178,544210,EMCURE.NS,531178,"""531178"","
TATACOMM,"""TATACOMM.NS"",",531179,544217,SANSTAR.NS,,""""","
TATACONSUM,"""TATACONSUM.NS"",",531190,544222,AKUMS.NS,531190,"""531190"","
TATAELXSI,"""TATAELXSI.NS"",",531199,544223,CEIGALL.NS,531199,"""531199"","
TATAINVEST,"""TATAINVEST.NS"",",531201,544225,OLAELEC.NS,531201,"""531201"","
TATAMOTORS,"""TATAMOTORS.NS"",",531203,544226,FIRSTCRY.NS,531203,"""531203"","
TATAPOWER,"""TATAPOWER.NS"",",531205,544227,UNIECOM.NS,531205,"""531205"","
TATASTEEL,"""TATASTEEL.NS"",",531207,544230,SSDL.NS,531207,"""531207"","
TATATECH,"""TATATECH.NS"",",531209,544232,INTERARCH.NS,,""""","
TATVA,"""TATVA.NS"",",531210,544233,MFML.NS,531210,"""531210"","
TBOTEK,"""TBOTEK.NS"",",531212,544234,GLOBALE.NS,531212,"""531212"","
TBZ,"""TBZ.NS"",",531213,544235,ORIENTTECH.NS,,""""","
TCI,"""TCI.NS"",",531215,544238,PREMIERENE.NS,531215,"""531215"","
TCIEXP,"""TCIEXP.NS"",",531216,544239,ECOSMOBLTY.NS,531216,"""531216"","
TCIFINANCE,"""TCIFINANCE.NS"",",531219,544240,RAYMONDLSL.NS,531219,"""531219"","
TCPLPACK,"""TCPLPACK.NS"",",531221,544243,STYLEBAAZA.NS,531221,"""531221"","
TCS,"""TCS.NS"",",531223,544244,GALAPREC.NS,531223,"""531223"","
TDPOWERSYS,"""TDPOWERSYS.NS"",",531225,544246,RVTH.NS,,""""","
TEAMLEASE,"""TEAMLEASE.NS"",",531227,544249,BALAJEE.NS,531227,"""531227"","
TECHM,"""TECHM.NS"",",531228,544250,SANOFICONR.NS,531228,"""531228"","
TECHNOE,"""TECHNOE.NS"",",531233,544252,BAJAJHFL.NS,531233,"""531233"","
TECILCHEM,"""TECILCHEM.NS"",",531234,544253,KROSS.NS,531234,"""531234"","
TEGA,"""TEGA.NS"",",531235,544254,TOLINS.NS,531235,"""531235"","
TEJASNET,"""TEJASNET.NS"",",531237,544256,PNGJL.NS,531237,"""531237"","
TEMBO,"""TEMBO.NS"",",531240,544258,WCIL.NS,531240,"""531240"","
TERASOFT,"""TERASOFT.NS"",",531241,544260,NORTHARC.NS,,""""","
TEXINFRA,"""TEXINFRA.NS"",",531246,544261,ARKADE.NS,531246,"""531246"","
TEXMOPIPES,"""TEXMOPIPES.NS"",",531253,544262,MANBA.NS,531253,"""531253"","
TEXRAIL,"""TEXRAIL.NS"",",531254,544263,KRN.NS,531254,"""531254"","
TFCILTD,"""TFCILTD.NS"",",531255,544264,DIFFNKG.NS,531255,"""531255"","
TFL,"""TFL.NS"",",531257,544271,GARUDA.NS,531257,"""531257"","
TGBHOTELS,"""TGBHOTELS.NS"",",531259,544273,MGEL.NS,531259,"""531259"","
THANGAMAYL,"""THANGAMAYL.NS"",",531260,544274,HYUNDAI.NS,531260,"""531260"","
THEINVEST,"""THEINVEST.NS"",",531262,544276,DBEIL.NS,531262,"""531262"","
THEJO,"""THEJO.NS"",",531265,544277,WAAREEENER.NS,531265,"""531265"","
THELEELA,"""THELEELA.NS"",",531266,544278,OCCLLTD.NS,,""""","
THEMISMED,"""THEMISMED.NS"",",531268,544279,GODAVARIB.NS,531268,"""531268"","
THERMAX,"""THERMAX.NS"",",531272,544280,AFCONS.NS,531272,"""531272"","
THOMASCOOK,"""THOMASCOOK.NS"",",531273,544281,ABINFRA.NS,531273,"""531273"","
THOMASCOTT,"""THOMASCOTT.NS"",",531274,544282,SAGILITY.NS,531274,"""531274"","
THYROCARE,"""THYROCARE.NS"",",531278,544283,ACMESOLAR.NS,531278,"""531278"","
TI,"""TI.NS"",",531279,544285,SWIGGY.NS,531279,"""531279"","
TICL,"""TICL.NS"",",531280,544286,NIVABUPA.NS,531280,"""531280"","
TIIL,"""TIIL.NS"",",531281,544288,BLACKBUCK.NS,531281,"""531281"","
TIINDIA,"""TIINDIA.NS"",",531283,544289,NTPCGREEN.NS,531283,"""531283"","
TIJARIA,"""TIJARIA.NS"",",531286,544290,EIEL.NS,531286,"""531286"","
TIL,"""TIL.NS"",",531287,544292,ONESOURCE.NS,531287,"""531287"","
TIMESGTY,"""TIMESGTY.NS"",",531288,544293,SURAKSHA.NS,531288,"""531288"","
TIMETECHNO,"""TIMETECHNO.NS"",",531289,544294,ROSSTECH.NS,531289,"""531289"","
TIMKEN,"""TIMKEN.NS"",",531297,544301,ODIGMA.NS,531297,"""531297"","
TINNARUBR,"""TINNARUBR.NS"",",531300,544302,INNOVANA.NS,531300,"""531300"","
TIPSFILMS,"""TIPSFILMS.NS"",",531301,544305,MOBIKWIK.NS,531301,"""531301"","
TIPSMUSIC,"""TIPSMUSIC.NS"",",531304,544306,SAILIFE.NS,531304,"""531304"","
TIRUMALCHM,"""TIRUMALCHM.NS"",",531306,544307,VMM.NS,531306,"""531306"","
TIRUPATIFL,"""TIRUPATIFL.NS"",",531307,544309,IKS.NS,531307,"""531307"","
TITAGARH,"""TITAGARH.NS"",",531310,544311,IGIL.NS,531310,"""531310"","
TITAN,"""TITAN.NS"",",531314,544314,SANATHAN.NS,531314,"""531314"","
TMB,"""TMB.NS"",",531319,544315,CEWATER.NS,531319,"""531319"","
TNPETRO,"""TNPETRO.NS"",",531322,544316,DAMCAPITAL.NS,,""""","
TNPL,"""TNPL.NS"",",531323,544317,TRANSRAILL.NS,531323,"""531323"","
TNTELE,"""TNTELE.NS"",",531324,544318,MAMATA.NS,531324,"""531324"","
TOKYOPLAST,"""TOKYOPLAST.NS"",",531327,544319,SENORES.NS,531327,"""531327"","
TOLINS,"""TOLINS.NS"",",531328,544320,CARRARO.NS,531328,"""531328"","
TORNTPHARM,"""TORNTPHARM.NS"",",531335,544321,VENTIVE.NS,,""""","
TORNTPOWER,"""TORNTPOWER.NS"",",531337,544322,UNIMECH.NS,531337,"""531337"","
TOTAL,"""TOTAL.NS"",",531340,544325,ITCHOTELS.NS,531340,"""531340"","
TOUCHWOOD,"""TOUCHWOOD.NS"",",531341,544328,INDOFARM.NS,531341,"""531341"","
